"location","source","target","id","developer_comments"
"01a_03000.bin.json:3","03000:003","三章","03000:003",""
"01a_03000.bin.json:5","03000:005","[b]アリス","03000:005",""
"01a_03000.bin.json:6","03000:006","[b]姉はかつて妹を月だと喩えた[k]","03000:006",""
"01a_03000.bin.json:9","03000:009","[b]太陽である姉の対比としての月、[k]","03000:009",""
"01a_03000.bin.json:12","03000:012","[b]夜だけにしか輝けない月光[k]","03000:012",""
"01a_03000.bin.json:15","03000:015","[b]陽が出ているときはうっすらとしか、[k]","03000:015",""
"01a_03000.bin.json:18","03000:018","[b]その存在を――顔を覗かせてはいない[k]","03000:018",""
"01a_03000.bin.json:21","03000:021","[b]月は誰かの光を受けてしか輝けないのだろうか[k]","03000:021",""
"01a_03000.bin.json:24","03000:024","[b]これから紡がれるのは――[k]","03000:024",""
"01a_03000.bin.json:27","03000:027","[b]報われなくとも足掻こうとする者たちのお話[k]","03000:027",""
"01a_03000.bin.json:30","03000:030","――夢の中で目を覚ました。","03000:030",""
"01a_03000.bin.json:32","03000:032","何度も繰り返し視る悪夢。","03000:032",""
"01a_03000.bin.json:33","03000:033","鮮やかな朱色の振り袖を着た幼い私を、“私”は俯瞰で見下ろしていた。","03000:033",""
"01a_03000.bin.json:34","03000:034","幼い私は怯えながらお歴々が品定めをする中、試験に挑んでいる。","03000:034",""
"01a_03000.bin.json:35","03000:035","落ち着いた色彩の茶室に、朱の私、庭には赤、青、白、紫色の紫陽花が怯える私を覗いていた。","03000:035",""
"01a_03000.bin.json:36","03000:036","先ずは一人目、","03000:036",""
"01a_03000.bin.json:37","03000:037","佐和良義流の所作で茶を点てていく。","03000:037",""
"01a_03000.bin.json:38","03000:038","茶碗へ入れていた抹茶へ少しの水を入れ、怖々とした気持ちを察せられぬよう抹茶を茶筅で練る。","03000:038",""
"01a_03000.bin.json:39","03000:039","練り終えた幼い私はお湯を静かに注ぎ、茶筅で泡立て点てる。","03000:039",""
"01a_03000.bin.json:40","03000:040","――お手前頂戴します","03000:040",""
"01a_03000.bin.json:42","03000:042","茶碗を受け取った試験役の声が届き、安堵した幼い私を見下ろしながら続く言葉に備え体を強張らせた。","03000:042",""
"01a_03000.bin.json:44","03000:044","[b]“……まだ不器用なら可愛げがあったが”[k]","03000:044",""
"01a_03000.bin.json:45","03000:045","望まれない忌み子。幼い私へと呟かれた言葉。","03000:045",""
"01a_03000.bin.json:46","03000:046","ともすれば聞き取れないほどの囁き声は、幼い私の心を、","03000:046",""
"01a_03000.bin.json:47","03000:047","……いいえ、“私”の心を千々に乱した。","03000:047",""
"01a_03000.bin.json:50","03000:050","[b]“なまじ才能があるだけ不憫よな……”[k]","03000:050",""
"01a_03000.bin.json:51","03000:051","私という存在を無いように――まるで壁に話しかけるかのような無機質な声にたじろぎ、震える。","03000:051",""
"01a_03000.bin.json:52","03000:052","何度となく悪夢を経験している私は、幼い私が茶碗を畳の上に落としてしまうのを居たたまれない心持ちで眺めていた。","03000:052",""
"01a_03000.bin.json:53","03000:053","震える幼い私は酷く痛ましく、できる事ならば抱きしめてやりたいと思う。","03000:053",""
"01a_03000.bin.json:56","03000:056","感情の{分水嶺/ぶんすいれい}を越えた幼い私は母の元へ行き抱きつくと、背中を撫でて貰った。","03000:056",""
"01a_03000.bin.json:57","03000:057","この時までは……母の愛情を疑うことはなかった。","03000:057",""
"01a_03000.bin.json:58","03000:058","けれど、","03000:058",""
"01a_03000.bin.json:61","03000:061","[b]“そんな目ならば無ければ良かったのに”[k]","03000:061",""
"01a_03000.bin.json:63","03000:063","憎しみの込められた声音を聞き、","03000:063",""
"01a_03000.bin.json:64","03000:064","胸が、","03000:064",""
"01a_03000.bin.json:65","03000:065","{臓腑/ぞうふ}がねじられたかのように苦しくなる。","03000:065",""
"01a_03000.bin.json:66","03000:066","聞き間違いだと顔を上げ覗く幼い私の眼には、怒り、憎悪を意味する朱の色がもうもうと母の体から立ち上がっていたのだ。","03000:066",""
"01a_03000.bin.json:67","03000:067","呪われた眼、","03000:067",""
"01a_03000.bin.json:68","03000:068","鼓動が早鐘のように鳴り、嗅覚が鋭くなる。気分が悪くなる前兆だ。","03000:068",""
"01a_03000.bin.json:69","03000:069","堪えきれない{悪心/おしん}に私は目覚めるため、固く瞳を閉じる。","03000:069",""
"01a_03000.bin.json:71","03000:071","“わたしもね、必要とされない子だったの”","03000:071",""
"01a_03000.bin.json:74","03000:074","耳の傍で、不意に優しく語りかけるように聞き知った声音が響いた。","03000:074",""
"01a_03000.bin.json:75","03000:075","――神田さん？","03000:075",""
"01a_03000.bin.json:77","03000:077","瞳を怖々と開けると、誰もいない茶室。赤、青、白、紫色の紫陽花が群れなし豪奢に咲く花々の中に彼女がいた。","03000:077",""
"01a_03000.bin.json:78","03000:078","――神田アリス","03000:078",""
"01a_03000.bin.json:79","03000:079","私と近しい境遇のあの子、","03000:079",""
"01a_03000.bin.json:80","03000:080","私と同じ……。","03000:080",""
"01a_03000.bin.json:81","03000:081","なのに何故、あの子は笑っていられるのだろうか？","03000:081",""
"01a_03000.bin.json:83","03000:083","紫陽花のように、","03000:083",""
"01a_03000.bin.json:85","03000:085","あざやかに、","03000:085",""
"01a_03000.bin.json:87","03000:087","ころころと表情を変えて、","03000:087",""
"01a_03000.bin.json:89","03000:089","宝珠","03000:089",""
"01a_03000.bin.json:90","03000:090","……[#]……アリス。","03000:090",""
