"location","source","target","id","developer_comments"
"01a_04500.bin.json:3","04500:003","四章","04500:003",""
"01a_04500.bin.json:4","04500:004","佐和良義宝珠が教室の机に座っていると言うことが上手く飲み込めないでいた。","04500:004",""
"01a_04500.bin.json:5","04500:005","文庫本を両手で持ち、首を少しだけ傾げ、水槽の向こう側を見るような目を向け文字を追っていた。","04500:005",""
"01a_04500.bin.json:6","04500:006","窓側の席に座る彼女へ祝福するかのように陽が差し込み、印のように艶やかな黒髪を鮮やかに照らしていた。","04500:006",""
"01a_04500.bin.json:7","04500:007","クラスの級友たちも皆、彼女に注目しているけれど、失礼がないように注視したり、後光の射す美しさについてひそひそ話をすることを控えているようであった。","04500:007",""
"01a_04500.bin.json:8","04500:008","わたしは――少し前に、今となってはずっと過去のようだけれど、此処に訪れたのだと実感した。","04500:008",""
"01a_04500.bin.json:9","04500:009","以前訪れたときは秋は今よりも深まってなく、空気の中に冷たさを感じるほどではなかった、しかし、夕陽の色だけは変わらない。","04500:009",""
"01a_04500.bin.json:10","04500:010","夕映えを受け眠っていた机へと向かおうとするけれどあの時とは状況が違う。上級生の方々がいて、わたしの気持ちも変わっている。でも、","04500:010",""
"01a_04500.bin.json:11","04500:011","――さすがに気後れするな、とメイが言ったことに彼女も同じなのだと心持ちを強く持つことができた。","04500:011",""
"01a_04500.bin.json:13","04500:013","わたしは意を決して、失礼しますと言い、宝珠先輩の教室へと一歩足を踏み込んだのである。","04500:013",""
"01a_04500.bin.json:17","04500:017","宝珠","04500:017",""
"01a_04500.bin.json:18","04500:018","アリス……。それに穂高さんも……。","04500:018",""
"01a_04500.bin.json:21","04500:021","メイ","04500:021",""
"01a_04500.bin.json:22","04500:022","急に伺ってしまってすみません。","04500:022",""
"01a_04500.bin.json:26","04500:026","アリス","04500:026",""
"01a_04500.bin.json:27","04500:027","すみません。今日は宝珠先輩に質問することがあって伺いました。","04500:027",""
"01a_04500.bin.json:30","04500:030","そう、私に……。","04500:030",""
"01a_04500.bin.json:32","04500:032","文庫本を机の上に置き、時計の針に視線を走らせ立ち上がった。","04500:032",""
"01a_04500.bin.json:34","04500:034","此処では話しづらいでしょう。廊下へ出ましょうか。","04500:034",""
"01a_04500.bin.json:38","04500:038","それで私にお話というのは。","04500:038",""
"01a_04500.bin.json:41","04500:041","本当に茶道部を閉めるつもりなのですか？","04500:041",""
"01a_04500.bin.json:44","04500:044","わたしが話し出すよりも早く、予定にはないことを訊ねる。宝珠先輩は、ふっと興味をなくしたように廊下の窓へと視線をやった。","04500:044",""
"01a_04500.bin.json:45","04500:045","ええ。元々、私以外に活動していなかった部ですもの。二人には悪いけれど、部は解散させて貰うわ。","04500:045",""
"01a_04500.bin.json:47","04500:047","いつもの抑揚と疑問符を欠いたような声音。でも今のわたしには揺らぎがあることが分かった。","04500:047",""
"01a_04500.bin.json:49","04500:049","そんな――。","04500:049",""
"01a_04500.bin.json:51","04500:051","ごめんなさいね。でも――。","04500:051",""
"01a_04500.bin.json:55","04500:055","部員は五人ですよ。","04500:055",""
"01a_04500.bin.json:57","04500:057","わたしの言葉に興味を引かれたのか、防風林として在る木々から視線を外しわたしを視た。","04500:057",""
"01a_04500.bin.json:59","04500:059","どういうこと。","04500:059",""
"01a_04500.bin.json:62","04500:062","筒森さんが言ってましたよね、部を降格されることになった原因。部員が足りないのと顧問の先生がいないこと。だからメイと二人で勧誘したんです。","04500:062",""
"01a_04500.bin.json:65","04500:065","穂高さんと……。","04500:065",""
"01a_04500.bin.json:68","04500:068","前に遊びにきた子たちです。春日恵理と木野ゆり香。","04500:068",""
"01a_04500.bin.json:71","04500:071","それに顧問の先生も、弓道部の顧問の先生に頼み込んで茶道部の顧問をして貰えることになりました。弓道部の宮原部長も鶴見副部長も協力してくれました。","04500:071",""
