"location","source","target","id","developer_comments"
"01a_03600.bin.json:3","03600:003","三章","03600:003",""
"01a_03600.bin.json:4","03600:004","生まれて初めて物思いに{耽/ふけ}るというのを経験した。","03600:004",""
"01a_03600.bin.json:5","03600:005","いつの間にか周りから音がなくなり、人の気配は消えていた。","03600:005",""
"01a_03600.bin.json:6","03600:006","窓の外には中秋の夕焼けがまっすぐに廊下へと茜色の光線を射し、鮮やかな黄金色に染まった防風林の上には中秋の雲がたなびいていた。","03600:006",""
"01a_03600.bin.json:8","03600:008","アリス","03600:008",""
"01a_03600.bin.json:9","03600:009","……[#]そうか。","03600:009",""
"01a_03600.bin.json:11","03600:011","呟きは思っていた以上に廊下に響き、図書室に居る人たちへ聞こえたのではないかとひやっとしてしまう。","03600:011",""
"01a_03600.bin.json:12","03600:012","そう、","03600:012",""
"01a_03600.bin.json:13","03600:013","部活動が休みの今日、メイは捻挫したわたしを気遣って一緒に帰ろうと言ってくれた。","03600:013",""
"01a_03600.bin.json:14","03600:014","でもわたしは――お昼に食堂で目にしたメイと宝珠先輩との愉しげな様子と、その二人への自分の気持ちに向き合うための時間が欲しくて断ったのだ。","03600:014",""
"01a_03600.bin.json:15","03600:015","メイは迷惑を掛けまいとしているのだと思い再度申し出たのだけれど、","03600:015",""
"01a_03600.bin.json:16","03600:016","母が迎えに来てくれる約束をしており、病院に行った後、母と夕食をとってから帰る予定なのだと伝えようやく折れてくれた。","03600:016",""
"01a_03600.bin.json:17","03600:017","幼馴染みへ嘘を吐くのは気が引けたけれど――わたしは誰も居ない図書室を選び、窓から紅葉する木々を目に映しながら深く懊悩した。","03600:017",""
"01a_03600.bin.json:19","03600:019","自分の気持ちについて。","03600:019",""
"01a_03600.bin.json:20","03600:020","静かな図書室の中で――愛情と嫉妬について。","03600:020",""
"01a_03600.bin.json:21","03600:021","好意と厚意について。","03600:021",""
"01a_03600.bin.json:22","03600:022","捧げる愛と求める愛について。","03600:022",""
"01a_03600.bin.json:23","03600:023","これ以上頭は働かせられないというほど酷使していると、図書室へ会議のために予約を取っていた生徒らが現れ、静かに熟考したいわたしは追い出される形となった。そして、","03600:023",""
"01a_03600.bin.json:25","03600:025","随分長い間、考えていたんだ……。","03600:025",""
"01a_03600.bin.json:27","03600:027","窓から廊下へ視線を向けると、柔らかな光が格子の模様を壁へと飾っていた。目を細め、しばし格子に区切られた影を見詰める。","03600:027",""
"01a_03600.bin.json:29","03600:029","そして、足は自然に動き出す。格子の影を目で追いながら。","03600:029",""
"01a_03600.bin.json:30","03600:030","今まで執拗に使っていた脳細胞には何の考えも含まれていない。ただ、四角に区切られた影を眺め、緩慢に歩いた。","03600:030",""
"01a_03600.bin.json:31","03600:031","図書室の棟を過ぎ、三年生たちの教室棟を行き、階段を下り――","03600:031",""
"01a_03600.bin.json:32","03600:032","二年生の教室へと向かった。","03600:032",""
"01a_03600.bin.json:33","03600:033","足は自然と耳にしていたクラスへと辿る。それは――……","03600:033",""
"01a_03600.bin.json:36","03600:036","二年一組の教室だった。","03600:036",""
"01a_03600.bin.json:37","03600:037","授業が終わり、大分経った教室には廊下と同じく……いや、より濃い茜色が白い壁を、教卓を、机を塗り染めていた。","03600:037",""
"01a_03600.bin.json:38","03600:038","誰もいない教室を見回し、わたしはあの人の影を追う。と、","03600:038",""
"01a_03600.bin.json:39","03600:039","……[#]嘘。","03600:039",""
"01a_03600.bin.json:41","03600:041","教室の窓側の奥、そこへまるで白磁の彫刻のように一人の生徒が眠り込んでいた。","03600:041",""
"01a_03600.bin.json:42","03600:042","わたしは、誘われるように歩むと――……","03600:042",""
"01a_03600.bin.json:45","03600:045","彼女の――佐和良義宝珠の前の席に座り、彼女を見詰めた。","03600:045",""
"01a_03600.bin.json:46","03600:046","彫刻を連想したのは佐和良義宝珠が微動だにしていなかったから。","03600:046",""
