"location","source","target","id","developer_comments"
"01a_02500.bin.json:2","02500:002","二章","02500:002",""
"01a_02500.bin.json:3","02500:003","優秀な姉は神に祈ることはしなかった。","02500:003",""
"01a_02500.bin.json:4","02500:004","{敬虔/けいけん}な{基督/キリスト}教徒の母に促されても十字を切ることはなかった。","02500:004",""
"01a_02500.bin.json:5","02500:005","神田アリッサには信条、信念とも言える生き方があった。それは、“神に誓うな、自分に誓え”。","02500:005",""
"01a_02500.bin.json:6","02500:006","試練は神の手助けで乗り越えるべきではない。自分自身の手で努力し乗り越えるものだと。","02500:006",""
"01a_02500.bin.json:7","02500:007","母の宗教的考えは否定しなかったけれど、その生き方だけは変えずわたしにも強いたのだ。","02500:007",""
"01a_02500.bin.json:8","02500:008","否、","02500:008",""
"01a_02500.bin.json:9","02500:009","強いてはいたけれど、わたし自身も姉の考えに同意するところがあった。だからこそ姉はわたしへ努力を強制し望んだのだろう。","02500:009",""
"01a_02500.bin.json:10","02500:010","神に祈らず、己を頼ること。","02500:010",""
"01a_02500.bin.json:11","02500:011","それは今も心の奥底にある信条に近い言葉だ。","02500:011",""
"01a_02500.bin.json:12","02500:012","でも、","02500:012",""
"01a_02500.bin.json:16","02500:016","アリス","02500:016",""
"01a_02500.bin.json:17","02500:017","――今だけは神様にお願いしたい気分だわ。","02500:017",""
"01a_02500.bin.json:19","02500:019","そう呟かざるを得なかった。何故なら、本来なら合唱祭の練習に充てられる音楽の時間に、担任教師が教室へ皆を集めてとある提案をしたからだ。","02500:019",""
"01a_02500.bin.json:20","02500:020","それは――わたしの浮き立った気分に冷や水を浴びせ、心の奥底にしまった筈の姉の言葉を思い出させる提案だった。","02500:020",""
"01a_02500.bin.json:22","02500:022","『ようやくわたしも役に立てたと思ったのに』","02500:022",""
"01a_02500.bin.json:24","02500:024","昂揚していた理由は――佐和良義宝珠へ協力できたと思っていたから。","02500:024",""
"01a_02500.bin.json:27","02500:027","そう、昨日放課後の茶道部にて佐和良義先輩が言ってくれたこと。","02500:027",""
"01a_02500.bin.json:28","02500:028","彼女は協力できることがあればと、木野さんへの件の解決を約束してくれたのだ。","02500:028",""
"01a_02500.bin.json:29","02500:029","全幅の信頼をしているメイは既に解決したくらいの物言いをしていたけれど――自分の蒔いた種であるこの一件をすべて人任せにするのは抵抗があった。","02500:029",""
"01a_02500.bin.json:30","02500:030","それだけでなく、佐和良義先輩へ認めて貰いたい気持ちが芽生えていたのだ。","02500:030",""
