"location","source","target","id","developer_comments"
"01a_02300.bin.json:2","02300:002","二章","02300:002",""
"01a_02300.bin.json:3","02300:003","悩んでることありそうだね？　と、","02300:003",""
"01a_02300.bin.json:7","02300:007","湯気立つグラタンを穂高明はフォークですくい言った。","02300:007",""
"01a_02300.bin.json:9","02300:009","昨日、茶道部の部室で思いついたこと。","02300:009",""
"01a_02300.bin.json:10","02300:010","なぜ、木野さんに嫌われたのか？　その理由は部室でも幾つか考えついたのだけど――……","02300:010",""
"01a_02300.bin.json:12","02300:012","アリス","02300:012",""
"01a_02300.bin.json:13","02300:013","ねぇ、わたしって何か嫌われちゃいそうなところってあるかな？","02300:013",""
"01a_02300.bin.json:15","02300:015","訊ねるわたしへ、眉根をひそませ急ぎグラタンを口に運び食すと――ぐっと身を乗り出した。","02300:015",""
"01a_02300.bin.json:18","02300:018","メイ","02300:018",""
"01a_02300.bin.json:19","02300:019","イヤガラセとかされたの？　誰にされた？　あたしがやっつけてやるから言ってごらん！","02300:019",""
"01a_02300.bin.json:22","02300:022","そ、そんなんじゃないって！","02300:022",""
"01a_02300.bin.json:25","02300:025","本当に？　相手の子を気遣ってるんじゃないでしょうね？","02300:025",""
"01a_02300.bin.json:27","02300:027","何度も本当だと言うと、不承不承乗り出していた身を椅子へ預けた。","02300:027",""
"01a_02300.bin.json:29","02300:029","本当に違うならいいけど……何で、そんなこと聞いたの？　アリスが嫌われそうなところなんてある筈ないでしょ。","02300:029",""
"01a_02300.bin.json:31","02300:031","でも――。","02300:031",""
"01a_02300.bin.json:34","02300:034","と、口ごもると察したのだろう。苦い物を口にしたように顔を歪ませ、あれは違うと言った。","02300:034",""
"01a_02300.bin.json:36","02300:036","あれはただの嫉妬だよ。","02300:036",""
"01a_02300.bin.json:39","02300:039","嫉妬も理由のひとつだよ。","02300:039",""
"01a_02300.bin.json:42","02300:042","そうだけど……そうじゃないっていうか……。あたし的に嫌うようなところはないってこと。で、何でそんなこと聞いたの？","02300:042",""
"01a_02300.bin.json:45","02300:045","木野さんに――と正直に言う訳にはいかない。目の前の幼馴染みはすぐ行動に移すだろうから。","02300:045",""
"01a_02300.bin.json:46","02300:046","聞いた理由はね、昨日友達と話している時に家族の話になって――それで最近、妹からの当たりがきつくなったって話で。","02300:046",""
"01a_02300.bin.json:49","02300:049","……[#]もしかして自分と重ねちゃった？","02300:049",""
"01a_02300.bin.json:52","02300:052","まぁ、そうなんだけど……。","02300:052",""
"01a_02300.bin.json:55","02300:055","アリッサさんもよかれと思ってしてるんだけど、優秀過ぎるからなぁ。","02300:055",""
"01a_02300.bin.json:57","02300:057","期せずして姉、神田アリッサの話になってしまった。","02300:057",""
"01a_02300.bin.json:58","02300:058","『嫌い……ではない、苦手な姉……』","02300:058",""
"01a_02300.bin.json:60","02300:060","姉との仲は悪くはないのだけど、とにかく姉アリッサは出来る人で――それ故、できない人のことが分からない。","02300:060",""
"01a_02300.bin.json:61","02300:061","同じ事を教えて貰って姉が１００できることを、わたしは２０できれば良い方だ。でも姉にはそれが努力してないだけだと映るらしい。","02300:061",""
"01a_02300.bin.json:62","02300:062","わたしが出来ることなんだから、誰でも同じくらいはやれるだろうと考えてしまう。","02300:062",""
"01a_02300.bin.json:63","02300:063","……年が離れているからかある程度は加減してくれるから良かったけれど、姉の熱血指導には何度も辟易させられた。","02300:063",""
"01a_02300.bin.json:65","02300:065","今は大学生で一人暮らししてるんだよね？","02300:065",""
"01a_02300.bin.json:68","02300:068","うん。毎日連絡がくるよ。弓道部を辞めたことを話したら大変だったよ……。","02300:068",""
"01a_02300.bin.json:70","02300:070","茶道部に入った事を話したら落ち着いたけどと続けた。","02300:070",""
"01a_02300.bin.json:72","02300:072","ふふっ！　あたしのところは逆に喜ばれたかな。初めて運動部じゃないからって。兄さんには茶道部で使うだろうからって、着物を買う！　って言われて引き留めるので大変だったよ。","02300:072",""
"01a_02300.bin.json:75","02300:075","どっちのお兄さんからにも言われてそうだね。","02300:075",""
"01a_02300.bin.json:78","02300:078","その通り！　上の兄にも下の兄からにも言われたし。断るにしても二人ともだから大変だったよ。","02300:078",""
"01a_02300.bin.json:81","02300:081","辟易しつつスプーンの上で冷めつつあったグラタンを頬張る。互いに尊重し合うメイの兄妹は憧れのひとつだ。","02300:081",""
"01a_02300.bin.json:83","02300:083","本当に仲が良いよね。ケンカとかしたことなさそう。","02300:083",""
"01a_02300.bin.json:86","02300:086","まぁ相手はもう社会人だし、年が離れてるから本格的な喧嘩ってのはないかな。あ、でも――。","02300:086",""
"01a_02300.bin.json:89","02300:089","ん？","02300:089",""
"01a_02300.bin.json:92","02300:092","だいぶ前に大掃除のとき、下の兄の積んでいた雑誌をあたしのとまとめて捨てたときはメッチャ怒られた。","02300:092",""
"01a_02300.bin.json:95","02300:095","今度同じ事をしたらペットのカナリアをホッドドッグに挟んで食うぞって脅されたよ。","02300:095",""
"01a_02300.bin.json:97","02300:097","まぁ雑誌だからって確認する前に捨てたあたしが悪いんだけどね、と言いつつ苦笑う。","02300:097",""
"01a_02300.bin.json:98","02300:098","……わたしは何となしにだけど、お兄さんが怒った理由が察せられた。とても繊細な問題だ。","02300:098",""
"01a_02300.bin.json:99","02300:099","黙ったことでしばしメイはグラタン。わたしはさつまいもご飯膳を頬張った。冷める前に食べるのが食事の大切なマナーだ。","02300:099",""
"01a_02300.bin.json:100","02300:100","さつまいもご飯と一緒に青菜のごま和えを食す。さっぱりとした風味になりこれも美味しい。鶏の照り焼きと交互に食べ、お味噌汁を飲む。秋の味覚を感じられとても佳い。","02300:100",""
"01a_02300.bin.json:101","02300:101","……[#]そういえばさ。","02300:101",""
"01a_02300.bin.json:103","02300:103","うん？","02300:103",""
"01a_02300.bin.json:107","02300:107","グラタンをすべて食べ終え、コップの水を一気に飲みほしたメイはこめかみに触れながら言う。記憶をさぐるときの彼女の癖だ。","02300:107",""
"01a_02300.bin.json:108","02300:108","ちょっと前に先輩にも家族の話をしたことがあったよ。兄たちが勝手に可愛い小物を買ってきて困るって話で、そしたら――。","02300:108",""
"01a_02300.bin.json:110","02300:110","刹那、後悔を顔に滲ませ、","02300:110",""
