"location","source","target","id","developer_comments"
"01a_01700.bin.json:2","01700:002","一章","01700:002",""
"01a_01700.bin.json:3","01700:003","弓道場での一件から三日が過ぎた。","01700:003",""
"01a_01700.bin.json:6","01700:006","穂高明に掛かっていた疑いは解け、わたしたちの望む通りの結果になった。","01700:006",""
"01a_01700.bin.json:7","01700:007","幼馴染みの誤解を解いた先には少しのほろ苦さを残す結末になったけれど、概ねうまい具合に回ったのだろう。","01700:007",""
"01a_01700.bin.json:8","01700:008","登校し、授業を受け、美味しいランチを食べて、部活に勤しむ。","01700:008",""
"01a_01700.bin.json:9","01700:009","いつもと変わらぬ日常。","01700:009",""
"01a_01700.bin.json:10","01700:010","しかし、大きく変化したことが３つほどあった。","01700:010",""
"01a_01700.bin.json:11","01700:011","ひとつは、穂高明が正式に弓道部を辞めたこと。","01700:011",""
"01a_01700.bin.json:12","01700:012","すべての疑いは解けたのだから部に戻っても良かった。辞めるというメイを宮原部長や鶴見副部長も随分と止めたのだ。","01700:012",""
"01a_01700.bin.json:13","01700:013","しかし、退部届を出したときに心は既に決まっていたのだという。辞める気持ちも疑いを掛けられたのは切っ掛けではあったけれど――決めたのはまったく別の理由だと。","01700:013",""
"01a_01700.bin.json:14","01700:014","さっぱりした表情のメイへ二人とも納得するしかなかったのである。","01700:014",""
"01a_01700.bin.json:15","01700:015","そしてふたつ目の変化。","01700:015",""
"01a_01700.bin.json:16","01700:016","それはわたし、神田アリスも弓道部を辞したのだ。","01700:016",""
"01a_01700.bin.json:17","01700:017","元々、メイが所属したことで入部を決めた事もある。わたしたちの関係性を知っている宮原部長と鶴見副部長は止めることなく退部届を受け取ってくれた。","01700:017",""
"01a_01700.bin.json:18","01700:018","……正直、少し引き留めて欲しかったのはあるけれど。","01700:018",""
"01a_01700.bin.json:19","01700:019","未練があるのではなく様式美として、やり取りがしたかったのだ。","01700:019",""
"01a_01700.bin.json:20","01700:020","――ともかく、大きなふたつの変化。","01700:020",""
"01a_01700.bin.json:21","01700:021","そして、最後の変化は――……","01700:021",""
"01a_01700.bin.json:25","01700:025","それってつまり、と{頓狂/とんきょう}な声を上げた。","01700:025",""
"01a_01700.bin.json:26","01700:026","お茶を飲んでいたメイの口の周りは抹茶の泡がつき可愛いことになっている。わたしは、袖を引き、口元を指さした。","01700:026",""
"01a_01700.bin.json:29","01700:029","メイ","01700:029",""
"01a_01700.bin.json:30","01700:030","え？　あ！","01700:030",""
"01a_01700.bin.json:32","01700:032","慌ててハンカチを取りだし唇を拭う。佐和良義先輩の手前、ほのかに赤面してはいたけれど、","01700:032",""
"01a_01700.bin.json:34","01700:034","ええと、それって、あの“優勝カップを壊したのは穂高明ではない”って手紙が届いたときには解っていたってことですか！？","01700:034",""
"01a_01700.bin.json:37","01700:037","宝珠","01700:037",""
"01a_01700.bin.json:38","01700:038","ええ。","01700:038",""
"01a_01700.bin.json:40","01700:040","軽やかに返事をし優雅な手つきで茶杓を置き――","01700:040",""
"01a_01700.bin.json:41","01700:041","わたしたちから話を聞いたときまでは外部の者の犯行の可能性を考えてはいたけれど、手紙が届いたことで内部の者だと分かったのだと答えた。","01700:041",""
"01a_01700.bin.json:43","01700:043","それって……それって……どういうこと？","01700:043",""
"01a_01700.bin.json:47","01700:047","アリス","01700:047",""
"01a_01700.bin.json:48","01700:048","多分だけど、手紙のメイを擁護するような文言に、部員が書いたっぽいって思ったってこと……かな？","01700:048",""
"01a_01700.bin.json:51","01700:051","ふふ、そういった感覚は大切よ。私としては手紙が届いた部内をしっかり視ることができた事で――動機へと思考を移らせることができた。","01700:051",""
"01a_01700.bin.json:53","01700:053","動機、と言葉を吐いたことで部室内の空気が妙な具合になる。","01700:053",""
"01a_01700.bin.json:54","01700:054","動機、動機といえば――","01700:054",""
"01a_01700.bin.json:56","01700:056","宮原部長と鶴見副部長とのこと、どうして分かったんですか？","01700:056",""
"01a_01700.bin.json:60","01700:060","おおっ、それ聞いちゃう？","01700:060",""
"01a_01700.bin.json:62","01700:062","手紙のことで深く観察できたことと、優勝カップの取っ手を隠さなくてはいけなくなった事情を考えれば自ずと、ね。","01700:062",""
"01a_01700.bin.json:64","01700:064","軽やかな笑みにわたしは――","01700:064",""
"01a_01700.bin.json:66","01700:066","神棚へ隠してあった優勝カップの取っ手を思い出す。","01700:066",""
"01a_01700.bin.json:67","01700:067","其処には――……","01700:067",""
"01a_01700.bin.json:69","01700:069","相合い傘って鶴見副部長も乙女なことするよね。","01700:069",""
"01a_01700.bin.json:71","01700:071","そう、優勝カップの取っ手を隠した理由は“鶴見かなんの名前と宮原葵の名前が相合い傘として刻まれていた”からなのだ。","01700:071",""
"01a_01700.bin.json:73","01700:073","恋慕の情を思い詰めていた鶴見さんは、衝動的に優勝カップの取っ手に相合い傘を刻んでしまった。","01700:073",""
"01a_01700.bin.json:76","01700:076","そのときはばれても仕方ないと思っていたのかもしれない。想いを後押ししてくれる為のものになればと。でも、","01700:076",""
"01a_01700.bin.json:78","01700:078","そう言いメイを見遣る。メイは目を瞬かせると一転、眉根を曇らせた。","01700:078",""
"01a_01700.bin.json:80","01700:080","あたしが来た物音でおじ気づいた鶴見副部長は慌てた拍子に取っ手を壊してしまった。そして、取っ手部分だけの小さくなったそれを神棚へ隠した。手紙を出したのも――。","01700:080",""
