"location","source","target","id","developer_comments"
"01a_04000.bin.json:3","04000:003","四章","04000:003",""
"01a_04000.bin.json:5","04000:005","[b]アリス","04000:005",""
"01a_04000.bin.json:6","04000:006","[b]不吉の象徴とされる朱い目[k]","04000:006",""
"01a_04000.bin.json:9","04000:009","[b]瞳の虹彩から連想するは沈みゆく太陽[k]","04000:009",""
"01a_04000.bin.json:12","04000:012","[b]しかしそれは、[k]","04000:012",""
"01a_04000.bin.json:15","04000:015","[b]物悲しい比喩ではなく明日の輝きを思い描く虹彩[k]","04000:015",""
"01a_04000.bin.json:18","04000:018","[b]これから紡がれるは――[k]","04000:018",""
"01a_04000.bin.json:21","04000:021","[b]救済と再生を望む少女たちのお話[k]","04000:021",""
"01a_04000.bin.json:24","04000:024","ひょっとしたら神田アリスは、あの言葉を伝えるのと引き替えに、私の魂の一部を持ち去ったのかもしれない。","04000:024",""
"01a_04000.bin.json:29","04000:029","独りきりの茶室の中で、私は三日前の出来事を思った。","04000:029",""
"01a_04000.bin.json:30","04000:030","今と同じ夕映えの射す中で、あの素敵な出来事が起こった。","04000:030",""
"01a_04000.bin.json:31","04000:031","考えることが多かった私は屋敷には戻らず、教室の自分の机に座り、小説を開いた振りをして思いを巡らしていた。","04000:031",""
"01a_04000.bin.json:32","04000:032","そして――いつの間にか眠ってしまったのだろう。","04000:032",""
"01a_04000.bin.json:33","04000:033","いつものようにぱっと目が冴えるでなく、頭の芯がぼうっとしてどこか夢の続きのような感覚を抱いていた。","04000:033",""
"01a_04000.bin.json:34","04000:034","そして、","04000:034",""
"01a_04000.bin.json:36","04000:036","――綺麗","04000:036",""
"01a_04000.bin.json:37","04000:037","と、囁く言葉が私の上に振ってきた。","04000:037",""
"01a_04000.bin.json:38","04000:038","誰が口にしたのかは直ぐに分かった。私が思い悩んでいたその人物の声だったから。","04000:038",""
"01a_04000.bin.json:39","04000:039","薄目を開けるでもなく、囁く言葉で彼女――神田アリスが私の前の席に座り、凝っと見詰めているのが手に取るように分かった。","04000:039",""
"01a_04000.bin.json:40","04000:040","それは彼女の息づかいであり、投げかける視線であり、彼女にしかない柔らかで優しげな雰囲気によるものからそうだと察せられた。","04000:040",""
"01a_04000.bin.json:41","04000:041","彼女は私を、子供を見守る母のようなまなざしで見詰め、何かを唇に乗せた。","04000:041",""
"01a_04000.bin.json:42","04000:042","それは“愛”と聞こえ、私の心臓を大きくはずませたのだ。","04000:042",""
"01a_04000.bin.json:44","04000:044","宝珠","04000:044",""
"01a_04000.bin.json:45","04000:045","私への……。","04000:045",""
"01a_04000.bin.json:47","04000:047","嬉しさよりも困惑があった。母にすら見捨てられた私が望めるべくはないと。","04000:047",""
"01a_04000.bin.json:48","04000:048","しかし、","04000:048",""
"01a_04000.bin.json:49","04000:049","長い沈黙の間にも、彼女の視線が逸らされることはなかった。","04000:049",""
"01a_04000.bin.json:50","04000:050","目を閉じた瞼には夕映えがスクリーンを照らすように映り、黄金色の温かな光がまるで祝福するように包んでいた。","04000:050",""
"01a_04000.bin.json:51","04000:051","そして――不意に唇に電流が奔ったような感触を受ける。","04000:051",""
"01a_04000.bin.json:52","04000:052","それが神田アリスが、私の唇に触れたのだと分かるまで数瞬の時を要した。","04000:052",""
"01a_04000.bin.json:53","04000:053","しかし、彼女の指が唇に触れているのだと分かると――喩えようのない多幸感が身体を奔り、身体を痺れさせた。","04000:053",""
"01a_04000.bin.json:55","04000:055","“わたしは――佐和良義宝珠のことが好きなんだ”","04000:055",""
"01a_04000.bin.json:56","04000:056","その後に紡がれた言葉はすぐには理解できなかった。けれど、再び紡がれた私を“好きなのだ”と確認するように吐かれた言葉……。","04000:056",""
"01a_04000.bin.json:57","04000:057","そうだ。私は……。","04000:057",""
"01a_04000.bin.json:59","04000:059","私は……嬉しいのだと感じている……。","04000:059",""
"01a_04000.bin.json:61","04000:061","好奇の目でなく、","04000:061",""
"01a_04000.bin.json:62","04000:062","奇異の目でもない、","04000:062",""
"01a_04000.bin.json:63","04000:063","温かな色彩をあのとき確かに感じたのだ。","04000:063",""
"01a_04000.bin.json:65","04000:065","私は……どうしたら、どう向き合ったらいいのかしら……。","04000:065",""
"01a_04000.bin.json:67","04000:067","自問する声は静かな間へ千々に乱れ消えていった。","04000:067",""
"01a_04000.bin.json:68","04000:068","その答えは、あの茜色の教室で持ち去られた魂の一部が答えを携えていたのかもしれない。","04000:068",""
"01a_04000.bin.json:69","04000:069","私は終わらない問いを、瞳を閉じもう一度自分自身へ投げかけた……。","04000:069",""
