"location","source","target","id","developer_comments"
"01a_03200.bin.json:2","03200:002","三章","03200:002",""
"01a_03200.bin.json:3","03200:003","彼女が現れたのを目にして、“ジョージ・オーウェル”の小説を思いだした。","03200:003",""
"01a_03200.bin.json:4","03200:004","小説１９８４年のビッグ・ブラザーだ。","03200:004",""
"01a_03200.bin.json:5","03200:005","偉大な先導者。人々はポスターとスクリーンを通じてしか目にすることが適わない。だが、その存在は衆目を惹いてしまう。","03200:005",""
"01a_03200.bin.json:6","03200:006","姉が好んだ蔵書で無理やり読まされた小説。","03200:006",""
"01a_03200.bin.json:7","03200:007","わたしにとって大仰な登場を意味する。","03200:007",""
"01a_03200.bin.json:8","03200:008","その、","03200:008",""
"01a_03200.bin.json:12","03200:012","ビッグ・ブラザーが降臨したかのように、彼女の存在は衆目を惹きつけていた。","03200:012",""
"01a_03200.bin.json:15","03200:015","佐和良義先輩は楚々としてその場に在るだけなのに、図抜けた美しさが目を惹いてしまうのだ。","03200:015",""
"01a_03200.bin.json:16","03200:016","大きなジェスチャアをしている訳でもないのに――","03200:016",""
"01a_03200.bin.json:17","03200:017","否、","03200:017",""
"01a_03200.bin.json:18","03200:018","夕暮れをいく行者のようなゆったりとした足取りで食堂の中を観察していた。","03200:018",""
"01a_03200.bin.json:19","03200:019","そして、凝っと見詰め続けていた生徒へと声を掛け、かわいそうなほど恐縮する彼女へ何かを聞き出し、列へ並ぶ。","03200:019",""
"01a_03200.bin.json:20","03200:020","そして、","03200:020",""
"01a_03200.bin.json:22","03200:022","宝珠","03200:022",""
"01a_03200.bin.json:23","03200:023","――神田さん。","03200:023",""
"01a_03200.bin.json:25","03200:025","トレイに昼食を載せると、迷わずわたしの座るテーブルへと来たのだ。","03200:025",""
"01a_03200.bin.json:27","03200:027","御一緒してもかまわないかしら。","03200:027",""
"01a_03200.bin.json:29","03200:029","勿論どうぞ、と言うほかなかった。わたしの対面に座った佐和良義先輩は、一度見事な所作で礼をしてから食事をとった。","03200:029",""
"01a_03200.bin.json:31","03200:031","アリス","03200:031",""
"01a_03200.bin.json:32","03200:032","『佐和良義先輩でも食事をとるんだな……』","03200:032",""
"01a_03200.bin.json:34","03200:034","と当たり前の事を思う。茶室で幾度となくお茶請けを口にしていたのを目にしていたけれど、“昼食”という普通の人が普通にやる事をしている事実が受け入れ難いのだ。","03200:034",""
"01a_03200.bin.json:36","03200:036","神田さんもどうぞ、冷めてしまうわよ。","03200:036",""
"01a_03200.bin.json:39","03200:039","は、はい……。","03200:039",""
