"location","source","target","id","developer_comments"
"01a_04400.bin.json:4","04400:004","四章","04400:004",""
"01a_04400.bin.json:5","04400:005","メイ","04400:005",""
"01a_04400.bin.json:6","04400:006","嘘だろ……？","04400:006",""
"01a_04400.bin.json:9","04400:009","昨日起きた茶道部での筒森飛鳥執行役員が告げた言葉を話すと幼馴染みは絶句し、窓の縁に手を置き硬直した。","04400:009",""
"01a_04400.bin.json:10","04400:010","そう、","04400:010",""
"01a_04400.bin.json:12","04400:012","鮮烈に焼き付いているやり取り……部がなくなってしまうこともそうだけれど、佐和良義宝珠の告白を聞いて――……","04400:012",""
"01a_04400.bin.json:13","04400:013","わたしはメイに今の今まで話して良いかを迷っていたのだ。","04400:013",""
"01a_04400.bin.json:14","04400:014","家に帰ってからも携帯を持ちながら相談するかを。登校のときにも話すかを。でも、それは、","04400:014",""
"01a_04400.bin.json:16","04400:016","アリス","04400:016",""
"01a_04400.bin.json:17","04400:017","『……宝珠先輩が廃部を選択するなら従った方がいいのかもしれない』","04400:017",""
"01a_04400.bin.json:19","04400:019","佐和良義流の後継者の座を捨てようとしている彼女。それは、幼い頃に母から投げかけられた残酷な言葉が選択させたとわたしは受け取ったのだ。","04400:019",""
"01a_04400.bin.json:20","04400:020","――なら、彼女はもう茶道自体に触れたくないのでは？　と。","04400:020",""
"01a_04400.bin.json:21","04400:021","そう考えたわたしはメイへ相談できずにいた。でも、","04400:021",""
"01a_04400.bin.json:23","04400:023","だからあんなに休んでいたのか……。","04400:023",""
"01a_04400.bin.json:25","04400:025","穂高明は歴とした茶道部員だ。廃部が決まりつつあることはいずれ分かること。","04400:025",""
"01a_04400.bin.json:27","04400:027","そして――","04400:027",""
"01a_04400.bin.json:28","04400:028","わたしの目には自暴自棄ではあっても、佐和良義宝珠が迷っているように思えたから。","04400:028",""
"01a_04400.bin.json:30","04400:030","急な話過ぎる。確かにこっちに落ち度はあったかもしれないけどさ。","04400:030",""
"01a_04400.bin.json:33","04400:033","２年前から規定を満たしてないって話だものね……。","04400:033",""
"01a_04400.bin.json:36","04400:036","部の顧問が在籍していないことと部員が定数の５名に満たないこと。それに実績発表だっけ？","04400:036",""
"01a_04400.bin.json:38","04400:038","後は、部の存続についての書面を無視した旨を告げると、苦い物を口にした表情をした。","04400:038",""
"01a_04400.bin.json:39","04400:039","メイには、当然センシティブな事として共感覚についてと宝珠先輩の過去は黙っていた。もし知ることになるならそれは宝珠先輩の口から直接にでないとならない。","04400:039",""
"01a_04400.bin.json:41","04400:041","目をつぶり熟考し腕を組んだメイは、ゆっくりとまぶたを開けると、","04400:041",""
"01a_04400.bin.json:43","04400:043","あたしたちで何とかしよう！","04400:043",""
"01a_04400.bin.json:46","04400:046","と言った。","04400:046",""
"01a_04400.bin.json:48","04400:048","でも……。","04400:048",""
"01a_04400.bin.json:51","04400:051","佐和良義先輩が受け入れているっていうのを気にしているのかもだけど、茶道部はもうあたしたちの居場所なんだ。","04400:051",""
"01a_04400.bin.json:53","04400:053","あっさり、どうぞってくれてやることなんてできない。部活動、アリスだって愉しんでただろ？","04400:053",""
"01a_04400.bin.json:55","04400:055","うん……。","04400:055",""
"01a_04400.bin.json:58","04400:058","それに佐和良義流の後継者問題だっけ？　それで、もうどうでもいいやって感じになってるかもだけど……。","04400:058",""
"01a_04400.bin.json:61","04400:061","一時的に自暴自棄になってるだけかもしれないし、後悔したときに部がなくなってるのは可哀想だ。","04400:061",""
"01a_04400.bin.json:64","04400:064","メイ……！","04400:064",""
"01a_04400.bin.json:66","04400:066","やっぱりわたしの大好きな親友だ。さっぱりとした気質で誰よりも優しい。","04400:066",""
"01a_04400.bin.json:68","04400:068","それとこれは一番大切なことだけど、佐和良義先輩の着物姿が見られなくなるのはイヤだ。あの凛とした姿に憧れて入部したんだからね。","04400:068",""
"01a_04400.bin.json:72","04400:072","快活に笑うメイへわたしもしっかりと頷く。予鈴の音が鳴り出すのを聴きながら幼馴染みへ告げた。","04400:072",""
"01a_04400.bin.json:75","04400:075","わたしたちで部を守ろう！","04400:075",""
"01a_04400.bin.json:79","04400:079","部として充たしていない幾つかの項目の内のひとつ。","04400:079",""
"01a_04400.bin.json:81","04400:081","どうか、名義だけでも茶道部に籍を置いてください！","04400:081",""
