"location","source","target","id","developer_comments"
"01a_03500.bin.json:4","03500:004","三章","03500:004",""
"01a_03500.bin.json:5","03500:005","メイ","03500:005",""
"01a_03500.bin.json:6","03500:006","大丈夫、もっとゆっくり歩こうか？","03500:006",""
"01a_03500.bin.json:8","03500:008","と、メイに問われ立ち止まりわたしは平気よと告げた。","03500:008",""
"01a_03500.bin.json:9","03500:009","昨日、","03500:009",""
"01a_03500.bin.json:11","03500:011","マラソン大会で負傷したわたしは、佐和良義先輩に介抱された後――メイに付き添われ病院へ寄り家まで送って貰ったのだ。","03500:011",""
"01a_03500.bin.json:12","03500:012","病院での診察は捻挫と診察され、痛みをとるための湿布と、腫れをとるための湿布を足首へ表裏両面ともに貼られた。","03500:012",""
"01a_03500.bin.json:13","03500:013","湿布はすぐに効果が出て痛みは大分引き、右足に体重を掛けないように歩くなら問題ないくらいにまではなった。","03500:013",""
"01a_03500.bin.json:14","03500:014","そして、足のことがあるから何時もより早く幼馴染みはわたしの家のドアを叩き――","03500:014",""
"01a_03500.bin.json:16","03500:016","朝の登校の図、となったわけである。","03500:016",""
"01a_03500.bin.json:17","03500:017","やっぱり今日は休んだ方が良かったんじゃない？","03500:017",""
"01a_03500.bin.json:20","03500:020","アリス","03500:020",""
"01a_03500.bin.json:21","03500:021","大げさだよ。捻挫も思っていたより酷くなかったし、ほら。","03500:021",""
"01a_03500.bin.json:25","03500:025","肩を貸して貰いメイへ寄りかかっていた身体を離し、両手を挙げ立ってみせる。","03500:025",""
"01a_03500.bin.json:26","03500:026","走ったりは無理だけど歩く分にはもう平気だって。","03500:026",""
"01a_03500.bin.json:29","03500:029","本当かなぁ。","03500:029",""
"01a_03500.bin.json:33","03500:033","くすぐろうと両手を突き出され反射的に身を竦ませると、重心を利き足に乗せ顔を歪ませてしまった。","03500:033",""
"01a_03500.bin.json:35","03500:035","っ……！","03500:035",""
"01a_03500.bin.json:38","03500:038","ほら、やっぱりまだキツイだろ？　怪我をしなれているあたしが言うんだから、素直に聞きなさい！","03500:038",""
"01a_03500.bin.json:41","03500:041","はぁい。","03500:041",""
"01a_03500.bin.json:43","03500:043","言い、また肩を貸して貰う。胸の近くに頭が当たり、少年のような幼馴染みの匂いが薫った。でも、","03500:043",""
"01a_03500.bin.json:45","03500:045","『佐和良義先輩……』","03500:045",""
"01a_03500.bin.json:47","03500:047","……否、宝珠先輩か。","03500:047",""
"01a_03500.bin.json:48","03500:048","痛みは、保健室での宝珠先輩とのやり取りを、手に取って見せられるほどに明瞭に思い出させた。","03500:048",""
"01a_03500.bin.json:49","03500:049","昨日から何度も思いだし、{反芻/はんすう}した情景。","03500:049",""
"01a_03500.bin.json:50","03500:050","窓から射す秋の清廉な光と、優しい宝珠先輩の微笑み。","03500:050",""
"01a_03500.bin.json:51","03500:051","手当をして貰いながら打ち明けられた彼女の秘密。","03500:051",""
"01a_03500.bin.json:52","03500:052","そして、","03500:052",""
"01a_03500.bin.json:53","03500:053","『……名前で呼んでほしい』","03500:053",""
"01a_03500.bin.json:55","03500:055","宝珠先輩と親しくなれて嬉しいのは本当。でも、何故彼女はわたしとなんか親しくしたいと思ってくれたのだろう？","03500:055",""
"01a_03500.bin.json:57","03500:057","……[#]メイの方が恰好いいのに。","03500:057",""
"01a_03500.bin.json:60","03500:060","ん？　あたしがなんだって？","03500:060",""
"01a_03500.bin.json:63","03500:063","え、ぁ、メイは男前だって言ったの。","03500:063",""
"01a_03500.bin.json:66","03500:066","肩を貸してるから？　でも、男前なんて言われても嬉しくないんですけど。可愛くて優しいとか、綺麗で優しいとかの方がいい。","03500:066",""
"01a_03500.bin.json:69","03500:069","メイは綺麗で可愛くて恰好いいよ？","03500:069",""
"01a_03500.bin.json:72","03500:072","ふふ！　本気で言ってるんだもんなぁ。親友の欲目かねぇ。","03500:072",""
"01a_03500.bin.json:74","03500:074","笑いながら顔を近づけ、親猫が子猫へそうするように頬でわたしの頭を撫でる。","03500:074",""
"01a_03500.bin.json:75","03500:075","くすぐったい思いをしながら、","03500:075",""
"01a_03500.bin.json:76","03500:076","『今までだったらただ嬉しいことなのに』","03500:076",""
"01a_03500.bin.json:78","03500:078","親愛の情を示してくれたこと。でも、今は、","03500:078",""
"01a_03500.bin.json:79","03500:079","『宝珠先輩のことを思い浮かべてしまう……』","03500:079",""
"01a_03500.bin.json:81","03500:081","もしメイのように頬を寄せ頭を撫でてくれたら、そう思うと――","03500:081",""
"01a_03500.bin.json:83","03500:083","ん？　どうしたの、もしかして照れちゃったとかぁ？","03500:083",""
"01a_03500.bin.json:86","03500:086","そ、そうじゃなくて――。","03500:086",""
"01a_03500.bin.json:89","03500:089","冗談だよ、ほらちゃんと寄りかかって！","03500:089",""
"01a_03500.bin.json:91","03500:091","幼馴染みの優しさに、胸に鈍い痛みを感じる。はっきりと形をとらない想いを胸に、わたしはそっとメイへ身を預けた。","03500:091",""
"01a_03500.bin.json:95","03500:095","大丈夫？　と朝と同じ言葉を聞きながら、","03500:095",""
"01a_03500.bin.json:97","03500:097","平気だよ、ほら！","03500:097",""
"01a_03500.bin.json:99","03500:099","メイにしたように両手を挙げて見せた。","03500:099",""
"01a_03500.bin.json:101","03500:101","木野","03500:101",""
"01a_03500.bin.json:102","03500:102","わわっ危ないよ！","03500:102",""
"01a_03500.bin.json:104","03500:104","平気だよ。もう歩く分なら問題ないから。","03500:104",""
"01a_03500.bin.json:107","03500:107","恵理","03500:107",""
"01a_03500.bin.json:108","03500:108","だからって無理をしていいことないよ。","03500:108",""
"01a_03500.bin.json:111","03500:111","言い恵理ちゃんがわたしの腕を取り、歩くのを補助してくれる。ありがとうと唇を開くと、いいのよと快活に笑った。","03500:111",""
"01a_03500.bin.json:113","03500:113","この世で一番大切なのは助け合いだからね！","03500:113",""
"01a_03500.bin.json:116","03500:116","ふふっ標語みたい。","03500:116",""
"01a_03500.bin.json:119","03500:119","……[#]春日さんは嘘を吐いている。","03500:119",""
"01a_03500.bin.json:122","03500:122","木野さんの声にドキリとして、恨みがましい目で恵理ちゃんを睨む彼女を見遣った。","03500:122",""
"01a_03500.bin.json:125","03500:125","神田さん、春日さんはね。昨日のマラソン大会で一緒に走ろうっていったのに、早々と裏切ったんだよ……！","03500:125",""
"01a_03500.bin.json:128","03500:128","それは……ダメだよね。","03500:128",""
"01a_03500.bin.json:131","03500:131","ええ！？　あれはネタ振りだよ。冗談だって分かるように言ったじゃない！","03500:131",""
"01a_03500.bin.json:134","03500:134","私は本当だと思ったの！　と抗議する木野さんへ、ごめんごめんと手を合わせ{軽佻/けいちょう}に詫びる。","03500:134",""
"01a_03500.bin.json:136","03500:136","あ、だったら今日の定食で好きなおかずひとつ取っていいから！","03500:136",""
"01a_03500.bin.json:138","03500:138","……[#]それって例えばコロッケ定食だったらメインなくちゃうけどいいの？","03500:138",""
"01a_03500.bin.json:140","03500:140","え！？","03500:140",""
"01a_03500.bin.json:142","03500:142","今日の日替わり定食は恵理ちゃんの大好きなコロッケ定食なのだ。それを知っている木野さんはしまったと顔に出ている彼女へ更に続けた。","03500:142",""
"01a_03500.bin.json:145","03500:145","日替わり定食のコロッケってじゅうじゅう音を立てているくらいに作りたてだよね。ひとつだけの、手のひらくらいの大きなコロッケだけど頬張ったら揚げたてでかりっと――。","03500:145",""
"01a_03500.bin.json:147","03500:147","メインは無理！　すみませんでした！","03500:147",""
"01a_03500.bin.json:149","03500:149","ふふっ！","03500:149",""
"01a_03500.bin.json:151","03500:151","コロッケの美味しい描写が続きそうになる木野さんへ素直に敗北を認め頭を下げる。木野さんは口の端を引き、冗談よと告げた。","03500:151",""
"01a_03500.bin.json:153","03500:153","さすがに友だちのメインを奪うほどひどい性格はしてないわ。","03500:153",""
"01a_03500.bin.json:156","03500:156","ぅぅ、ごめんなさいでした……。今度、本当に何かおごるから……。","03500:156",""
"01a_03500.bin.json:159","03500:159","それじゃ駅前のカレー屋さんがいい。勿論、神田さんや穂高さんも一緒で。","03500:159",""
