"location","source","target","id","developer_comments"
"01a_03300.bin.json:3","03300:003","三章","03300:003",""
"01a_03300.bin.json:4","03300:004","ほんの少し前の出来事が作り物のように思えた。","03300:004",""
"01a_03300.bin.json:5","03300:005","けれど――廊下を行くわたしは本物で、秋の優しい日の光は本物で、愉しげに話す生徒たちも本物だ。","03300:005",""
"01a_03300.bin.json:6","03300:006","そして、わたしの記憶も本物だった。","03300:006",""
"01a_03300.bin.json:7","03300:007","“神田さんのことを、下の名前で呼んでもかまわないかしら”","03300:007",""
"01a_03300.bin.json:8","03300:008","そう、ほんの１０分ほど前に食堂で佐和良義先輩に問われた。上擦りながらも問題ないと答えたわたしへ、","03300:008",""
"01a_03300.bin.json:10","03300:010","“――有り難う、アリス”","03300:010",""
"01a_03300.bin.json:11","03300:011","と、言ってくれたのだ。そこからの記憶は酷く曖昧で、何を話したのか定かではない。たぶん、共通する話題……部活のことや何か。","03300:011",""
"01a_03300.bin.json:13","03300:013","アリス","03300:013",""
"01a_03300.bin.json:14","03300:014","佐和良義先輩があんなことを言うなんて……。","03300:014",""
"01a_03300.bin.json:16","03300:016","下の名前で呼びたいということは……親しくなりたいということだよね？","03300:016",""
"01a_03300.bin.json:17","03300:017","でも、","03300:017",""
"01a_03300.bin.json:19","03300:019","『部内で親しくしたいなら、メイがいるのに……？』","03300:019",""
"01a_03300.bin.json:21","03300:021","分かり易い憧れを向ける幼馴染み。人懐こい後輩の方が佳いと思うんだけど……。","03300:021",""
"01a_03300.bin.json:22","03300:022","まだ夢現の気分だ。名前で呼ばれたときに昂揚し、かっと頬、いや、首まで染まった気分が続いている。","03300:022",""
"01a_03300.bin.json:23","03300:023","わたしは熱い額に手をやると――","03300:023",""
"01a_03300.bin.json:26","03300:026","メイ？","03300:026",""
"01a_03300.bin.json:30","03300:030","廊下の奥に上級生３人に囲まれている幼馴染みを見付けた。すわ諍いかと思った。思ったけれど……。","03300:030",""
"01a_03300.bin.json:33","03300:033","何だか愉しそう？　困ってる……？","03300:033",""
"01a_03300.bin.json:35","03300:035","メイの表情がころころと変わるのを遠目にし、向かいながら幼馴染みの名前を呼んだ。","03300:035",""
"01a_03300.bin.json:37","03300:037","メイ","03300:037",""
"01a_03300.bin.json:38","03300:038","アリス！","03300:038",""
"01a_03300.bin.json:41","03300:041","気付いたメイが手を振ると、それが契機だったのか上級生たちは離れていった。","03300:041",""
"01a_03300.bin.json:43","03300:043","良かった、助かったよ。","03300:043",""
"01a_03300.bin.json:45","03300:045","声をひそめながら拝むようにして言う。首を傾げ廊下の奥、階段へ消えていく上級生たちを見やると、","03300:045",""
"01a_03300.bin.json:46","03300:046","ああ、別にいざこざとかじゃないよ。マラソン大会の練習があったでしょ。","03300:046",""
"01a_03300.bin.json:49","03300:049","うん。","03300:049",""
"01a_03300.bin.json:51","03300:051","たまたま陸上部の――さっきの先輩の一人が見てたらしくて、部に入らないか誘われてたんだ。","03300:051",""
"01a_03300.bin.json:54","03300:054","そういうこと。メイ、ずっと１位だもんね！","03300:054",""
"01a_03300.bin.json:57","03300:057","同じ１年生でも推薦組がいないからって言ったんだけどさぁ。","03300:057",""
"01a_03300.bin.json:61","03300:061","頭をがりがりと掻く幼馴染みを見ると随分と口説かれたのが分かる。辟易とした風にしていても自分の力が認められるのは嬉しい。素直な親友。","03300:061",""
"01a_03300.bin.json:63","03300:063","茶道部に入ってるから無理だって言ってるのにしつこくてさ。掛け持ちでもいいって言ってくれたんだけど……もしあたしがやるならアリスも一緒にやる？","03300:063",""
"01a_03300.bin.json:65","03300:065","冗談めいた言葉だけれど、一瞬、佐和良義宝珠の姿が閃光のように浮かび消えた。","03300:065",""
"01a_03300.bin.json:67","03300:067","わたしは……いいかな。向かない気もするし。","03300:067",""
"01a_03300.bin.json:70","03300:070","……[#]そう。","03300:070",""
"01a_03300.bin.json:72","03300:072","訝しげな顔つきでわたしを見詰める。思わず断ったけれど、自分でも分かる。小さな申し出は断る事はあっても、“長く離れる”ことになる理由を今まで断ったことはないからだ。","03300:072",""
"01a_03300.bin.json:74","03300:074","だからこそこの高校を選んだし、弓道部にも所属した。メイは戸惑った表情をしていたけれど、何故かふっと笑んでそういえばと口を開いた。","03300:074",""
"01a_03300.bin.json:75","03300:075","お昼間に合わなくてごめん。担任の話が長くてさ。今日は恵理もゆり香も用があったから、アリス一人だけだったでしょ？","03300:075",""
"01a_03300.bin.json:77","03300:077","間に合わないから購買でパン買ってきたよ、とビニール袋をあげて見せた。一瞬、話したものかどうか悩んだけれど、","03300:077",""
"01a_03300.bin.json:80","03300:080","佐和良義先輩が来て、お昼一緒にしたんだ。","03300:080",""
"01a_03300.bin.json:83","03300:083","と言った。幼馴染みはしばし眉根を寄せ逡巡するも――意味を理解し目を見開いた。","03300:083",""
"01a_03300.bin.json:85","03300:085","ええ本当に！？　うわぁ、佐和良義先輩食堂に来たんだ！　タイミング悪かったなぁ！","03300:085",""
"01a_03300.bin.json:88","03300:088","頭を抱え叫ぶ。笑うわたしへ、","03300:088",""
"01a_03300.bin.json:89","03300:089","でも食堂へ来るなんて初めてじゃない？　どうしたんだろ？　あ、それで一緒したってことは佐和良義先輩が何食べたか知ってるんだよね。教えて！","03300:089",""
"01a_03300.bin.json:91","03300:091","驚きなんだけど――。","03300:091",""
"01a_03300.bin.json:93","03300:093","うん！","03300:093",""
"01a_03300.bin.json:96","03300:096","なんとサラダだけだったよ。","03300:096",""
"01a_03300.bin.json:100","03300:100","サラダ！　うわぁそうかぁ。やっぱりだよね。佐和良義先輩がうどんとか啜るの想像できないし。上品に食べるんだろうなぁ！","03300:100",""
"01a_03300.bin.json:102","03300:102","想像通りだと告げるわたしへ、あたしだったら緊張して食べ物が喉を伝っていかないと言い、何度も羨ましいと言う。","03300:102",""
"01a_03300.bin.json:104","03300:104","『……[#]確かに緊張して味も分からなかった』","03300:104",""
"01a_03300.bin.json:106","03300:106","幼馴染みが好きだと公言している佐和良義先輩。わたしも同じく彼女を前に緊張してしまった。","03300:106",""
"01a_03300.bin.json:107","03300:107","『そしてわたしの名前を呼んだ……』","03300:107",""
"01a_03300.bin.json:109","03300:109","あの時の胸の高鳴りは何だろうと自分に問う。きちんと顔を、目を見られない、くすぐったくも嫌じゃない緊張感。","03300:109",""
"01a_03300.bin.json:110","03300:110","わたしは……。","03300:110",""
"01a_03300.bin.json:112","03300:112","どうしたのアリス？","03300:112",""
"01a_03300.bin.json:114","03300:114","え？","03300:114",""
"01a_03300.bin.json:116","03300:116","何か……急に顔が真っ赤になったんだけど。もしかして風邪？","03300:116",""
"01a_03300.bin.json:119","03300:119","言われ、いつの間にか赤面している頬を、額を、ごまかしながら撫でるしかなかった……。","03300:119",""
"01a_03300.bin.json:122","03300:122","――三回目の合同演習。","03300:122",""
"01a_03300.bin.json:125","03300:125","秋の風を耳の傍で切る音と、自分の呼吸、そしてクラスメイトたちの歓声が聞こえていた。","03300:125",""
"01a_03300.bin.json:126","03300:126","クラスの練習でずっと最下位だったわたし。","03300:126",""
"01a_03300.bin.json:127","03300:127","頑張ろうと決めたわたしは家に帰ってからも、自宅の周りをぐるぐる走っていた甲斐があったのか――現時点で最下位ではなくなっていた。","03300:127",""
"01a_03300.bin.json:128","03300:128","後ろから３番目。","03300:128",""
"01a_03300.bin.json:129","03300:129","最下位を見慣れたクラスメイトたち。メイや恵理ちゃん。木野さんも応援してくれているけれど――","03300:129",""
"01a_03300.bin.json:130","03300:130","わたしの頭の中は、苦しいだとか、足が重いだとか、汗が目に滲むだとかの事柄の順位はずっと下の位置にいた。","03300:130",""
"01a_03300.bin.json:131","03300:131","メイと廊下で話していたときに気付いた“もしかして”が、わたしの心と体のほとんどを占めていたのだ。","03300:131",""
"01a_03300.bin.json:132","03300:132","穂高明を好きなのは本当。","03300:132",""
"01a_03300.bin.json:133","03300:133","小さい頃からのわたしのヒーロー。ずっと一緒にいて落ち着ける大好きな親友だ。","03300:133",""
