"location","source","target","id","developer_comments"
"01a_01601.bin.json:4","01601:004","一章","01601:004",""
"01a_01601.bin.json:5","01601:005","アリス","01601:005",""
"01a_01601.bin.json:6","01601:006","これで間違いはないと思うけど……。","01601:006",""
"01a_01601.bin.json:8","01601:008","どうにも据わりの悪い気がする。","01601:008",""
"01a_01601.bin.json:9","01601:009","わたしの推理に誤りでもあるのだろうか……。","01601:009",""
"01a_01601.bin.json:10","01601:010","もう一度考えてみようと思うも、","01601:010",""
"01a_01601.bin.json:12","01601:012","……[#]あ、早く向かわなくちゃ！","01601:012",""
"01a_01601.bin.json:14","01601:014","待ち合わせに遅れてしまうと、わたしは大股で靄の中に沈む弓道場へと向かった。","01601:014",""
"01a_01601.bin.json:17","01601:017","胃が重くなるような気分で、","01601:017",""
"01a_01601.bin.json:19","01601:019","わたしは授業を受けていた。","01601:019",""
"01a_01601.bin.json:21","01601:021","あの日、佐和良義先輩やメイとともに真実を導き出そうとした。","01601:021",""
"01a_01601.bin.json:22","01601:022","途中まではわたしの推察も当たっていたのだ。","01601:022",""
"01a_01601.bin.json:23","01601:023","だから、犯人をさらに追い詰めるためにわたしは助力のつもりで口を挟んだ。","01601:023",""
"01a_01601.bin.json:24","01601:024","けれど、","01601:024",""
"01a_01601.bin.json:26","01601:026","『それが誤りだった……』","01601:026",""
"01a_01601.bin.json:28","01601:028","わたしが言った誤り。それが佐和良義先輩の段取りをおかしくしてしまったのだろう。","01601:028",""
"01a_01601.bin.json:29","01601:029","犯人は分かり、謎は解けたけれど、皆へ消えないしこりを残す結果となった。","01601:029",""
"01a_01601.bin.json:30","01601:030","春日＠？？？","01601:030",""
"01a_01601.bin.json:31","01601:031","んだ……さん。","01601:031",""
"01a_01601.bin.json:34","01601:034","春日","01601:034",""
"01a_01601.bin.json:35","01601:035","神田さん――！","01601:035",""
"01a_01601.bin.json:37","01601:037","え、あ……。","01601:037",""
"01a_01601.bin.json:39","01601:039","机を揺らされ、顔を上げると教壇の先生が教科書を指し叩いていた。","01601:039",""
"01a_01601.bin.json:41","01601:041","１５４ページからだよ。","01601:041",""
"01a_01601.bin.json:43","01601:043","教えてくれる春日さんへありがとうと言うと、教科書を音読する。","01601:043",""
"01a_01601.bin.json:44","01601:044","話していてもまったく頭に入ってこない。","01601:044",""
"01a_01601.bin.json:45","01601:045","『……どうしたらいいの？』","01601:045",""
"01a_01601.bin.json:47","01601:047","己の過ちの重さを胃と心に受けながら、覇気のない声は教室へと寒々しく響いたのだった…………。","01601:047",""
