"location","source","target","id","developer_comments"
"01a_01500.bin.json:2","01500:002","一章","01500:002",""
"01a_01500.bin.json:3","01500:003","――２時間目終わりの少しだけ長い休み時間の折に、","01500:003",""
"01a_01500.bin.json:5","01500:005","春日","01500:005",""
"01a_01500.bin.json:6","01500:006","上級生が呼んでるよ。","01500:006",""
"01a_01500.bin.json:8","01500:008","級友に言われ、廊下へと出ると其処には、","01500:008",""
"01a_01500.bin.json:15","01500:015","宮原部長と鶴見副部長がどこか強張った表情で、廊下へ出てきたわたしを迎えた。","01500:015",""
"01a_01500.bin.json:17","01500:017","アリス","01500:017",""
"01a_01500.bin.json:18","01500:018","あの……どうされたのですか？","01500:018",""
"01a_01500.bin.json:20","01500:020","問いに気まずそうな顔つきで二人顔を見合わせ、意を決したように宮原部長が口を開いた。","01500:020",""
"01a_01500.bin.json:22","01500:022","宮原","01500:022",""
"01a_01500.bin.json:23","01500:023","以前、穂高に会ったら部に顔を出すように話したのを覚えているか？","01500:023",""
"01a_01500.bin.json:26","01500:026","あ、はい……。","01500:026",""
"01a_01500.bin.json:28","01500:028","あの時よりも状況は動いたけれど、神田の方から話してくれたか？","01500:028",""
"01a_01500.bin.json:30","01500:030","……正直、","01500:030",""
"01a_01500.bin.json:32","01500:032","『誤解されることになった優勝カップの件については話しているけど、辞めるやめないについては――』","01500:032",""
"01a_01500.bin.json:35","01500:035","話していないと顔つきで分かったのだろう部長は大きく長いため息をついた。","01500:035",""
"01a_01500.bin.json:36","01500:036","あれについては事故だ。別段悪気があってした事じゃないだろう。だから一言詫びを入れてくれたら何の問題もないんだけどな……。","01500:036",""
"01a_01500.bin.json:39","01500:039","事故って……！","01500:039",""
"01a_01500.bin.json:42","01500:042","鶴見","01500:042",""
"01a_01500.bin.json:43","01500:043","穂高さんは１年生で唯一大会に出るほど優秀だったし、私も辞めてしまうのは惜しいと思うの。","01500:043",""
"01a_01500.bin.json:45","01500:045","二人の言い分を聞いていて胸に小さな苛立ちが湧く。","01500:045",""
"01a_01500.bin.json:46","01500:046","部長副部長ともに優勝カップの件を大きく捉えてはおらず、メイのことも頭を冷やせば戻ってくると思っていたのだ。でも、退部届が提出されたことで本気なことが分かった。","01500:046",""
"01a_01500.bin.json:47","01500:047","そして、“優勝カップを壊したのは穂高明ではない”との投書がされたことで、部内に亀裂が入りつつあることを知り恐れているのだ。","01500:047",""
"01a_01500.bin.json:48","01500:048","神田さんもそう思うわよね。幼馴染み同士なんですもの。","01500:048",""
"01a_01500.bin.json:51","01500:051","はい。分かります。","01500:051",""
"01a_01500.bin.json:54","01500:054","でしょう。なら、神田さんがお話しして――。","01500:054",""
"01a_01500.bin.json:57","01500:057","幼馴染みだから分かります。メイが退部を決めたことが本気だって。","01500:057",""
"01a_01500.bin.json:60","01500:060","わたしに言い返されるとは思っていなかったのだろう鶴見副部長は鼻白んだ表情をした。","01500:060",""
"01a_01500.bin.json:61","01500:061","……[#]穂高は意志が強いところがあるからな。なぁ、神田。お前がうちに入ったのは穂高が入部したことが大きいんじゃないか。","01500:061",""
"01a_01500.bin.json:65","01500:065","それは……！　そうです、けど……。","01500:065",""
"01a_01500.bin.json:67","01500:067","だろう。お前個人としても穂高が部を辞めるのは望んでいない、そうだよな？　だから幼馴染みとして気を変えるように話してほしい。","01500:067",""
"01a_01500.bin.json:70","01500:070","……[#]でも、わたしの言うことなんて。","01500:070",""
"01a_01500.bin.json:73","01500:073","幼馴染みの繋がりは強い。それは私たちが知っていることだ。","01500:073",""
"01a_01500.bin.json:75","01500:075","……今の言い方だと部長たちも？","01500:075",""
"01a_01500.bin.json:76","01500:076","葵と私は幼馴染みなの。","01500:076",""
"01a_01500.bin.json:78","01500:078","かなんとは長い付き合いだ、と部では見せない下の名前で呼ぶ。わたしは――……","01500:078",""
"01a_01500.bin.json:79","01500:079","……[#]善処します。","01500:079",""
"01a_01500.bin.json:81","01500:081","歯切れの悪い政治家のような答えをいうしかなかったのだ……。","01500:081",""
"01a_01500.bin.json:84","01500:084","退部を思いとどまらせる話をどう切り出したらいいか――……","01500:084",""
"01a_01500.bin.json:85","01500:085","否、","01500:085",""
"01a_01500.bin.json:86","01500:086","退部についてどう話せばいいかを悩んでいた。","01500:086",""
"01a_01500.bin.json:87","01500:087","部を辞める辞めないはメイの個人的な事柄だ。","01500:087",""
"01a_01500.bin.json:88","01500:088","わたしとしても幼馴染みの意思を尊重しようと思っている。","01500:088",""
"01a_01500.bin.json:89","01500:089","今回の優勝カップを壊した疑いを持たれている件に協力しているのだって、進退がどうとかではなく親友が疑われているのが嫌だからというシンプルな気持ちからなのだ。","01500:089",""
"01a_01500.bin.json:90","01500:090","だから、授業中も、休み時間も、","01500:090",""
"01a_01500.bin.json:94","01500:094","二人で摂っている昼食の時もどう話したらいいかを悩んでしまっていた。","01500:094",""
"01a_01500.bin.json:96","01500:096","メイ","01500:096",""
"01a_01500.bin.json:97","01500:097","どうしたの、何か悩み事？","01500:097",""
"01a_01500.bin.json:100","01500:100","メイから感情が顔に出やすいと指摘を受けていたわたしは思わず頬を触りつつ、誤魔化すように笑った。","01500:100",""
"01a_01500.bin.json:102","01500:102","何か悩んでいるなら話してみてよ。","01500:102",""
"01a_01500.bin.json:105","01500:105","悩みの原因である当人から言われ、思わず渇いた笑みを浮かべてしまうも――……","01500:105",""
"01a_01500.bin.json:106","01500:106","『ちょうどいいタイミングなのかもしれない』","01500:106",""
"01a_01500.bin.json:108","01500:108","と思った。切り出し方を考えていたのだから、それは今だと。","01500:108",""
"01a_01500.bin.json:109","01500:109","言葉を選んでいると、メイはわたしを{鳶/とび}色の目で見{詰/つ}めながらスプーンでラザニアを頬張り、何か閃いたのか目を輝かせた。","01500:109",""
"01a_01500.bin.json:112","01500:112","そうだ！　あたしに言いにくいなら、佐和良義先輩に相談したらいいんじゃない？　悩みを解決して貰えばいいんだよ！","01500:112",""
"01a_01500.bin.json:114","01500:114","切り出す前に、とっておきの思いつきを口にした幼馴染みは快活に笑い、急いで食べようとわたしの月見蕎麦をスプーンで指したのだ……。","01500:114",""
"01a_01500.bin.json:117","01500:117","宝珠","01500:117",""
"01a_01500.bin.json:118","01500:118","そう、今度は神田さんが。","01500:118",""
"01a_01500.bin.json:120","01500:120","言い、お茶を点ててくれた佐和良義先輩へ促され抹茶を口にする。映画で観たように茶碗を返し、結構なお点前でとメイに習い言った。","01500:120",""
"01a_01500.bin.json:123","01500:123","そうなんですよ、だから佐和良義先輩に相談するしかってことになって！","01500:123",""
"01a_01500.bin.json:127","01500:127","そうと軽く微笑みわたしを見遣る。佐和良義先輩の目を、顔を観てドギマギしてしまう。まだ彼女の美しさに慣れない。","01500:127",""
"01a_01500.bin.json:128","01500:128","い、いえ、悩みなんてそんな……。","01500:128",""
"01a_01500.bin.json:131","01500:131","せっかくだから話しなって！","01500:131",""
"01a_01500.bin.json:133","01500:133","促すように小首を傾げわたしを見詰める。頬が、顔がジワジワと熱くなっていくのを感じ――どうはぐらかせばいいかと逡巡した。","01500:133",""
"01a_01500.bin.json:134","01500:134","『佐和良義先輩を交えて退部の話をするのは……』","01500:134",""
"01a_01500.bin.json:136","01500:136","だったら……うまく誤魔化して切り抜けるしかない。","01500:136",""
"01a_01500.bin.json:137","01500:137","どうやったら美人になれるのか","01500:137",""
"01a_01500.bin.json:139","01500:139","家庭のことで……","01500:139",""
"01a_01500.bin.json:143","01500:143","――佐和良義先輩の顔を観ていると、","01500:143",""
"01a_01500.bin.json:145","01500:145","ええと、その、どうやったら美人になれるのかって……。","01500:145",""
"01a_01500.bin.json:148","01500:148","え？　っとメイも、佐和良義先輩も驚いた表情を作った。","01500:148",""
"01a_01500.bin.json:150","01500:150","いえ、その、佐和良義先輩と知り合いになれたので、その辺が身につまされるというか……。","01500:150",""
"01a_01500.bin.json:153","01500:153","どういうことかしら。","01500:153",""
"01a_01500.bin.json:155","01500:155","そ、それは佐和良義先輩がすごい美人なので、自分と比べてしまって、その……。","01500:155",""
"01a_01500.bin.json:158","01500:158","私が美人……？","01500:158",""
"01a_01500.bin.json:160","01500:160","何故だか佐和良義先輩は、好物を口にしたけれどいつもの味ではないなといった風な顔をした。","01500:160",""
"01a_01500.bin.json:161","01500:161","ああ～確かにそれはあるよね。比べるのもおこがましいけど女の子的には。でも、あたしからするとアリスも十二分に可愛い方だって思うけどな。","01500:161",""
"01a_01500.bin.json:164","01500:164","そ、そう！？　ありがと……。","01500:164",""
