"location","source","target","id","developer_comments"
"01a_03400.bin.json:2","03400:002","三章","03400:002",""
"01a_03400.bin.json:3","03400:003","――マラソン大会当日。","03400:003",""
"01a_03400.bin.json:6","03400:006","１年生たちは皆、概ね憂鬱な顔をしていた。","03400:006",""
"01a_03400.bin.json:7","03400:007","気が乗らない理由は幾つもあるけれど、大きくふたつの理由がある。","03400:007",""
"01a_03400.bin.json:8","03400:008","それは、持久走という地を踏み、足を上げるという反復運動が純粋に好きではないこと。","03400:008",""
"01a_03400.bin.json:9","03400:009","そして、マラソン大会がその日のすべてを包括するイベントとしてでなく、授業を終えた後に行う行事としてあることが憂鬱なもうひとつの原因だった。","03400:009",""
"01a_03400.bin.json:10","03400:010","汗まみれになって疲労困憊になるのはこの際仕方ないとしても、一日の授業が潰れればある程度仕方ないと諦めも付く。","03400:010",""
"01a_03400.bin.json:11","03400:011","しかし、体育の一コマとして考えられているこのイベントは、すべての授業が終わった５時限目の後に行われるのだ。","03400:011",""
"01a_03400.bin.json:12","03400:012","当日になって改めて報されたそのことが、皆のやる気を削いでいた。","03400:012",""
"01a_03400.bin.json:13","03400:013","でも、","03400:013",""
"01a_03400.bin.json:15","03400:015","アリス","03400:015",""
"01a_03400.bin.json:16","03400:016","『わたしにとってはチャンスだ』","03400:016",""
"01a_03400.bin.json:18","03400:018","合同練習での最高順位は低いままだったけれど、今回のマラソン大会は良いところを見せなくちゃならない。","03400:018",""
"01a_03400.bin.json:20","03400:020","佐和良義先輩へ約束したんだもんね……！","03400:020",""
"01a_03400.bin.json:23","03400:023","昨日――","03400:023",""
"01a_03400.bin.json:24","03400:024","部の活動を終え、わたしが作ってきたパンプキンパイを皆で食べながら佐和良義先輩へ宣言したのだ。","03400:024",""
"01a_03400.bin.json:25","03400:025","明日のマラソン大会で６０位以内に入る、と。","03400:025",""
"01a_03400.bin.json:26","03400:026","１年生がおおよそ１２０人在籍しているので、ちょうど真ん中くらいの順位でゴールするのだと宣言した。","03400:026",""
"01a_03400.bin.json:27","03400:027","メイはわたしのやる気に触発され気炎をあげ、佐和良義先輩は――","03400:027",""
"01a_03400.bin.json:29","03400:029","“応援しに行くわ”","03400:029",""
"01a_03400.bin.json:31","03400:031","と、言ってくれた。","03400:031",""
"01a_03400.bin.json:32","03400:032","次いで、わたしなら絶対できるとも。","03400:032",""
"01a_03400.bin.json:37","03400:037","いいところを見せるんだ……！","03400:037",""
"01a_03400.bin.json:39","03400:039","体操服に既に着替え終えたわたしは、グラウンドに立ち、スターターピストルが号砲を鳴らすのを静かに待つ。","03400:039",""
"01a_03400.bin.json:40","03400:040","時間が迫りグラウンドのトラックへと集まり出す生徒たち。","03400:040",""
"01a_03400.bin.json:41","03400:041","わたしは遠く、後輩たちを応援しに来ている上級生たちの集団を遠目にする。","03400:041",""
"01a_03400.bin.json:43","03400:043","応援の声をあげている上級生たちの中、佐和良義先輩は一際目立った。ただ其処にいるというだけで、黒鳥の中に白鳥が佇んでいるように。","03400:043",""
"01a_03400.bin.json:45","03400:045","『約束通り見に来てくれている……！』","03400:045",""
"01a_03400.bin.json:47","03400:047","佐和良義先輩の姿を目にし、頑張ろうと再度心に決め握りこぶしを作った。","03400:047",""
"01a_03400.bin.json:48","03400:048","――レーンへ位置について。","03400:048",""
"01a_03400.bin.json:49","03400:049","体育教師の声が掛かり、芝生で屈伸をしている生徒たちがわたしたちのいるトラックへと歩を進めた。","03400:049",""
