"location","source","target","id","developer_comments"
"01a_01100.bin.json:3","01100:003","一章","01100:003",""
"01a_01100.bin.json:4","01100:004","{御幸森/みゆきのもり}女学院高等学校の敷地はかなり広い。","01100:004",""
"01a_01100.bin.json:5","01100:005","校名が付いている駅から降りて、やはり同じく校名が付いているバス停から降りる。学校の敷地内に横付けにしてからも校舎までは大分遠いのだ。","01100:005",""
"01a_01100.bin.json:6","01100:006","黄金色に染まる銀杏の並木を行き、以前使われていた旧校舎を横目にしながら校門へと急ぐ。","01100:006",""
"01a_01100.bin.json:7","01100:007","普通生徒はそうするけれど、仲の良い先輩から教わった生徒は、人が１人通れるほどに開いている垣根から校庭を目指し突っ切って校舎へと行く。その方が断然近いのだ。","01100:007",""
"01a_01100.bin.json:9","01100:009","校舎にたどり着くまで、幾つかの屋敷のようにポツポツと建っている部活棟や、洋館のような造りの図書館などを抜け校庭へと出る。","01100:009",""
"01a_01100.bin.json:10","01100:010","弓道の朝練があったわたしは、その屋敷のようにある部活棟のひとつである弓道場から出ると、校庭を横切りながら校舎へ向かった。","01100:010",""
"01a_01100.bin.json:11","01100:011","芝生の感触を足下に受けながら遠くを望むと――校舎を囲むようにして季節を示すように木々が秋の色に染まっていた。","01100:011",""
"01a_01100.bin.json:12","01100:012","赤と黄色の{精緻/せいち}なグラデーション。時折、常緑樹の木々が緑色の顔を覗かせている。","01100:012",""
"01a_01100.bin.json:13","01100:013","目を{愉/たの}しませながら校庭を抜けると、ようやく校舎へ。","01100:013",""
"01a_01100.bin.json:15","01100:015","１年生の棟である一階廊下を行くと――見知った背中を見付けわたしは手を振り親友を呼ぶ。","01100:015",""
"01a_01100.bin.json:17","01100:017","アリス","01100:017",""
"01a_01100.bin.json:18","01100:018","メイ！","01100:018",""
"01a_01100.bin.json:22","01100:022","メイ","01100:022",""
"01a_01100.bin.json:23","01100:023","ん、ああ。アリス、おはよう！","01100:023",""
"01a_01100.bin.json:26","01100:026","おはよう。今日は早いね。","01100:026",""
"01a_01100.bin.json:29","01100:029","昨日は一番上の兄と耐久レース張りに映画視聴しててさ。かなり寝不足だよ。","01100:029",""
"01a_01100.bin.json:32","01100:032","いいね、愉しそう！","01100:032",""
"01a_01100.bin.json:35","01100:035","出かける前に気を利かせて濃いめのコーヒー淹れてくれたんだけどさ。煮詰まっちゃってて……。不味いコーヒーほど罪深いものはないよ。","01100:035",""
"01a_01100.bin.json:37","01100:037","シニカルに笑い目頭を押さえる親友を見詰める。","01100:037",""
"01a_01100.bin.json:38","01100:038","穂高明、名前の“アキラ”がメイとも読めることから昔からの友だち――この学校からの友だちも皆、メイと呼ぶ。","01100:038",""
"01a_01100.bin.json:40","01100:040","今日って確かそっちは体育あったんだっけ？　うちのクラスはないから羨ましいよ。眠気が覚めない。","01100:040",""
"01a_01100.bin.json:42","01100:042","言うメイへ、運動が得意じゃないから体育より授業の方がいいと言った。","01100:042",""
"01a_01100.bin.json:43","01100:043","あたしより飲み込みが早いじゃないか、と笑いながらお世辞をいう幼馴染みを、朝の陽射しが照らしているのを見詰めていると――相変わらずハンサムだなと感慨を抱いた。","01100:043",""
"01a_01100.bin.json:44","01100:044","女の子を例えるのには適さないけれど、ハンサムという形容詞が一番{嵌/は}まる気がする。","01100:044",""
"01a_01100.bin.json:45","01100:045","筆で描かれたような眉と涼やかな目元。中性的な顔立ちなのだ。髪は朝の日を受け、色素の薄い栗色の髪がさらに淡く見える。","01100:045",""
"01a_01100.bin.json:47","01100:047","どうしたの？　ずっとあたしの顔を見て。あ、カーペットの痕とかついてる？","01100:047",""
"01a_01100.bin.json:49","01100:049","笑顔を浮かべるメイは唇を横に引きにっと笑った。ひとつひとつはクールに見える彼女だけれど、","01100:049",""
"01a_01100.bin.json:51","01100:051","『笑顔がすごく可愛い』","01100:051",""
"01a_01100.bin.json:53","01100:053","うん？","01100:053",""
