"location","source","target","id","developer_comments"
"01a_02000.bin.json:3","02000:003","二章","02000:003",""
"01a_02000.bin.json:5","02000:005","[b]アリス","02000:005",""
"01a_02000.bin.json:6","02000:006","[b]彼女から連想するのは波紋さえもない静かな湖面[k]","02000:006",""
"01a_02000.bin.json:9","02000:009","[b]ピアノの前の彼女は、透き通った緊張と[k]","02000:009",""
"01a_02000.bin.json:12","02000:012","[b]研ぎ澄まされた集中を水のヴェールのように纏う[k]","02000:012",""
"01a_02000.bin.json:15","02000:015","[b]その場にはピアノと彼女だけ[k]","02000:015",""
"01a_02000.bin.json:18","02000:018","[b]けれど、[k]","02000:018",""
"01a_02000.bin.json:21","02000:021","[b]静かな水面へ風紋がさざ波のように広がり、[k]","02000:021",""
"01a_02000.bin.json:24","02000:024","[b]ピアノと少女との二人だけの世界を[k]","02000:024",""
"01a_02000.bin.json:27","02000:027","[b]奪ってしまったら――……[k]","02000:027",""
"01a_02000.bin.json:30","02000:030","[b]これから紡がれるのは――[k]","02000:030",""
"01a_02000.bin.json:33","02000:033","[b]損なわれし者たちのお話[k]","02000:033",""
"01a_02000.bin.json:36","02000:036","弓道部を辞めて思うのは気が引けるけれど、どうやら茶道部が性に合っていたらしい。","02000:036",""
"01a_02000.bin.json:40","02000:040","何やってるの、と背を叩かれ、意識せず茶杓で抹茶を入れる動作をイメージトレーニングしていた事実に気付いたほどに。","02000:040",""
"01a_02000.bin.json:43","02000:043","アリス","02000:043",""
"01a_02000.bin.json:44","02000:044","部活動の練習。入ったばかりだから自主練してたのかも。","02000:044",""
"01a_02000.bin.json:46","02000:046","してたのかも？　面白い言い方をするね、と鞄を自分の机の上に置きわたしへと笑いかける。","02000:046",""
"01a_02000.bin.json:48","02000:048","春日","02000:048",""
"01a_02000.bin.json:49","02000:049","茶道部だっけ？　まさか入部するなんて思わなかったよ。","02000:049",""
"01a_02000.bin.json:51","02000:051","――そう。随分昔のことに思えるけれど弓道部を退部し、茶道部に入部して１０日になる。","02000:051",""
"01a_02000.bin.json:52","02000:052","ただ作法に則ってお茶を淹れるだけと思っていたけど、作法ひとつひとつにしても色々な示唆が含まれていて面白い。","02000:052",""
"01a_02000.bin.json:53","02000:053","弓道部の方が似合ってた？","02000:053",""
"01a_02000.bin.json:55","02000:055","う～ん。どっちかって言うと神田さんは……見た目は茶道部の方が合ってるかな。運動部ってタイプじゃないっていうか。","02000:055",""
"01a_02000.bin.json:58","02000:058","これでも１年生の中ではそれなりに期待されてたんだよ？","02000:058",""
"01a_02000.bin.json:62","02000:062","分かってる、と言い肩を叩く。気易い態度が嬉しい。","02000:062",""
"01a_02000.bin.json:64","02000:064","でも何で弓道部を辞めて、茶道部に入り直したの？　困っていたことは解決したんでしょ。","02000:064",""
"01a_02000.bin.json:66","02000:066","え？　解決したって話したっけ？","02000:066",""
"01a_02000.bin.json:68","02000:068","明るい顔になっていたから上手くいったんだなぁって。あ、言い辛いことなら言わなくていいよ。","02000:068",""
"01a_02000.bin.json:71","02000:071","良く見てくれているのだな、と嬉しくなったわたしはううんと頭を振り、","02000:071",""
"01a_02000.bin.json:72","02000:072","メイが疑われていた事はぼやかしつつ、弓道部で困っていたアレコレは、茶道部の先輩によって解決したのだと言った。","02000:072",""
"01a_02000.bin.json:74","02000:074","へぇ、私の噂話も少しは役にたったんだ。","02000:074",""
"01a_02000.bin.json:77","02000:077","すごく役立ったよ！　ありがとう春日さん！","02000:077",""
"01a_02000.bin.json:79","02000:079","ふふ、どういたしまして。それで噂の魔女はどんな感じの人だったの？","02000:079",""
"01a_02000.bin.json:81","02000:081","魔女？","02000:081",""
"01a_02000.bin.json:84","02000:084","あれ？　占い師だったかな？　何でもピタリとあてるすごい美人だって噂だったけど。","02000:084",""
"01a_02000.bin.json:86","02000:086","――そういえば、“占い師”は春日さんから聞いたことだった。","02000:086",""
"01a_02000.bin.json:88","02000:088","『だからわたしも佐和良義先輩のことを占い師だって思ってたし』","02000:088",""
"01a_02000.bin.json:90","02000:090","今となっては探偵みたいだなって思っているけれど……。","02000:090",""
"01a_02000.bin.json:91","02000:091","神田さん？","02000:091",""
"01a_02000.bin.json:94","02000:094","え、ああ！　すごい美人だよ！　佐和良義先輩って言って、着物が似合う美人さんなんだ。見とれちゃうくらいの！","02000:094",""
"01a_02000.bin.json:96","02000:096","そんなに？　それって神田さんより美人なの？","02000:096",""
"01a_02000.bin.json:98","02000:098","え？　と、何を言われていたのか分からなくなる。ようやく、からかわれていることが分かり――","02000:098",""
"01a_02000.bin.json:99","02000:099","もう、冗談ばかり！","02000:099",""
"01a_02000.bin.json:101","02000:101","と怒った風に言った。","02000:101",""
"01a_02000.bin.json:102","02000:102","……[#]冗談を言ったつもりはなかったんだけどなぁ。","02000:102",""
"01a_02000.bin.json:105","02000:105","呟き声に聞き取れなかったわたしは、何？　と問うも頭を振って何でもないと答える。","02000:105",""
"01a_02000.bin.json:106","02000:106","そういえば残念だったね。","02000:106",""
"01a_02000.bin.json:108","02000:108","え？","02000:108",""
"01a_02000.bin.json:110","02000:110","伴奏者に選ばれなくって。","02000:110",""
"01a_02000.bin.json:113","02000:113","言われ昨日のことだ、と頭を振った。","02000:113",""
"01a_02000.bin.json:115","02000:115","小さい頃にピアノを少しかじってただけだから。逆に選ばれなくって良かったよ。","02000:115",""
"01a_02000.bin.json:117","02000:117","ふふ、小さい頃って、今も小さいのに。","02000:117",""
"01a_02000.bin.json:119","02000:119","身長のことは話してないよねぇ！","02000:119",""
"01a_02000.bin.json:121","02000:121","抗議すると笑いながらごめん、と手を合わせた。でも、そうか――","02000:121",""
"01a_02000.bin.json:122","02000:122","『佐和良義先輩も参加するのかな？』","02000:122",""
"01a_02000.bin.json:124","02000:124","想像ができないわたしは首を傾げ、眉を掻いたのだ。","02000:124",""
"01a_02000.bin.json:127","02000:127","――合唱祭？","02000:127",""
"01a_02000.bin.json:128","02000:128","と、軽い戸惑いを込め佐和良義先輩は首を傾げた。","02000:128",""
"01a_02000.bin.json:129","02000:129","合唱祭ですよ。全校生徒参加だから佐和良義先輩のクラスも出るんですよね。","02000:129",""
"01a_02000.bin.json:131","02000:131","今朝方、級友と話していたときにふと思い浮かべた疑問がわき、部の先輩でもある佐和良義先輩へそう質問したのである。","02000:131",""
"01a_02000.bin.json:134","02000:134","宝珠","02000:134",""
"01a_02000.bin.json:135","02000:135","……[#]合唱祭。","02000:135",""
"01a_02000.bin.json:137","02000:137","再度、不思議そうに呟く彼女へもしかして参加しないのかもとあの時と同じく思った。","02000:137",""
"01a_02000.bin.json:138","02000:138","『何か佐和良義先輩が、クラスの皆と一緒に歌うのって想像できないもんね……』","02000:138",""
"01a_02000.bin.json:140","02000:140","講堂で皆に交じって歌っているのを妄想しようとしたけれど、やっぱり上手くいかない。","02000:140",""
"01a_02000.bin.json:141","02000:141","メイ＠？？？","02000:141",""
"01a_02000.bin.json:142","02000:142","もしかして伴奏とか指揮者をするとかなら、歌唱する側にはまわってないってことじゃないの？","02000:142",""
"01a_02000.bin.json:144","02000:144","休憩の際に出すおやつを手に、キッチンから戻ってきた穂高明が言った。","02000:144",""
"01a_02000.bin.json:145","02000:145","そう、","02000:145",""
"01a_02000.bin.json:147","02000:147","メイ","02000:147",""
"01a_02000.bin.json:148","02000:148","先輩どうぞ！　あ、こっちはアリスの分ね。で、これはあたしの。","02000:148",""
"01a_02000.bin.json:151","02000:151","おやつをそれぞれに手際よく分ける幼馴染みは――わたしと同じく茶道部へ入部したのである。","02000:151",""
"01a_02000.bin.json:153","02000:153","あ、先輩の方は多く取り分けましたからね！","02000:153",""
"01a_02000.bin.json:156","02000:156","ふふ、有り難う。","02000:156",""
"01a_02000.bin.json:158","02000:158","まだ入部して１０日だというのに随分と仲が良さげなのだ。","02000:158",""
"01a_02000.bin.json:160","02000:160","『……[#]メイが入部するって言うからっていうのもあるけど』","02000:160",""
"01a_02000.bin.json:162","02000:162","弓道部を選んだ理由と同じ。けれど、","02000:162",""
"01a_02000.bin.json:164","02000:164","『……[#]この部室の中で二人きりにはさせられない』","02000:164",""
"01a_02000.bin.json:166","02000:166","それだけははっきりとＮＯだ。","02000:166",""
"01a_02000.bin.json:167","02000:167","だからこそ、決心固く入部したのだ。","02000:167",""
"01a_02000.bin.json:168","02000:168","アリスが作るタルト・タタンは絶品ですよね！","02000:168",""
"01a_02000.bin.json:171","02000:171","ええ。あまり洋菓子は食べ慣れないけれど、神田さんが作ってくれた物はとても美味しい。","02000:171",""
"01a_02000.bin.json:173","02000:173","淡い笑みを作り褒めてくれる佐和良義先輩へ、ありがとうございますと言う。","02000:173",""
"01a_02000.bin.json:174","02000:174","褒められて面映ゆくはあるけれど、","02000:174",""
"01a_02000.bin.json:176","02000:176","……[#]複雑な気分。","02000:176",""
"01a_02000.bin.json:179","02000:179","それで、先輩はどのポジションなんですか？　指揮者とか似合いますよね！","02000:179",""
"01a_02000.bin.json:182","02000:182","人懐こい子犬のように訊ねるメイへ、ああ、とようやく思い立ったように膝を叩いた。","02000:182",""
"01a_02000.bin.json:184","02000:184","合唱祭。そういえばクラスでそんな話をしていましたね。","02000:184",""
"01a_02000.bin.json:187","02000:187","クールな発言も恰好いいです！","02000:187",""
"01a_02000.bin.json:190","02000:190","今朝方、友だちと合唱祭の話をしていたんです。それで佐和良義先輩のクラスは何を唄うのかなって。","02000:190",""
"01a_02000.bin.json:193","02000:193","確か、私のクラスは{大地讃頌/だいちさんしょう}ね。あと勿論、指揮者も伴奏もしません。","02000:193",""
"01a_02000.bin.json:195","02000:195","どちらもやったら恰好いいのにとメイが追従する。確かに想像するだに嵌まりそうだ。","02000:195",""
"01a_02000.bin.json:197","02000:197","『指揮するのも、伴奏でピアノを弾くのも似合いそうだし』","02000:197",""
"01a_02000.bin.json:199","02000:199","ただ何となく歌唱するイメージがないだけ。","02000:199",""
"01a_02000.bin.json:200","02000:200","大きなお口を開けるっていうのがイメージが湧かないのかな？","02000:200",""
"01a_02000.bin.json:202","02000:202","お口？","02000:202",""
"01a_02000.bin.json:205","02000:205","え、あ……。あんまり佐和良義先輩が唄を歌うイメージが湧かないなぁって。","02000:205",""
"01a_02000.bin.json:207","02000:207","そうなの？","02000:207",""
"01a_02000.bin.json:209","02000:209","小首を傾げサラサラと黒髪を揺らす彼女へ、大口問題を上品に伝えた。","02000:209",""
"01a_02000.bin.json:211","02000:211","ああ、確かにそう言われると想像つかないかも。","02000:211",""
"01a_02000.bin.json:213","02000:213","ふふ、音楽の授業があるのだし私だって歌いますよ。","02000:213",""
"01a_02000.bin.json:215","02000:215","口元に手を当て笑う佐和良義先輩へ、そうですよねと言うも、品格ある仕草に想像するのは難しい。","02000:215",""
"01a_02000.bin.json:217","02000:217","佐和良義先輩もだけど、アリスはいいよね歌が上手で。あたしはあんまり得意じゃないからなぁ。","02000:217",""
"01a_02000.bin.json:222","02000:222","声だけは大きいって褒められますけどそれだけですね。アリスは合唱部を兼部してたんで上手なんです。カラオケとか行っても凄いですし！","02000:222",""
"01a_02000.bin.json:224","02000:224","カラオケ！　と声を上げる佐和良義先輩。声に愉しげな色が含まれていたようだけど――","02000:224",""
"01a_02000.bin.json:225","02000:225","カラオケに誘ってみようかな","02000:225",""
"01a_02000.bin.json:227","02000:227","もしかしてカラオケを知らないのかも","02000:227",""
"01a_02000.bin.json:229","02000:229","声だけでなく美しい瞳も好奇心に{充/み}ちているようで――つい気易く、","02000:229",""
"01a_02000.bin.json:231","02000:231","佐和良義先輩も今度、ご一緒にどうですか？","02000:231",""
"01a_02000.bin.json:233","02000:233","と、誘ってしまった。","02000:233",""
"01a_02000.bin.json:237","02000:237","ちょ、アリス！　何言ってるんだよ。先輩がカラオケなんて行くわけ――。","02000:237",""
"01a_02000.bin.json:240","02000:240","誘ってくださるの？","02000:240",""
"01a_02000.bin.json:243","02000:243","聞き間違いじゃない。","02000:243",""
"01a_02000.bin.json:245","02000:245","おずおずとしながらも声に期待する気持ちが含まれているのが分かる。わたしは、もし良ければと言った。","02000:245",""
"01a_02000.bin.json:247","02000:247","本当に？　一度行ってみたいと思っていたんです。","02000:247",""
"01a_02000.bin.json:250","02000:250","それじゃ是非に！","02000:250",""
"01a_02000.bin.json:253","02000:253","ふふっ大きな声を出したら気持ちよさそう。","02000:253",""
"01a_02000.bin.json:255","02000:255","口元に手をやり上品に笑う彼女へ、あたしも！　と手を挙げるメイ。嫉妬よりも勢いに釣られて笑顔になる。","02000:255",""
"01a_02000.bin.json:256","02000:256","それじゃ三人で行きましょう！","02000:256",""
"01a_02000.bin.json:259","02000:259","瞳には戸惑いの感情が声に入っているようで、","02000:259",""
"01a_02000.bin.json:260","02000:260","もしかして佐和良義先輩、カラオケって知らないんですか？","02000:260",""
