"location","source","target","id","developer_comments"
"01a_04200.bin.json:3","04200:003","四章","04200:003",""
"01a_04200.bin.json:4","04200:004","――生徒会の者が？","04200:004",""
"01a_04200.bin.json:5","04200:005","と、何処か心此処にあらずと言った風の宝珠先輩が言った。","04200:005",""
"01a_04200.bin.json:8","04200:008","宝珠","04200:008",""
"01a_04200.bin.json:9","04200:009","一体何を訊かれたの。","04200:009",""
"01a_04200.bin.json:12","04200:012","和皿へ綺麗に盛られたマロングラッセを爪楊枝で今まさに刺そうとしていたメイは、その姿で硬直すると、","04200:012",""
"01a_04200.bin.json:14","04200:014","メイ","04200:014",""
"01a_04200.bin.json:15","04200:015","茶道部に所属しているのかどうかです。あの――ええと、","04200:015",""
"01a_04200.bin.json:19","04200:019","アリス","04200:019",""
"01a_04200.bin.json:20","04200:020","生徒会執行役員の筒森飛鳥という人でした。妙な雰囲気で訊ねてきたので構えてしまったんですけど……。","04200:020",""
"01a_04200.bin.json:22","04200:022","結局は茶道部に所属しているって言ったら帰っちゃったよな、と硬直を解きマロングラッセを頬張りながら言った。","04200:022",""
"01a_04200.bin.json:24","04200:024","生徒会が……そう……。","04200:024",""
"01a_04200.bin.json:29","04200:029","何て言うか、緊迫してるというか、強張ってるというか……[n]{権高/けんだか}な調子で訊ねてきたんで、知らずに校則違反でもしたのを咎められるのかと思っちゃいましたよ。","04200:029",""
"01a_04200.bin.json:32","04200:032","あ、それと他にも所属している人がいるか訊かれたよね。","04200:032",""
"01a_04200.bin.json:34","04200:034","そうだっけと頭を掻くメイ。わたしも自分の分のマロングラッセを頬張りながら――宝珠先輩を盗み見た。","04200:034",""
"01a_04200.bin.json:36","04200:036","『……何か悩んでるみたいだけど』","04200:036",""
"01a_04200.bin.json:38","04200:038","それが何かは分からない。生徒会のことではないようだけれど。","04200:038",""
"01a_04200.bin.json:40","04200:040","……[#]気持ちは離れている筈なのに。","04200:040",""
"01a_04200.bin.json:42","04200:042","え？","04200:042",""
"01a_04200.bin.json:45","04200:045","いえ、何でもないの。これ、とても美味しいわね。","04200:045",""
"01a_04200.bin.json:48","04200:048","父が以前お土産で貰って、あんまり美味しかったから取り寄せたんです！　佐和良義先輩も気に入って貰えたみたいで良かった！","04200:048",""
"01a_04200.bin.json:51","04200:051","とても美味しいわと上品に食す宝珠先輩を目にして、気のせいなのかなとも思う。でも、","04200:051",""
"01a_04200.bin.json:52","04200:052","……[#]やっぱりどこか変。","04200:052",""
"01a_04200.bin.json:54","04200:054","アリス？","04200:054",""
"01a_04200.bin.json:57","04200:057","あ、いえ、何でもないです。宝珠先輩！","04200:057",""
"01a_04200.bin.json:60","04200:060","んん？　宝珠先輩……？","04200:060",""
"01a_04200.bin.json:62","04200:062","３つ目を食べる手を止め、ぐっとわたしへ身を乗り出した。","04200:062",""
"01a_04200.bin.json:64","04200:064","今、宝珠先輩って言ったよね？","04200:064",""
"01a_04200.bin.json:66","04200:066","え、うん。そうだけど……。","04200:066",""
"01a_04200.bin.json:70","04200:070","いつの間にそんなに仲良くなったの！？　佐和良義先輩は名前呼びを許してるんですか！？","04200:070",""
"01a_04200.bin.json:72","04200:072","ええ。私がそう呼んでほしいと言ったの。","04200:072",""
"01a_04200.bin.json:75","04200:075","え！？　ぅぅ……！　アリスって名前呼びをして貰っているのも羨ましいのに、また差を付けられて……！　一体、何をしたら心を開いてくれたの！？","04200:075",""
"01a_04200.bin.json:78","04200:078","そんな野生動物みたいに、と思いつつもあの保健室でのやり取りを話す訳にはいかない。ただ苦笑を口に浮かべるのみだ。","04200:078",""
"01a_04200.bin.json:80","04200:080","あたしもおやつを持ってきてるけど手作りじゃないし……。その差……？","04200:080",""
"01a_04200.bin.json:82","04200:082","天を仰ぐようにして自問する幼馴染みへ――宝珠先輩は心此処にあらずといった顔つきから、ようやく感情を、疑問符をうっすらと顔に浮かべた。","04200:082",""
"01a_04200.bin.json:84","04200:084","一度聴いてみたかったのだけど――。","04200:084",""
"01a_04200.bin.json:86","04200:086","え、はい？　あたしですか？","04200:086",""
"01a_04200.bin.json:88","04200:088","ええ。穂高さんは私のことを気に入ってくれているようだけれど、どこに惹かれているの。","04200:088",""
"01a_04200.bin.json:90","04200:090","直球の問いに慌て驚く――と、思っていたメイは目を瞬かせただけで快活に笑い、","04200:090",""
"01a_04200.bin.json:92","04200:092","あたしが佐和良義先輩に憧れているのは茶道をしている先輩にです。立ち居振る舞いというか、着物を着こなして凛としているその姿に憧れているんです。","04200:092",""
"01a_04200.bin.json:94","04200:094","と言った。","04200:094",""
"01a_04200.bin.json:96","04200:096","……[#]そう。茶道の所作に。","04200:096",""
"01a_04200.bin.json:98","04200:098","何故だか一瞬、酷く悲しげな光を目に浮かべた。けれど、それは星の瞬きよりも短く、メイも、もしかしたら宝珠先輩自身も気付いていないほどだった。","04200:098",""
"01a_04200.bin.json:99","04200:099","アリスは――。","04200:099",""
"01a_04200.bin.json:102","04200:102","呼び掛けられはしたけれど、続く言葉は発せられなかった。でも、","04200:102",""
"01a_04200.bin.json:103","04200:103","容姿が素敵","04200:103",""
"01a_04200.bin.json:105","04200:105","雰囲気が好き","04200:105",""
"01a_04200.bin.json:107","04200:107","何を問おうとしているのかは分かった。わたしは、","04200:107",""
"01a_04200.bin.json:109","04200:109","――わたしは、宝珠先輩を素敵だと思っています。こんなに美人なひと見たことないです！","04200:109",""
"01a_04200.bin.json:111","04200:111","わたしにも何処に惹かれているのか訊ねられている気がしてそう答えたのだ。","04200:111",""
"01a_04200.bin.json:112","04200:112","そう……。","04200:112",""
"01a_04200.bin.json:114","04200:114","宝珠先輩は戸惑いながらもうっすらと笑みを浮かべてくれた。良かったのだろうか？","04200:114",""
"01a_04200.bin.json:115","04200:115","だよね。初めて見たときびっくりして固まったし！","04200:115",""
"01a_04200.bin.json:117","04200:117","腑に落ちないながらも、メイの追従に薄く頷いた。","04200:117",""
"01a_04200.bin.json:119","04200:119","宝珠先輩が何を訊きたいのか察したわたしは、","04200:119",""
"01a_04200.bin.json:121","04200:121","確かに宝珠先輩って目を惹きますよね。","04200:121",""
"01a_04200.bin.json:123","04200:123","そう……かしら。","04200:123",""
"01a_04200.bin.json:126","04200:126","はい。何て言うか個が定まっているというか、自分だけの世界を持っているみたいで……。わたしは結構、流されやすいところがあるんで憧れます。","04200:126",""
"01a_04200.bin.json:128","04200:128","そう……アリスはそう思ってくれていたのね。","04200:128",""
"01a_04200.bin.json:130","04200:130","蕾が綻ぶようにふっと笑みが零れ、わたしは心の内でほっとした。","04200:130",""
"01a_04200.bin.json:131","04200:131","でも、一番好きなのはこうして皆で、お茶をしているときです。","04200:131",""
"01a_04200.bin.json:134","04200:134","あ、それはあたしも！","04200:134",""
"01a_04200.bin.json:136","04200:136","そうね……。","04200:136",""
"01a_04200.bin.json:138","04200:138","宝珠先輩が纏っているものが少しだけ和らいだように思え、心を重くしていた目方をひとつ減らし、マロングラッセを頬張った。秋の風味に思わず口元がほころぶ。と、","04200:138",""
"01a_04200.bin.json:140","04200:140","アリスも口に合ったみたいで良かった。久しぶりの部活で奮発した甲斐があったよ。","04200:140",""
"01a_04200.bin.json:142","04200:142","言う幼馴染みへ、お小遣いから出したの？　と急ぎ食べ終えると問う。","04200:142",""
"01a_04200.bin.json:143","04200:143","そりゃ、久しぶりに佐和良義先輩の顔を見られるんだからはり込んだよ。で、見合うだけのものは貰ったかな。","04200:143",""
"01a_04200.bin.json:145","04200:145","視線で促すその先には、いつの間にか空になった皿が。宝珠先輩は{殊/こと}の{外/ほか}お気に召したらしい。","04200:145",""
