"location","source","target","id","developer_comments"
"01a_01602.bin.json:3","01602:003","一章","01602:003",""
"01a_01602.bin.json:4","01602:004","選んだ刹那、ちりと嫌な予感がした。","01602:004",""
"01a_01602.bin.json:5","01602:005","でも、","01602:005",""
"01a_01602.bin.json:7","01602:007","佐和良義先輩へ促され、わたしは自分が選んだ隠し場所へと赴き――","01602:007",""
"01a_01602.bin.json:10","01602:010","他人が見た夢の話を聞いているみたいだ、と思った。","01602:010",""
"01a_01602.bin.json:13","01602:013","体育教師がこれから行うスポーツについて怪我をしないよう注意点を話してはいるが、わたしの耳にはまったく這入ってこなかった。","01602:013",""
"01a_01602.bin.json:14","01602:014","耳に今も残るのは嘲り声。","01602:014",""
"01a_01602.bin.json:15","01602:015","あの日、自分が誤った選択肢を選んだ所為で、皆の心にしこりを残してしまった。","01602:015",""
"01a_01602.bin.json:16","01602:016","佐和良義先輩のお陰で経緯は分かったものの、動機を明かすことが上手くいかなかったのだ。","01602:016",""
"01a_01602.bin.json:17","01602:017","雑に明かされた真意は、伝わりかたを誤った。","01602:017",""
"01a_01602.bin.json:18","01602:018","その所為で――","01602:018",""
"01a_01602.bin.json:20","01602:020","アリス","01602:020",""
"01a_01602.bin.json:21","01602:021","『皆を不幸にしてしまった……』","01602:021",""
"01a_01602.bin.json:23","01602:023","重い気持ちを抱え、気持ちとは真逆の胸のすくほど青く高い秋空を眺め、わたしは大きなため息を吐いた…………。","01602:023",""
