"location","source","target","id","developer_comments"
"01a_02400.bin.json:2","02400:002","二章","02400:002",""
"01a_02400.bin.json:3","02400:003","――木野ゆり香さんが学校に来なくなって３日が過ぎた。","02400:003",""
"01a_02400.bin.json:6","02400:006","講堂で“大嫌い”だと言われた次の日、彼女が欠席しているのを知って動揺した。","02400:006",""
"01a_02400.bin.json:7","02400:007","わたしの所為なのではないのかと。","02400:007",""
"01a_02400.bin.json:8","02400:008","１日目は、自分が木野さんへしたことを挙げ思い悩み、","02400:008",""
"01a_02400.bin.json:9","02400:009","２日目は、さらなる動揺と猜疑心が芽生えた。","02400:009",""
"01a_02400.bin.json:10","02400:010","講堂で、","02400:010",""
"01a_02400.bin.json:11","02400:011","“……私、貴女のことが大嫌い”","02400:011",""
"01a_02400.bin.json:12","02400:012","と言い放った彼女。","02400:012",""
"01a_02400.bin.json:13","02400:013","その言葉にいたる前、","02400:013",""
"01a_02400.bin.json:14","02400:014","“……神田さんは……いいわよね”","02400:014",""
"01a_02400.bin.json:15","02400:015","“……誰からも……愛されてきたんでしょう？”","02400:015",""
"01a_02400.bin.json:16","02400:016","と言ったのだ。","02400:016",""
"01a_02400.bin.json:17","02400:017","少ない言葉の意味を考えたとき、わたしが“彼女から何かを奪った”のでは？　と思った。","02400:017",""
"01a_02400.bin.json:18","02400:018","でも、","02400:018",""
"01a_02400.bin.json:20","02400:020","アリス","02400:020",""
"01a_02400.bin.json:21","02400:021","『彼女から奪う？』","02400:021",""
"01a_02400.bin.json:23","02400:023","何を？","02400:023",""
"01a_02400.bin.json:24","02400:024","合唱祭の伴奏なら期せずして競うことになったけれど、わたしではなく木野さんが選ばれた。","02400:024",""
"01a_02400.bin.json:25","02400:025","他に奪うで連想したのはクラスでの認知だけれど、そもそも彼女の友人たちとは接点がない。嫉妬されるようなこと何てものもない。","02400:025",""
"01a_02400.bin.json:26","02400:026","{懊悩/おうのう}し、考え抜いても答えが出なかったわたしは――","02400:026",""
"01a_02400.bin.json:27","02400:027","３日目を迎え、やはり学校へと来なかった事実に――心の底から不安になった。わたしの所為で登校拒否にでもなったら？　と。","02400:027",""
"01a_02400.bin.json:28","02400:028","だから――……","02400:028",""
"01a_02400.bin.json:33","02400:033","メイ","02400:033",""
"01a_02400.bin.json:34","02400:034","様子がおかしかったのは、そういう理由があったから……。","02400:034",""
"01a_02400.bin.json:37","02400:037","伝えまいと決めていた幼馴染みへ話し、","02400:037",""
"01a_02400.bin.json:39","02400:039","春日","02400:039",""
"01a_02400.bin.json:40","02400:040","まさか木野さんがそんなきついことを言うなんてね……。","02400:040",""
"01a_02400.bin.json:42","02400:042","信頼している友人へと話してしまったのだ。","02400:042",""
"01a_02400.bin.json:44","02400:044","わたしが何か怒らせるようなことをしたと思うの、だから――。","02400:044",""
"01a_02400.bin.json:47","02400:047","ん？　だからって？","02400:047",""
"01a_02400.bin.json:49","02400:049","こめかみを指で弄りながらメイが問う。怒りでなく当惑が顔に出ているのをみてほっとする。","02400:049",""
"01a_02400.bin.json:51","02400:051","だから、木野さんの家に怒鳴り込みにいかないでってことでしょ。","02400:051",""
"01a_02400.bin.json:54","02400:054","危惧していることを言って貰え、戸惑うメイを友人と一緒に見遣った。メイは目を瞬かせ、","02400:054",""
"01a_02400.bin.json:55","02400:055","もしかして、あたしがアリスに何をした！　って殴りに行くとでも思ってたわけ？　さすがにそこまで直情型じゃないよ。","02400:055",""
"01a_02400.bin.json:57","02400:057","と言った。","02400:057",""
"01a_02400.bin.json:58","02400:058","本当に……？","02400:058",""
"01a_02400.bin.json:61","02400:061","え、本気で心配してるの？","02400:061",""
"01a_02400.bin.json:64","02400:064","だって、と以前食堂で嫌がらせを受けたなら、やっつけてやると話した事を言う。幼馴染みは猫っ毛の髪をガシガシと掻きながら、","02400:064",""
"01a_02400.bin.json:65","02400:065","確かにそういったけど、それは理由がただの遊びの延長でとか、イジリが笑えなくなってきたとかだよ。","02400:065",""
"01a_02400.bin.json:68","02400:068","話を聞くと、木野さんは大人しい……っていうより内気な感じの子で、しかも恨まれる理由も見当たらないんだろ？　それなら――まず嫌う訳を知ってからだ。","02400:068",""
"01a_02400.bin.json:72","02400:072","……[#]意外と理性的で驚いた。","02400:072",""
"01a_02400.bin.json:74","02400:074","ええ……。一体、どんな目であたしを見てるんだよ。","02400:074",""
"01a_02400.bin.json:77","02400:077","神田さん絡みだと瞬間湯沸かし器なイメージがあったから。","02400:077",""
