"location","source","target","id","developer_comments"
"01a_04601.bin.json:3","04601:003","四章","04601:003",""
"01a_04601.bin.json:4","04601:004","何度もこうだと頭の中でまとめた推察。でも、","04601:004",""
"01a_04601.bin.json:6","04601:006","アリス","04601:006",""
"01a_04601.bin.json:7","04601:007","『……どこか妙な引っ掛かりを感じる』","04601:007",""
"01a_04601.bin.json:9","04601:009","大筋では間違っていないけれど、何か大切な見落としがあるような……。","04601:009",""
"01a_04601.bin.json:10","04601:010","夕陽を睨み、抜けている穴が……微風がどこから吹いているか考える。どこが欠けて隙間風が吹いているのか。","04601:010",""
"01a_04601.bin.json:11","04601:011","茜色が瞳に広がり、思考は付箋をしていた謎をさらっていく。","04601:011",""
"01a_04601.bin.json:14","04601:014","唐突に防風林を揺らす通り風の音に意識が戻される。視界は戻りオレンジに染まった教室へ戻された。","04601:014",""
"01a_04601.bin.json:16","04601:016","いけない……！","04601:016",""
"01a_04601.bin.json:18","04601:018","教室の掛け時計を目にした私は、時間が迫っていることを知る。遅くなって文句を言う人ではないけど、約束を守れない人の言葉なんて重みはないに等しいのだ。","04601:018",""
"01a_04601.bin.json:19","04601:019","わたしは急ぎ、茶道部部室へ向け足を向けた――。","04601:019",""
"01a_04601.bin.json:22","04601:022","“バスに全員は乗せられない。選ぶしかないんだ”","04601:022",""
"01a_04601.bin.json:26","04601:026","恵理","04601:026",""
"01a_04601.bin.json:27","04601:027","どうしたのアリス？　眠くなっちゃった？","04601:027",""
"01a_04601.bin.json:30","04601:030","え、ぁ……平気、何かぼうっとしちゃって。","04601:030",""
"01a_04601.bin.json:33","04601:033","放課後の食堂。","04601:033",""
"01a_04601.bin.json:34","04601:034","昼食のような料理はでないけれど、飲み物は買い飲食することができる。試験の勉強などで使う人も多い人気の場所だ。","04601:034",""
"01a_04601.bin.json:35","04601:035","今のわたしたちがそうなのだけど……。","04601:035",""
"01a_04601.bin.json:37","04601:037","『何で、あんな言葉を……』","04601:037",""
"01a_04601.bin.json:39","04601:039","ふっと姉に言われた言葉が浮かんだ。あれは姉が父に引き取られ、離れ離れになる前の晩のことだ。いやだ、と腕を掴むわたしへ、","04601:039",""
"01a_04601.bin.json:40","04601:040","『バスに全員は乗せられない。選ぶしかないんだ』","04601:040",""
"01a_04601.bin.json:43","04601:043","ゆり香","04601:043",""
"01a_04601.bin.json:44","04601:044","ねぇ、アリスさんどう思う？","04601:044",""
"01a_04601.bin.json:47","04601:047","え、あ、なに？","04601:047",""
"01a_04601.bin.json:49","04601:049","姉の声が現実ではないところへ連れて行ってしまっている……。","04601:049",""
"01a_04601.bin.json:50","04601:050","不意に――唐突ではないだろうゆり香ちゃんに声を掛けられ、間抜けな返しをしてしまった。","04601:050",""
"01a_04601.bin.json:53","04601:053","アリスは、ちゃんとお勉強してるんだよ。","04601:053",""
"01a_04601.bin.json:56","04601:056","さっき少し休憩しようっていったじゃない。もしかして聞いてなかった？","04601:056",""
"01a_04601.bin.json:58","04601:058","隣に座る幼馴染みへ救援の視線を送ると、","04601:058",""
"01a_04601.bin.json:60","04601:060","メイ","04601:060",""
"01a_04601.bin.json:61","04601:061","ほら、ゆり香が拾った子猫のことだよ。なんて名前にしようかって。","04601:061",""
"01a_04601.bin.json:63","04601:063","ああ、と頷く。最近、自宅の庭に遊びに来るようになり、家の中にまで入ってくるようになったから、人懐こさもあり家猫として飼おうとしているのだと少し前に話していたんだっけ。","04601:063",""
"01a_04601.bin.json:64","04601:064","名前を決めようって、そんな大役皆で決めていいの？","04601:064",""
"01a_04601.bin.json:66","04601:066","うん。皆がいいの。私が考えた名前、お母さんから不評で。硬い名前過ぎるって。","04601:066",""
"01a_04601.bin.json:68","04601:068","ゆり香は文学少女だからなぁ。","04601:068",""
"01a_04601.bin.json:72","04601:072","本たくさん読んでるなら名前の候補が多くて良さそうだけどね。でも、何かスリーメン＆ベイビーみたい。","04601:072",""
"01a_04601.bin.json:75","04601:075","随分古い映画を出すね。","04601:075",""
"01a_04601.bin.json:78","04601:078","理解してくれる親友がいるからだよ。","04601:078",""
"01a_04601.bin.json:80","04601:080","言い、快活に笑う。そして、映画を知らない恵理ちゃんに請われて内容を話して聞かせた。","04601:080",""
"01a_04601.bin.json:81","04601:081","なるほど。でも、わたしたちならフォーレディー＆ベイビーじゃない？","04601:081",""
"01a_04601.bin.json:84","04601:084","え？　ああ、恵理を数に入れてなかった。ごめん。","04601:084",""
"01a_04601.bin.json:88","04601:088","何で！？　と声を上げる彼女へ、しっと口元にひとさし指をあて、ガサツだから母親の称号は与えられないなと笑った。","04601:088",""
"01a_04601.bin.json:90","04601:090","そんな――。","04601:090",""
"01a_04601.bin.json:93","04601:093","今みたいに怒るところだぞ。","04601:093",""
"01a_04601.bin.json:96","04601:096","ぐっと詰まる恵理ちゃんに、ゆり香ちゃんが口元を隠し笑う。ますます仲が深まり、仲良くなった三人の親友たち。","04601:096",""
"01a_04601.bin.json:97","04601:097","『――でも、どこか空虚に感じる』","04601:097",""
"01a_04601.bin.json:100","04601:100","どれだけ親友たちと語らっても、","04601:100",""
"01a_04601.bin.json:101","04601:101","大声で笑ったとしても、","04601:101",""
"01a_04601.bin.json:102","04601:102","思い出が増えていったとしても、","04601:102",""
"01a_04601.bin.json:103","04601:103","心の奥、芯の部分は冷え、冬の風が吹き荒んでいた。","04601:103",""
"01a_04601.bin.json:104","04601:104","わたしの心の真ん中にいた“彼女”が居なくなってしまったから。","04601:104",""
"01a_04601.bin.json:105","04601:105","――あの日、欠けていた穴をそのままにしていたから。","04601:105",""
"01a_04601.bin.json:106","04601:106","“彼女”へ語った推察はそれだけでは足らず、頑なな心を動かすことはできなかった。","04601:106",""
"01a_04601.bin.json:107","04601:107","わたしの所為で部はなくなり、彼女だって――……","04601:107",""
"01a_04601.bin.json:109","04601:109","アリス……？","04601:109",""
"01a_04601.bin.json:111","04601:111","ぁ、うん。大丈夫……。","04601:111",""
"01a_04601.bin.json:113","04601:113","何が？　と問い掛けている瞳。わたしは心配を掛けないように嘘の微笑みを作った。","04601:113",""
"01a_04601.bin.json:114","04601:114","姉が別れの前日に告げた言葉。","04601:114",""
"01a_04601.bin.json:115","04601:115","わたしが乗り込むバスには大切な親友が三人乗り込んでくれた。","04601:115",""
"01a_04601.bin.json:116","04601:116","車内はとてもにぎやかで、理想のひとつとして思い描いていた通りだ。","04601:116",""
"01a_04601.bin.json:117","04601:117","でも、","04601:117",""
"01a_04601.bin.json:118","04601:118","……[#]貴女だけがいない。","04601:118",""
"01a_04601.bin.json:120","04601:120","不意に浮かぶ涙を見せまいと、顔を伏せ笑った振りをする。","04601:120",""
"01a_04601.bin.json:121","04601:121","きっとわたしの秋は留まったまま終わることはないだろう。","04601:121",""
"01a_04601.bin.json:122","04601:122","冷えた涙を膝の上に受けながら、佐和良義宝珠の名前を囁くように口にした…………。","04601:122",""
