"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_04601.bin.json:3","四章","第四章","04601:003","False","","","

第四章

第四章"
"01a_04601.bin.json:4","何度もこうだと頭の中でまとめた推察。でも、","无数次在脑海中总结了这样的推测。但是，","04601:004","False","","","

无数次在脑海中总结了这样的推测。但是，

我在脑海中反复这样总结的推测。但是"
"01a_04601.bin.json:6","アリス","爱丽丝","04601:006","False","","","

爱丽丝

爱丽丝"
"01a_04601.bin.json:7","『……どこか妙な引っ掛かりを感じる』","“……总觉得有点奇怪”","04601:007","False","","","爱丽丝

“……总觉得有点奇怪”

“……总觉得有一种奇怪的挂念。”"
"01a_04601.bin.json:9","大筋では間違っていないけれど、何か大切な見落としがあるような……。","大体上没有错，但好像有什么重要的疏漏……","04601:009","False","","","

大体上没有错，但好像有什么重要的疏漏……

虽然主要情况没有错，但是好像有什么重要的看漏……"
"01a_04601.bin.json:10","夕陽を睨み、抜けている穴が……微風がどこから吹いているか考える。どこが欠けて隙間風が吹いているのか。","我瞪着夕阳，看到了漏掉的洞……思考微风从哪里吹来。是哪里缺了贼风？","04601:010","False","","","

我瞪着夕阳，看到了漏掉的洞……思考微风从哪里吹来。是哪里缺了贼风？

盯着夕阳，掉下来的洞……我在想微风是从哪里吹的。哪里缺了贼风？"
"01a_04601.bin.json:11","茜色が瞳に広がり、思考は付箋をしていた謎をさらっていく。","暗红色在眼眸中蔓延，思考带走了贴在便笺上的谜团。","04601:011","False","","","

暗红色在眼眸中蔓延，思考带走了贴在便笺上的谜团。

茜色在瞳孔中扩散，思考将便签的谜团解开。"
"01a_04601.bin.json:14","唐突に防風林を揺らす通り風の音に意識が戻される。視界は戻りオレンジに染まった教室へ戻された。","突然摇动防风林的大街风的声音使意识恢复。视野回到了被染成橙色的教室。","04601:014","False","","","

突然摇动防风林的大街风的声音使意识恢复。视野回到了被染成橙色的教室。

突然听到吹拂防风林的风声，意识又恢复了。视线又回到了被染成橙色的教室。"
"01a_04601.bin.json:16","いけない……！","不行……！","04601:016","False","","","爱丽丝

不行……！

不行……！"
"01a_04601.bin.json:18","教室の掛け時計を目にした私は、時間が迫っていることを知る。遅くなって文句を言う人ではないけど、約束を守れない人の言葉なんて重みはないに等しいのだ。","看到教室里的挂钟的我，知道时间在迫近。虽然不是迟到抱怨的人，但是不能遵守约定的人的话就等于没有分量了。","04601:018","False","","","

看到教室里的挂钟的我，知道时间在迫近。虽然不是迟到抱怨的人，但是不能遵守约定的人的话就等于没有分量了。

我看了看教室的挂钟，知道时间快到了。虽然不会因为迟到而发牢骚，但不能遵守约定的人的话就等于没有分量。"
