"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_04200.bin.json:3","四章","第四章","04200:003","False","","","

第四章

第四章"
"01a_04200.bin.json:4","――生徒会の者が？","——学生会的人？","04200:004","False","","","

——学生会的人？

——学生会的人？"
"01a_04200.bin.json:5","と、何処か心此処にあらずと言った風の宝珠先輩が言った。","风之宝珠前辈说，心不在此。","04200:005","False","","","

风之宝珠前辈说，心不在此。

风之宝珠前辈说，哪里不是心在这里。"
"01a_04200.bin.json:8","宝珠","宝珠","04200:008","False","","","

宝珠

宝珠"
"01a_04200.bin.json:9","一体何を訊かれたの。","你到底问了什么？","04200:009","False","","","宝珠

你到底问了什么？

到底问了什么？"
"01a_04200.bin.json:12","和皿へ綺麗に盛られたマロングラッセを爪楊枝で今まさに刺そうとしていたメイは、その姿で硬直すると、","现在正打算用牙签刺在和式盘子里漂亮盛着的马龙奶昔的小明，以那个姿态僵硬的话，","04200:012","False","","","

现在正打算用牙签刺在和式盘子里漂亮盛着的马龙奶昔的小明，以那个姿态僵硬的话，

小明正准备用牙签刺一下整齐地盛在盘子里的马隆玻璃杯，这时她突然僵住了。"
"01a_04200.bin.json:14","メイ","小明","04200:014","False","","","

小明

小明"
"01a_04200.bin.json:15","茶道部に所属しているのかどうかです。あの――ええと、","是否属于茶道部。那个——嗯，","04200:015","False","","","小明

是否属于茶道部。那个——嗯，

是否属于茶道部。那个——嗯……"
"01a_04200.bin.json:19","アリス","爱丽丝","04200:019","False","","","

爱丽丝

爱丽丝"
"01a_04200.bin.json:20","生徒会執行役員の筒森飛鳥という人でした。妙な雰囲気で訊ねてきたので構えてしまったんですけど……。","是学生会执行董事筒森飞鸟。因为她在奇怪的气氛下问我，所以我已经准备好了……","04200:020","False","","","爱丽丝

是学生会执行董事筒森飞鸟。因为她在奇怪的气氛下问我，所以我已经准备好了……

是学生会执行董事筒森飞鸟。因为是在奇怪的气氛中问的，所以就准备好了……"
"01a_04200.bin.json:22","結局は茶道部に所属しているって言ったら帰っちゃったよな、と硬直を解きマロングラッセを頬張りながら言った。","结果说是属于茶道部的话就回去了吧，一边大口大口吃着栗子奶昔一边说。","04200:022","False","","","

结果说是属于茶道部的话就回去了吧，一边大口大口吃着栗子奶昔一边说。

最后，我说自己是茶道部的，她就回去了。我一边大口大口地吃着龙舌架，一边缓解僵硬。"
"01a_04200.bin.json:24","生徒会が……そう……。","学生会……是吗……","04200:024","False","","","宝珠

学生会……是吗……

学生会……是的……"
