"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_01200.bin.json:2","一章","第一章","01200:002","False","","","

第一章

一章"
"01a_01200.bin.json:3","――昨日の夜から、登校中も頭の中の靄は晴れることがなかった。","——从昨天晚上开始，上学途中头脑中的雾霭一直没有散去。","01200:003","False","","","

——从昨天晚上开始，上学的时候脑子里的雾霭也没有放晴。

——从昨天晚上开始，上学途中头脑中的雾霭一直没有散去。"
"01a_01200.bin.json:8","アリス","爱丽丝","01200:008","False","","","

爱丽丝

爱丽丝"
"01a_01200.bin.json:9","『……退部届の件』","“……退部申请书的事”","01200:009","False","","","爱丽丝

“……退部申请书”

“……退部申请的事。”"
"01a_01200.bin.json:12","昨日、部活を切り上げ、急ぎメイの自宅へと向かい押し掛けた。","昨天，社团活动结束后，我急忙去了小明的家。","01200:012","False","","","

昨天，社团活动结束后，急忙去了小明的家。

昨天，我结束社团活动，急急忙忙跑到小明家。"
"01a_01200.bin.json:13","初めはわたしを見ても軽口しか言わなかった親友だけど、硬い表情をしていたのを見て取ったのだろう自分から退部届のことを切り出した。","我的好朋友看到我时，最初只是说些俏皮话，看到我表情僵硬，才说出自己主动提出了退部申请。","01200:013","False","","","

最初是即使看到我也只会说些轻言的好朋友，但可能是看到她表情僵硬吧，自己提出了退部申请。

刚开始看到我也只会随便说说的好朋友，看到我表情僵硬，主动提出了退部申请。"
"01a_01200.bin.json:14","メイは自分がやったことでないのに既に部ではそう決まっており、そしていつの間にかなあなあになって許してやろうとなっている空気が堪えられないのだと言った。","明明不是小明自己做过的事情，但是部里已经决定了，然后不知什么时候开始就变成了那样，无法原谅她的气氛让人受不了。","01200:014","False","","","

小明明明不是自己做过的事情，但是部里已经决定了，然后不知什么时候开始就变成了那样，想要原谅她的气氛让人受不了。

小明说，虽然不是自己做的事，但社团里已经这么决定了，而且不知不觉间就变成了一种无所谓的气氛，让她无法忍受。"
"01a_01200.bin.json:15","だったら、誤解を解こう！　と宣言するわたしへ、そんな魔法のような言葉は持っていないと答えたのだ。オズの魔法使いみたいに何でも叶うなんて事はないんだよ、と。","“那么，就解开误会吧！”我这样宣告。她回答说“没有那种魔法般的语言”。不可能像绿野仙踪那样什么都能实现。","01200:015","False","","","

那么，就解开误会吧！我这样宣言，她回答说没有那种魔法般的语言。没有像奥兹的魔法使那样什么都能实现的事。

那就消除误会吧！对这样的我，她回答说，我没有那种魔法般的语言。不可能像绿野仙踪一样什么都能实现。"
"01a_01200.bin.json:16","諦めきった表情が嫌だった。利口そうに納得している顔なんて見たくなかった……。","我讨厌那种彻底放弃的表情。我不想看到她讨好似的接受的表情……","01200:016","False","","","

我讨厌放弃的表情。我不想看到她那聪明地接受的脸……

我讨厌那种彻底放弃的表情。我不想看到她聪明地接受的表情……"
"01a_01200.bin.json:18","魔法なんて使えないけど、そこは頭を捻ってなんとかすれば……。","虽然不能使用魔法，但是如果绞尽脑汁想办法的话……","01200:018","False","","","爱丽丝

虽然不会使用魔法，但只要想办法……

虽然不能使用魔法，但是如果绞尽脑汁想办法的话……"
"01a_01200.bin.json:21","春日＠？？？","春日＠？？？","01200:021","False","","","

春日＠？？？

春日＠？？？"
"01a_01200.bin.json:22","何とかって？","怎么啦？","01200:022","False","","","春日

怎么说？

什么办法？"
"01a_01200.bin.json:24","不意に頭の上から声を投げかけられ、目を瞬かせ見上げる。","突然，头顶传来一个声音，我瞬间抬起头。","01200:024","False","","","

突然从头上被人搭话，眼睛瞬间抬头看。

突然，头顶传来一个声音，她眨了眨眼抬起头。"
"01a_01200.bin.json:27","いつの間にか前の席のクラスメイト、春日さんが机の傍らに立ち心配そうに眉根を寄せ、わたしを見詰めていた。","不知什么时候，前排的同学春日站在桌子旁，皱起眉头，担心地凝视着我。","01200:027","False","","","

不知什么时候，前面座位上的同学春日站在桌子旁，担心地皱起眉头，凝视着我。

不知何时，前排的同学春日站在桌旁，皱起眉头，担心地看着我。"
"01a_01200.bin.json:28","春日","春日","01200:028","False","","","

春日

春日"
"01a_01200.bin.json:29","何か困っていることがあるの？","你有什么困扰的事吗？","01200:029","False","","","春日

你有什么困扰的事吗？

有什么困难吗？"
"01a_01200.bin.json:32","え？","诶？","01200:032","False","","","爱丽丝

诶？

呃？"
"01a_01200.bin.json:35","なんでって顔しているけど、自分の席に座ったと思ったらすごく悩んでいる顔をしているんだもん。気付くよ。","虽然你的表情在疑惑我怎么会知道，但是你一坐在自己的座位上开始思考，就露出了非常烦恼的表情。我当然会注意到的。","01200:035","False","","","春日

虽然脸上长着什么，但是一想到坐在自己的座位上，就露出了非常烦恼的表情。我会注意到的。

你一副为什么的表情，我刚坐到你的座位上，你就一副很烦恼的表情。你会注意到的。"
"01a_01200.bin.json:39","そんなに悩んでいた表情をしていたのかとペタペタと顔に触れる。破顔した春日さんは優しく肩に手を掛けてくれた。","“原来我的表情那么烦恼啊。”我啪嗒啪嗒地摸着自己的脸。笑着的春日温柔地把手搭在我的肩膀上。","01200:039","False","","","

脸上突然摸到了脸，她是不是有那么烦恼的表情。破颜的春日温柔地把手搭在了肩上。

“原来你的表情那么烦恼啊。”我啪嗒啪嗒地摸着她的脸。笑着的春日温柔地把手搭在我的肩膀上。"
"01a_01200.bin.json:42","何を悩んでいるのか知らないけど、何か困ってるなら――そうだ！","虽然不知道在烦恼什么，但是如果你遇到什么困难的话——对了！","01200:042","False","","","春日

虽然不知道在烦恼什么，但是如果有什么困难的话——是的！

虽然不知道你在烦恼什么，但如果有什么困扰的话——没错！"
"01a_01200.bin.json:44","とっておきを思いついたようにぱっと表情を明るくさせた。","像是想到了什么要紧的事似的，表情一下子明朗起来。","01200:044","False","","","

象想到了预先准备一样地使表情明亮起来。

像是想到了什么要紧的事似的，表情一下子明朗起来。"
"01a_01200.bin.json:45","実は最近噂になっていることがあってね。それなら悩みを解決してくれるかも！","其实最近有传闻呢。那样的话也许能解决烦恼！","01200:045","False","","","春日

其实最近有传闻呢。那样的话也许能解决烦恼！

其实最近有个传闻。那样的话也许能解决烦恼！"
"01a_01200.bin.json:47","降って湧いた幸運に、春日さんへそれは何かと問う。彼女は――……","面对从天而降的幸运，我问春日是怎么回事。而她——……","01200:047","False","","","

对于下起的幸运，春日同学问了什么。她……

面对从天而降的幸运，我问春日是什么。她是——……"
"01a_01200.bin.json:49","――一日千秋の思いで機会を窺っていたわたしは、","——以一日千秋的心情寻找机会的我，","01200:049","False","","","

——怀着一天千秋的心情窥探机会的我，

——以一日千秋的心情寻找机会的我。"
"01a_01200.bin.json:50","ホームルームを終える担任の声が聞こえた瞬間、バッグを片手に教室を飛び出していた。","在班会结束的瞬间，一只手拿着包冲出了教室。","01200:050","False","","","

在班会结束的瞬间，我一只手拿着包冲出了教室。

当听到班主任结束家庭房间的声音时，她单手拿着包从教室里跑了出来。"
"01a_01200.bin.json:54","話が長い先生の所為で廊下には別のクラスの生徒たちの姿があり、その中に――……","因为老师的讲话太长，走廊里已经有别的班的学生们了，其中——……","01200:054","False","","","

因为老师说话很长，走廊里有别的班的学生们，其中有……

因为老师说话太长，走廊里出现了其他班级的学生，其中——……"
"01a_01200.bin.json:56","メイ！","小明！","01200:056","False","","","爱丽丝

小明！

小明！"
