"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_03100.bin.json:2","三章","第三章","03100:002","False","","","

第三章

三章"
"01a_03100.bin.json:3","まるで遠くからの声に耳を澄ませているように思えた。","仿佛在侧耳倾听来自远方的声音。","03100:003","False","","","

仿佛在侧耳倾听来自远方的声音。

我觉得好像在倾听远方的声音。"
"01a_03100.bin.json:6","聴いていますか、と訊ねられたことで水面に滴が落ち、波紋が広がるようにようにしてゆっくりと佐和良義宝珠は覚醒していった。","当被问到“你在听吗？”时，水滴掉到水面上，为了扩大波纹，佐和良义宝珠慢慢地觉醒了。","03100:006","False","","","

当被问到你在听吗时，水滴掉到水面上，为了扩大波纹，佐和良义宝珠慢慢地觉醒了。

佐和良义宝珠被问“在听吗”，水滴落在水面上，波纹扩散开来，慢慢地清醒过来。"
"01a_03100.bin.json:7","ぼうっと部室を目にし、メイを、恵理ちゃんを、木野さんを流し見してから、わたしを視界に入れると美しい瞳が現実へと戻ってきたのだ。","呆呆地看了看活动室，看了小明、惠理、木野之后，把我放进视野，美丽的眼睛回到了现实。","03100:007","False","","","

呆呆地看了看活动室，看了小明、惠理、木野之后，把我放进视野，美丽的眼睛回到了现实。

看着木野同学，看着小明，惠理，然后把我放进视野，美丽的眼睛又回到了现实中。"
"01a_03100.bin.json:10","宝珠","宝珠","03100:010","False","","","

宝珠

宝珠"
"01a_03100.bin.json:11","神田さん……。","神田同学……","03100:011","False","","","宝珠

神田同学……

神田さん……"
"01a_03100.bin.json:14","アリス","爱丽丝","03100:014","False","","","

爱丽丝

爱丽丝"
"01a_03100.bin.json:15","あの、もしかして調子が悪いのですか？","请问，是不是身体不舒服？","03100:015","False","","","爱丽丝

请问，是不是身体不舒服？

请问，是不是身体不舒服？"
"01a_03100.bin.json:18","……[#]いえ、そうではないの。ただ少し、","……[#]不，不是那样的。只是有点，","03100:018","False","","","宝珠

……[#]不，不是那样的。只是有点

……[#]不，不是这样的。只是有一点，"
"01a_03100.bin.json:22","そう言い、何故だかわたしの顔を凝っと見詰め――ふっと顔を背けた。","她这么说着，不知为何盯着我的脸——突然把脸背了过去。","03100:022","False","","","

她这么说着，不知为何盯着我的脸——突然把脸背了过去。

这样说着，不知为何凝视着我的脸——突然把脸背了过去。"
"01a_03100.bin.json:23","……[#]夢のことを思い返していただけ。","……[#]只是回想着梦想而已。","03100:023","False","","","宝珠

……[#]只是回想着梦想而已。

……[#]只是回想起了梦。"
"01a_03100.bin.json:25","呟き声を耳にしていたメイは、聞いてたんじゃないですか、と楽しげに声を上げた。","听到碎碎念的声音的小明开心地说，是不是在听呢。","03100:025","False","","","

听到碎碎念的声音的小明开心地说，是不是在听呢。

小明听到了她的低语，开心地说：“你不是也听到了吗？”"
"01a_03100.bin.json:27","メイ","小明","03100:027","False","","","

小明

小明"
"01a_03100.bin.json:28","今、夢のことを話してたんですよ。恵理の夢が少年みたいな事と、ゆり香の夢が意外だって話してたところなんです。","现在，我在说梦的事情。惠理的梦想像少年一样，友理香的梦想意外地说了出来。","03100:028","False","","","小明

现在，我在说梦的事情。惠理的梦想像少年一样，友理香的梦想意外地说了出来。

刚才说了梦的事。惠理的梦想是少年，友理香的梦想是意外。"
"01a_03100.bin.json:31","恵理ちゃんは抗議するように手を挙げ、","惠理举手抗议，","03100:031","False","","","

惠理举手抗议，

惠理举着手表示抗议。"
"01a_03100.bin.json:33","木野さんは恥ずかしそうに俯いた。","木野害羞地低着头。","03100:033","False","","","

木野害羞地低着头。

木野不好意思地低下头。"
"01a_03100.bin.json:34","そう、","对，","03100:034","False","","","

对，

是的"
"01a_03100.bin.json:36","朝の講堂での一件から二週間ほどのときが過ぎていた。","距离早上讲堂那件事已经过去两个星期了。","03100:036","False","","","

距离早上讲堂那件事已经过去两个星期了。

从早上在礼堂发生的事情开始已经过了两周左右了。"
"01a_03100.bin.json:37","佐和良義宝珠へ流浪の民を二人で演奏したことで――木野さんが抱いていたわだかまりは解けたようだった。","为了佐和良义宝珠，两个人演奏了《流浪的人们》——木野同学抱着的隔阂好像解开了。","03100:037","False","","","

在佐和良义宝珠上两个人演奏《流浪的人们》——木野同学抱着的隔阂好像解开了。

两个人一起给佐和良义宝珠流浪的人民演奏——木野同学的心结似乎解开了。"
"01a_03100.bin.json:38","後日、いつものように席で本を読む木野さんへ初めて話し掛けた。初めは戸惑っていたけど、本を閉じ、色々なことを語り合った。","后来，我第一次对像往常一样在座位上看书的木野同学说话。一开始还有些不知所措，后来合上书，聊了很多。","03100:038","False","","","

后来，我第一次对像往常一样在座位上看书的木野同学说话。一开始还有些不知所措，后来合上书，聊了很多。

日后，我第一次和像往常一样在座位上看书的木野同学搭话。一开始虽然很困惑，但是关上书，聊了很多事情。"
"01a_03100.bin.json:39","その所為か読書をする木野さんへ話し掛けてもよいのだという共通認識が生まれ、彼女は友人を増やすことになった。","也许是因为这个原因，产生了可以和正在读书的木野同学搭话的共识，她增加了朋友。","03100:039","False","","","

也许是因为这个原因，产生了可以和正在读书的木野同学搭话的共识，她增加了朋友。

因此，她产生了可以和读书的木野同学搭话的共识，她增加了朋友。"
"01a_03100.bin.json:40","それはわたしにとっての恵理ちゃんのようなものだったのだ。","那对我来说就像惠理一样。","03100:040","False","","","

那对我来说就像惠理一样。

那是我的惠理。"
"01a_03100.bin.json:41","――ともかく、毎日というわけではないけれど、クラスメイトの友人二人は部活動がほぼ終わりになり、歓談の時間になった時をねらい来るようになった。","——总之，虽然不是每天都这样，但是同班同学的两个朋友社团活动基本上结束了，为了达到畅谈的时间而来。","03100:041","False","","","

——总之，虽然不是每天都这样，但是同班同学的两个朋友社团活动基本上结束了，为了达到畅谈的时间而来。

——总之，虽然不是每天都这样，但同班的两个朋友都会在社团活动差不多结束，畅谈的时间到了的时候来。"
"01a_03100.bin.json:43","お二人はどんな夢を持っているのかしら。","你们两位有什么样的梦想呢？","03100:043","False","","","宝珠

你们两位有什么样的梦想呢？

两位有怎样的梦想呢？"
"01a_03100.bin.json:46","恵理はコーンスープをお腹いっぱい飲むことで――。","惠理是吃饱了玉米汤——","03100:046","False","","","小明

惠理是吃饱了玉米汤——

惠理喝了很多玉米汤。"
"01a_03100.bin.json:49","恵理","惠理","03100:049","False","","","

惠理

听说"
"01a_03100.bin.json:50","それは子供の頃の話だって！","那是小时候的事！","03100:050","False","","","春日

那是小时候的事！

听说那是小时候的事了！"
"01a_03100.bin.json:52","ゆり香は映画に携わる仕事がしたいって話してたんです。","友理香说过想从事电影方面的工作。","03100:052","False","","","小明

友理香说过想从事电影方面的工作。

友理香说想从事电影工作。"
"01a_03100.bin.json:55","木野","木野","03100:055","False","","","

木野

木野"
"01a_03100.bin.json:56","……[#]子供みたいな夢ですよね？","……[#]像小孩子一样的梦吧？","03100:056","False","","","木野

……[#]像小孩子一样的梦吧？

……[#]像孩子一样的梦想吧？"
"01a_03100.bin.json:59","いいえ、とても素晴らしい夢だわ。","不，是个非常棒的梦。","03100:059","False","","","宝珠

不，是个非常棒的梦。

不，这是个非常美好的梦。"
