"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_04500.bin.json:3","四章","第四章","04500:003","False","","","

第四章

第四章"
"01a_04500.bin.json:4","佐和良義宝珠が教室の机に座っていると言うことが上手く飲み込めないでいた。","佐和良义宝珠坐在教室的桌子上，这件事没能很好地理解。","04500:004","False","","","

佐和良义宝珠坐在教室的桌子上，这件事没能很好地理解。

佐和良义宝珠坐在教室的桌子上，她无法理解。"
"01a_04500.bin.json:5","文庫本を両手で持ち、首を少しだけ傾げ、水槽の向こう側を見るような目を向け文字を追っていた。","她双手拿着文库本，微微歪着头，用望向水槽另一边的目光追随着文字。","04500:005","False","","","

她双手拿着文库本，微微歪着头，用望向水槽另一边的目光追随着文字。

双手拿着文库本，稍微倾斜一点脖子，朝着看水槽对面的眼睛追着文字。"
"01a_04500.bin.json:6","窓側の席に座る彼女へ祝福するかのように陽が差し込み、印のように艶やかな黒髪を鮮やかに照らしていた。","阳光照进坐在窗边的她，像是在祝福她，鲜明地照在她那如印记般艳丽的黑发上。","04500:006","False","","","

阳光照进坐在窗边的她，像是在祝福她，鲜明地照在她那如印记般艳丽的黑发上。

阳光像是在祝福坐在窗边的她一样，鲜明地照亮了艳丽的黑发。"
"01a_04500.bin.json:7","クラスの級友たちも皆、彼女に注目しているけれど、失礼がないように注視したり、後光の射す美しさについてひそひそ話をすることを控えているようであった。","班上的同学们也都在关注她，但是为了不失礼，似乎也在关注着她，或是在悄悄地谈论着余光照射的美丽。","04500:007","False","","","

班上的同学们也都在关注她，但是为了不失礼，似乎也在关注着她，或是在悄悄地谈论着余光照射的美丽。

班里的同学们也都在注视她，但为了不失礼地注视着她，也不谈论她背后的美丽。"
"01a_04500.bin.json:8","わたしは――少し前に、今となってはずっと過去のようだけれど、此処に訪れたのだと実感した。","我——在不久之前，现在看来似乎已经是很久以前的事了，但我确实来到了这里。","04500:008","False","","","

我——在不久之前，现在看来似乎已经是很久以前的事了，但我确实来到了这里。

我——不久前，虽然现在好像一直是过去，但我切实感受到了她来到了这里。"
"01a_04500.bin.json:9","以前訪れたときは秋は今よりも深まってなく、空気の中に冷たさを感じるほどではなかった、しかし、夕陽の色だけは変わらない。","以前来访的时候秋天没有比现在更深，空气中还没有感到寒冷，但是，只有夕阳的颜色没有改变。","04500:009","False","","","

以前来访的时候秋天没有比现在更深，空气中还没有感到寒冷，但是，只有夕阳的颜色没有改变。

以前来的时候，秋天没有现在深，空气中也没有凉意，但是，只有夕阳的颜色没有变。"
"01a_04500.bin.json:10","夕映えを受け眠っていた机へと向かおうとするけれどあの時とは状況が違う。上級生の方々がいて、わたしの気持ちも変わっている。でも、","在夕阳的映照下，她想走向沉睡的书桌，但现在的状况和那时不同。因为有高年级学生在，我的心情也变了。但是，","04500:010","False","","","

在夕阳的映照下，她想走向沉睡的书桌，但现在的状况和那时不同。因为有高年级学生在，我的心情也变了。但是，

虽然想去受夕阳映照而睡着的桌子，但是和那个时候情况不同。有高年级的同学，我的心情也变了。但是"
"01a_04500.bin.json:11","――さすがに気後れするな、とメイが言ったことに彼女も同じなのだと心持ちを強く持つことができた。","——果然不要胆怯，我很有信心地说她也是一样的。","04500:011","False","","","

——果然不要胆怯，我很有信心地说她也是一样的。

小明说“到底是不要怯场了”，她也一样，于是坚定了自己的想法。"
"01a_04500.bin.json:13","わたしは意を決して、失礼しますと言い、宝珠先輩の教室へと一歩足を踏み込んだのである。","我下定决心，说声“失礼了”，向宝珠前辈的教室迈进一步。","04500:013","False","","","

我下定决心，说声“失礼了”，向宝珠前辈的教室迈进一步。

我下定决心说失礼，一步一步地走进宝珠前辈的教室。"
"01a_04500.bin.json:17","宝珠","宝珠","04500:017","False","","","

宝珠

宝珠"
"01a_04500.bin.json:18","アリス……。それに穂高さんも……。","爱丽丝……而且穗高也……","04500:018","False","","","宝珠

爱丽丝……而且穗高也……

爱丽丝……而且穗高同学也……"
"01a_04500.bin.json:21","メイ","小明","04500:021","False","","","

小明

小明"
"01a_04500.bin.json:22","急に伺ってしまってすみません。","对不起突然拜访您。","04500:022","False","","","小明

对不起突然拜访您。

很抱歉突然来拜访您。"
"01a_04500.bin.json:26","アリス","爱丽丝","04500:026","False","","","

爱丽丝

爱丽丝"
"01a_04500.bin.json:27","すみません。今日は宝珠先輩に質問することがあって伺いました。","对不起。今天我问宝珠前辈，所以问了一下。","04500:027","False","","","爱丽丝

对不起。今天我问宝珠前辈，所以问了一下。

对不起今天我有事要问宝珠前辈。"
"01a_04500.bin.json:30","そう、私に……。","是的，对我……","04500:030","False","","","宝珠

是的，对我……

对，对我……"
"01a_04500.bin.json:32","文庫本を机の上に置き、時計の針に視線を走らせ立ち上がった。","把文库本放在桌子上，视线投向时钟的指针站了起来。","04500:032","False","","","

把文库本放在桌子上，视线投向时钟的指针站了起来。

我把文库本放在桌上，看着时钟的指针站了起来。"
"01a_04500.bin.json:34","此処では話しづらいでしょう。廊下へ出ましょうか。","在这里不方便说吧。到走廊去吧。","04500:034","False","","","宝珠

在这里不方便说吧。到走廊去吧。

在这里很难说吧。要到走廊去吗？"
"01a_04500.bin.json:38","それで私にお話というのは。","你想跟我说什么？","04500:038","False","","","宝珠

你想跟我说什么？

所以我说的话。"
"01a_04500.bin.json:41","本当に茶道部を閉めるつもりなのですか？","真的打算关闭茶道部吗？","04500:041","False","","","小明

真的打算关闭茶道部吗？

你真的打算关掉茶道社吗？"
"01a_04500.bin.json:44","わたしが話し出すよりも早く、予定にはないことを訊ねる。宝珠先輩は、ふっと興味をなくしたように廊下の窓へと視線をやった。","还没等我开口，她就问了一件计划外的事。宝珠前辈突然不感兴趣地望向走廊的窗户。","04500:044","False","","","

还没等我开口，她就问了一件计划外的事。宝珠前辈突然不感兴趣地望向走廊的窗户。

比我说话早，问没有计划的事情。宝珠前辈突然失去了兴趣，把视线投向了走廊的窗户。"
