"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_02500.bin.json:2","二章","第二章","02500:002","False","","","

第二章

第二章"
"01a_02500.bin.json:3","優秀な姉は神に祈ることはしなかった。","优秀的姐姐没有向神祈祷。","02500:003","False","","","

优秀的姐姐没有向神祈祷。

优秀的姐姐没有向神祈祷。"
"01a_02500.bin.json:4","敬虔な基督教徒の母に促されても十字を切ることはなかった。","在虔诚的基督教徒的母亲的催促下，也没有划十字。","02500:004","False","","","

在虔诚的基督教徒的母亲的催促下，也没有划十字。

即使在虔诚的基督教徒母亲的催促下也没有画十字。"
"01a_02500.bin.json:5","神田アリッサには信条、信念とも言える生き方があった。それは、“神に誓うな、自分に誓え”。","神田艾莉莎有着可以说是信条和信念的生活方式。那就是“不要向神发誓，向自己发誓”。","02500:005","False","","","

神田艾莉莎有着可以说是信条和信念的生活方式。那就是“不要向神发誓，向自己发誓”。

神田アリッサには信条、信念とも言える生き方があった。那就是“不要向神发誓，要向自己发誓”。"
"01a_02500.bin.json:6","試練は神の手助けで乗り越えるべきではない。自分自身の手で努力し乗り越えるものだと。","考验不应该靠神的帮助来克服。要靠自己的双手去努力克服。","02500:006","False","","","

考验不应该靠神的帮助来克服。要靠自己的双手去努力克服。

考验不应该靠神的帮助去克服。用自己的手努力克服的东西。"
"01a_02500.bin.json:7","母の宗教的考えは否定しなかったけれど、その生き方だけは変えずわたしにも強いたのだ。","虽然我不否定母亲的宗教思想，","02500:007","False","","","

虽然没有否定母亲的宗教想法，但是我也没有改变这种生活方式，对我也很强。

虽然我不否定母亲的宗教思想，但她的生活方式从未改变，对我也很强烈。"
"01a_02500.bin.json:8","否、","不，","02500:008","False","","","

不，

与否，"
"01a_02500.bin.json:9","強いてはいたけれど、わたし自身も姉の考えに同意するところがあった。だからこそ姉はわたしへ努力を強制し望んだのだろう。","虽然很要强，但我自己也同意姐姐的想法。正因为如此，姐姐才强迫我努力吧。","02500:009","False","","","

虽然很要强，但我自己也同意姐姐的想法。正因为如此，姐姐才强迫我努力吧。

虽然很强，但是我自己也同意姐姐的想法。所以姐姐才希望我努力吧。"
"01a_02500.bin.json:10","神に祈らず、己を頼ること。","不向神祈祷，依靠自己。","02500:010","False","","","

不向神祈祷，依靠自己。

不要向神祈祷，依靠自己。"
"01a_02500.bin.json:11","それは今も心の奥底にある信条に近い言葉だ。","那是现在也接近内心深处信条的语言。","02500:011","False","","","

那是现在也接近内心深处信条的语言。

这句话至今仍是她内心深处的信条。"
"01a_02500.bin.json:12","でも、","但是，","02500:012","False","","","

但是，

但是"
"01a_02500.bin.json:16","アリス","爱丽丝","02500:016","False","","","

爱丽丝

爱丽丝"
"01a_02500.bin.json:17","――今だけは神様にお願いしたい気分だわ。","——只有现在是想拜托神的心情。","02500:017","False","","","爱丽丝

——只有现在是想拜托神的心情。

——现在真想向神求求你。"
"01a_02500.bin.json:19","そう呟かざるを得なかった。何故なら、本来なら合唱祭の練習に充てられる音楽の時間に、担任教師が教室へ皆を集めてとある提案をしたからだ。","不得不那样嘟囔。因为，本来是在用于合唱节练习的音乐时间，班主任把大家聚集到教室提出了某个提案。","02500:019","False","","","

不得不那样嘟囔。因为，本来是在用于合唱节练习的音乐时间，班主任把大家聚集到教室提出了某个提案。

她不得不这样嘟囔。因为本来是合唱节练习的音乐课时，班主任老师提议把大家召集到教室里。"
"01a_02500.bin.json:20","それは――わたしの浮き立った気分に冷や水を浴びせ、心の奥底にしまった筈の姉の言葉を思い出させる提案だった。","那是——我的建议是给我浮躁的心情泼冷水，让我想起本应落入心底的姐姐的话。","02500:020","False","","","

那是——我的建议是给我浮躁的心情泼冷水，让我想起本应落入心底的姐姐的话。

这个提议——给我兴奋的心情泼了一盆冷水，让我想起了应该藏在心底的姐姐的话。"
"01a_02500.bin.json:22","『ようやくわたしも役に立てたと思ったのに』","“我还以为我终于起到了作用。”","02500:022","False","","","爱丽丝

“我还以为我终于起到了作用。”

“我还以为我也能帮上忙呢。”"
"01a_02500.bin.json:24","昂揚していた理由は――佐和良義宝珠へ協力できたと思っていたから。","昂扬的理由是——我觉得能够协助佐和良义宝珠。","02500:024","False","","","

昂扬的理由是——我觉得能够协助佐和良义宝珠。

兴奋的理由是——她认为自己能协助佐和良义宝珠。"
"01a_02500.bin.json:27","そう、昨日放課後の茶道部にて佐和良義先輩が言ってくれたこと。","对了，昨天放学后佐和良义前辈在茶道部说的话。","02500:027","False","","","

对了，昨天放学后佐和良义前辈在茶道部说的话。

是的，昨天放学后的茶道部佐和良义前辈对我说的话。"
"01a_02500.bin.json:28","彼女は協力できることがあればと、木野さんへの件の解決を約束してくれたのだ。","她答应了如果有能够协助的事情，就向木野同学解决这件事。","02500:028","False","","","

她答应了如果有能够协助的事情，就向木野同学解决这件事。

她说如果有可以帮忙的地方，就答应帮木野解决那件事。"
"01a_02500.bin.json:29","全幅の信頼をしているメイは既に解決したくらいの物言いをしていたけれど――自分の蒔いた種であるこの一件をすべて人任せにするのは抵抗があった。","完全信赖的小明虽然说已经解决了——但把自己种下的这颗种子全部交给别人还是有些抵触。","02500:029","False","","","

完全信赖的小明虽然说已经解决了——但把自己种下的这颗种子全部交给别人还是有些抵触。

虽然完全信赖的小明已经解决了，但是我反对把自己播下的这件事全部交给别人。"
"01a_02500.bin.json:30","それだけでなく、佐和良義先輩へ認めて貰いたい気持ちが芽生えていたのだ。","不仅如此，佐和良义前辈也萌生了想要得到认可的心情。","02500:030","False","","","

不仅如此，佐和良义前辈也萌生了想要得到认可的心情。

不仅如此，她还萌生了想要得到佐和良义前辈认可的心情。"
"01a_02500.bin.json:31","４日目の今日も登校していなかった木野さんのことを知ろうと、休み時間を利用しクラスの皆だけでなく、彼女の所属している吹奏楽部の部員たちへと聞き込みを行ったのだ。","为了知道第四天的今天也没上学的木野同学，利用休息时间不仅向班上的各位，还向她所属吹奏乐部的部员们询问了一下。","02500:031","False","","","

为了知道第四天的今天也没上学的木野同学，利用休息时间不仅向班上的各位，还向她所属吹奏乐部的部员们询问了一下。

为了了解第四天的今天也没有上学的木野，利用休息时间不仅询问了班上的同学，还询问了她所属的吹奏乐部的部员们。"
"01a_02500.bin.json:32","結果から話すと、目新しい情報はなかった。","从结果来说，没有新奇的信息。","02500:032","False","","","

从结果来说，没有新奇的信息。

从结果来说，并没有什么新鲜的消息。"
"01a_02500.bin.json:33","けれど、接する機会が多い吹奏楽部の人たちから木野ゆり香の人となりを察せられる話を聞くことができた。","但是，从接触机会较多的吹奏乐部的人那里听到了能体察到木野友理香为人的故事。","02500:033","False","","","

但是，从接触机会较多的吹奏乐部的人那里听到了能体察到木野友理香为人的故事。

但是，从接触机会多的吹奏乐部的人们那里听到了可以察觉木野友理香为人的故事。"
"01a_02500.bin.json:34","恵理ちゃんが調べてくれた“大人しいけれど我慢強く、激情家である一面”のエピソードを聞く事ができたし。","我听了惠理调查的“虽然老实但是忍耐力很强，是激情家的一面”的小故事。","02500:034","False","","","

我听了惠理调查的“虽然老实但是忍耐力很强，是激情家的一面”的小故事。

我听了惠理查到的“虽然很老实，但有忍耐力，有激情的一面”的故事。"
"01a_02500.bin.json:35","神経質なところがある木野さんは手鏡を持ち髪型を直す癖があったこと――","有神经质的木野同学有拿着手镜重新整理发型的习惯——","02500:035","False","","","

有神经质的木野同学有拿着手镜重新整理发型的习惯——

有点神经质的木野同学有拿着小镜子整理发型的习惯——"
"01a_02500.bin.json:36","ここまでは恵理ちゃんの情報と同じだけれど、髪型にたいして神経質なだけでなく、自分の匂いにも敏感でデオドラントを頻繁に付けていたとのこと耳にできたのだ。","虽然到这里为止和惠理的信息是一样的，但是对于发型不仅神经质，对自己的味道也很敏感，经常戴除臭剂。","02500:036","False","","","

虽然到这里为止和惠理的信息是一样的，但是对于发型不仅神经质，对自己的味道也很敏感，经常戴除臭剂。

和惠理说的一样，我听说她不仅对发型有些神经质，对自己的气味也很敏感，所以经常用脱脂剂。"
"01a_02500.bin.json:37","細かいエピソードではあるけれど、佐和良義先輩の推理の助けになるかもと浮き立っていた。いたのだ。","“虽然是很细小的小故事，但是因为可能会帮助佐和良义前辈推理而浮出水面。”她说。","02500:037","False","","","

虽然是很细小的小故事，但是因为可能会帮助佐和良义前辈推理而浮出水面。有，有。

虽然是小插曲，但说不定会对佐和良义前辈的推理有所帮助。她在。"
"01a_02500.bin.json:39","５限目の時間。","第五节课的时间。","02500:039","False","","","

第五节课的时间。

第五节课"
"01a_02500.bin.json:40","音楽の授業のため講堂へ移動しようとしていたわたしたちを止め、机に戻させるとこう言った。","她说，让为了音乐课而打算去礼堂的我们停下来，让她们回到桌子上。","02500:040","False","","","

她说，让为了音乐课而打算去礼堂的我们停下来，让她们回到桌子上。

我们正要去礼堂上音乐课，她拦住我们，让我们回到桌子上，对我们说。"
"01a_02500.bin.json:41","“木野ゆり香さんは体調が優れず、しばらくの間お休みするとの連絡がありました”","“木野友理香身体不好，有人联系说要休息一段时间。”","02500:041","False","","","

“木野友理香身体不好，有人联系说要休息一段时间。”

“木野友理香同学身体状况不佳，有联络说要休息一段时间。”"
"01a_02500.bin.json:42","“それに伴い、木野さんが務めていた伴奏者を別の方にして貰う事になります”","“与此同时，木野同学担任的伴奏者将由其他人担任。”","02500:042","False","","","

“与此同时，木野同学担任的伴奏者将由其他人担任。”

“伴随着这个，木野同学担任的伴奏者也会被安排成别的人。”"
"01a_02500.bin.json:43","“では、新しい伴奏者を決めたいと思います。皆もそれでいいわね？”","“那么，我想决定新的伴奏者。大家也这样可以吧？”","02500:043","False","","","

“那么，我想决定新的伴奏者。大家也这样可以吧？”

“那么，我想决定新的伴奏者。大家都这样好吗？”"
"01a_02500.bin.json:44","わたしにとっての凶報が伝えられ――思わず母のように神に祈る言葉を漏らしてしまった。","对我来说是噩耗传来——我不由得像母亲一样说出了向神祈祷的话。","02500:044","False","","","

对我来说是噩耗传来——我不由得像母亲一样说出了向神祈祷的话。

传来了对我来说的噩耗——不由得像母亲一样向神祈祷。"
"01a_02500.bin.json:46","……[#]わたしの所為だ。","……[#]是为了我。","02500:046","False","","","爱丽丝

……[#]是为了我。

……[#]都怪我。"
"01a_02500.bin.json:48","呟いた言葉は己を自縄自縛した。","喃喃自语的话语作茧自缚。","02500:048","False","","","

喃喃自语的话语作茧自缚。

嘟哝的话束缚了自己。"
"01a_02500.bin.json:49","どうしたらいい？","怎么办才好？","02500:049","False","","","

怎么办才好？

怎么办才好？"
"01a_02500.bin.json:50","どうすればいいのだろう……。","怎么办才好呢……","02500:050","False","","","

怎么办才好呢……

该怎么办才好呢……"
"01a_02500.bin.json:51","苛立つほど高い秋空を教室の窓から見上げ、小さく長いため息を吐いた……。","从教室的窗户仰望高耸的秋高气爽，小小地长叹了一口气……","02500:051","False","","","

从教室的窗户仰望高耸的秋高气爽，小小地长叹了一口气……

从教室的窗户仰望高得令人焦躁的秋日天空，轻轻叹了口气……"
