"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_03500.bin.json:4","三章","第三章","03500:004","False","","","

第三章

三章"
"01a_03500.bin.json:5","メイ","小明","03500:005","False","","","

小明

小明"
"01a_03500.bin.json:6","大丈夫、もっとゆっくり歩こうか？","没关系，再慢慢走吧？","03500:006","False","","","小明

没关系，再慢慢走吧？

没关系，再慢慢走吧？"
"01a_03500.bin.json:8","と、メイに問われ立ち止まりわたしは平気よと告げた。","被小明问到，我停下来告诉她没关系。","03500:008","False","","","

被小明问到，我停下来告诉她没关系。

被小明这么一问，我停下了脚步，回答说没事。"
"01a_03500.bin.json:9","昨日、","昨天，","03500:009","False","","","

昨天，

昨天，"
"01a_03500.bin.json:11","マラソン大会で負傷したわたしは、佐和良義先輩に介抱された後――メイに付き添われ病院へ寄り家まで送って貰ったのだ。","在马拉松大会上受伤的我，在佐和良义前辈的照顾下——在小明的陪伴下，我去了医院，送到了家里。","03500:011","False","","","

在马拉松大会上受伤的我，在佐和良义前辈的照顾下——在小明的陪伴下，我去了医院，送到了家里。

在马拉松比赛中受伤的我，在佐和良义前辈的照顾下——小明的陪伴下去医院，把我送回了家。"
"01a_03500.bin.json:12","病院での診察は捻挫と診察され、痛みをとるための湿布と、腫れをとるための湿布を足首へ表裏両面ともに貼られた。","在医院的检查被诊断为扭伤，为了消除疼痛的湿布和为了消除肿胀的湿布贴在脚踝上，表里两面都贴上了。","03500:012","False","","","

在医院的检查被诊断为扭伤，为了消除疼痛的湿布和为了消除肿胀的湿布贴在脚踝上，表里两面都贴上了。

在医院检查时，被诊断为扭伤，脚踝表里两面都贴了止痛的湿布和消肿的湿布。"
"01a_03500.bin.json:13","湿布はすぐに効果が出て痛みは大分引き、右足に体重を掛けないように歩くなら問題ないくらいにまではなった。","湿布很快就会有效果，疼痛可以大分，为了不给右脚施加体重走路的话就没问题了。","03500:013","False","","","

湿布很快就会有效果，疼痛可以大分，为了不给右脚施加体重走路的话就没问题了。

湿布很快见效，疼痛明显减轻，走路时只要不把体重压在右脚上就没问题。"
"01a_03500.bin.json:14","そして、足のことがあるから何時もより早く幼馴染みはわたしの家のドアを叩き――","而且，因为有脚的事情，所以比平时早的童年好友就敲了我家的门——","03500:014","False","","","

而且，因为有脚的事情，所以比平时早的童年好友就敲了我家的门——

然后，因为脚的问题，小时候的朋友比平时更早敲了我家的门——"
"01a_03500.bin.json:16","朝の登校の図、となったわけである。","变成了早上上学的地图。","03500:016","False","","","

变成了早上上学的地图。

这是早上上学的图。"
"01a_03500.bin.json:17","やっぱり今日は休んだ方が良かったんじゃない？","果然今天休息比较好吧？","03500:017","False","","","小明

果然今天休息比较好吧？

今天还是休息比较好吧？"
"01a_03500.bin.json:20","アリス","爱丽丝","03500:020","False","","","

爱丽丝

爱丽丝"
"01a_03500.bin.json:21","大げさだよ。捻挫も思っていたより酷くなかったし、ほら。","太夸张了。扭伤也没有想象中那么严重，看。","03500:021","False","","","爱丽丝

太夸张了。扭伤也没有想象中那么严重，看。

太夸张了。扭伤也没有想象中严重，你看。"
"01a_03500.bin.json:25","肩を貸して貰いメイへ寄りかかっていた身体を離し、両手を挙げ立ってみせる。","她离开了靠在我肩上的小明的身体，举起双手站起来给大家看。","03500:025","False","","","

她离开了靠在我肩上的小明的身体，举起双手站起来给大家看。

她松开靠在小明身上的肩膀，举起双手站了起来。"
"01a_03500.bin.json:26","走ったりは無理だけど歩く分にはもう平気だって。","虽然跑不行，但是走路的话已经没问题了。","03500:026","False","","","爱丽丝

虽然跑不行，但是走路的话已经没问题了。

虽然跑不了，但走路已经无所谓了。"
"01a_03500.bin.json:29","本当かなぁ。","真的吗。","03500:029","False","","","小明

真的吗。

真的吗？"
"01a_03500.bin.json:33","くすぐろうと両手を突き出され反射的に身を竦ませると、重心を利き足に乗せ顔を歪ませてしまった。","双手伸出来想挠痒痒，我反射性地缩了缩身子，把重心放在好使的脚上，脸扭曲了。","03500:033","False","","","

双手伸出来想挠痒痒，我反射性地缩了缩身子，把重心放在好使的脚上，脸扭曲了。

为了胳肢，双手被伸出，反射性地缩影身体，重心放在了好脚上，脸歪斜了。"
"01a_03500.bin.json:35","っ……！","嗯……！","03500:035","False","","","爱丽丝

嗯……！

买……！"
"01a_03500.bin.json:38","ほら、やっぱりまだキツイだろ？　怪我をしなれているあたしが言うんだから、素直に聞きなさい！","看，果然还是很辛苦吧？因为是受伤的我说的，所以请坦率地听我说！","03500:038","False","","","小明

看，果然还是很辛苦吧？因为是受伤的我说的，所以请坦率地听我说！

你看，还是很辛苦吧？既然是受了伤的我说的话，就乖乖听我说吧！"
"01a_03500.bin.json:41","はぁい。","啊。","03500:041","False","","","爱丽丝

啊。

好的。"
"01a_03500.bin.json:43","言い、また肩を貸して貰う。胸の近くに頭が当たり、少年のような幼馴染みの匂いが薫った。でも、","说，又请你肩膀借我。头碰到胸口附近，散发着少年般童年好友的味道。但是，","03500:043","False","","","

说，又请你肩膀借我。头碰到胸口附近，散发着少年般童年好友的味道。但是

说着，又借了一下肩膀。头贴在胸口附近，散发出少年般的童年好友的气味。但是，"
"01a_03500.bin.json:45","『佐和良義先輩……』","“佐和良义前辈……”","03500:045","False","","","爱丽丝

“佐和良义前辈……”

“佐和良义前辈……”"
