"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_02200.bin.json:2","二章","第二章","02200:002","False","","","

第二章

第二章"
"01a_02200.bin.json:3","佐和良義宝珠の衝撃は――","佐和良义宝珠的冲击——","02200:003","False","","","

佐和良义宝珠的冲击是——

佐和良义宝珠的冲击是——"
"01a_02200.bin.json:6","一日が経過した程度では熱が冷めることはなかった。","即使过了一天，热度也并没有降温。","02200:006","False","","","

一天过去的程度，热量不会冷却。

过了一天，热度并没有降温。"
"01a_02200.bin.json:7","ことあるごとに質問攻めを受け、昨日、心安らかに過ごせたのはメイとの昼食とトイレに行くときくらいのものだったのだ。","每次有事都会被提问攻击，昨天能安心度过的只有和小明一起去午饭和上厕所的时候。","02200:007","False","","","

每次有事都会被提问攻击，昨天能安心度过的只有和小明一起去午饭和上厕所的时候。

一有问题就会被提问，昨天，能让我心情平静的只有和小明共进午餐和去厕所的时候。"
"01a_02200.bin.json:8","……いや、現状を加味すると体育の授業も追加しなくてはいけない。現時点で折り畳まれた紙が回ってきたり、こっそり話し掛けられることはないからだ。","……不，加上现状的话，体育课也必须追加。因为现在折叠好的纸不会转来转去，也不会悄悄地跟我说话。","02200:008","False","","","

……不，加上现状的话，体育课也必须追加。因为现在折叠好的纸不会转来转去，也不会悄悄地跟我说话。

……不，考虑到现状，必须追加体育课。因为此时此刻，不会有人把折叠好的纸递给我，也不会有人悄悄跟我说话。"
"01a_02200.bin.json:10","春日","春日","02200:010","False","","","

春日

春日"
"01a_02200.bin.json:11","随分、萎れてるね。","真是萎靡不振啊。","02200:011","False","","","春日

真是萎靡不振啊。

真是萎靡啊。"
"01a_02200.bin.json:15","アリス","爱丽丝","02200:015","False","","","

爱丽丝

爱丽丝"
"01a_02200.bin.json:16","春日さん……。","春日同学……","02200:016","False","","","爱丽丝

春日同学……

春日……"
"01a_02200.bin.json:19","そうウンザリした顔しないでよ。わたしは佐和良義先輩の話をしにきたわけじゃないから。","别那么不耐烦。我不是来谈佐和良义前辈的事的。","02200:019","False","","","春日

别那么不耐烦。我不是来谈佐和良义前辈的事的。

别那么烦。我不是来跟佐和良义前辈说话的。"
"01a_02200.bin.json:22","悪戯めいた笑みを向け、わたしの隣に座る。制汗剤のシトラスの匂いがし思わずわたしは自分の匂いを嗅いだ。","她恶作剧般地笑了笑，坐在我旁边。止汗剂的气味让我不由自主地嗅了嗅自己的气味。","02200:022","False","","","

她恶作剧般地笑了笑，坐在我旁边。止汗剂的气味让我不由自主地嗅了嗅自己的气味。

对着恶作剧般的笑容坐在我的旁边。我不由得闻到了止汗剂的柑橘的味道。"
"01a_02200.bin.json:23","どうしたの？","怎么了？","02200:023","False","","","春日

怎么了？

怎么了？"
"01a_02200.bin.json:26","あ、汗掻いてないかなって。","啊，是不是出汗了。","02200:026","False","","","爱丽丝

啊，是不是出汗了。

啊，我没有出汗。"
"01a_02200.bin.json:28","汗って……。","汗……","02200:028","False","","","春日

汗……

汗……"
"01a_02200.bin.json:31","ぁ……。","啊……","02200:031","False","","","爱丽丝

啊……

啊……"
"01a_02200.bin.json:34","首元に鼻先を近づけられ思わずかっと身体が熱くなってしまう。汗の匂いが恥ずかしいと思う反面、発汗してしまい戸惑う。","鼻尖靠近脖子，身体不由得热起来。虽然觉得汗的味道很害羞，但另一方面却出汗了，感到困惑。","02200:034","False","","","

鼻尖靠近脖子，身体不由得热起来。虽然觉得汗的味道很害羞，但另一方面却出汗了，感到困惑。

鼻尖不由自主地靠近脖子，身体一阵发热。汗味让人觉得难为情，而出汗又让人不知所措。"
"01a_02200.bin.json:36","ん……汗、全然匂わないよ。っていうか、神田さん良い匂いだね。香水とか付けてるの？","嗯……汗，完全没有味道。话说神田同学的味道很好呢。有香水吗？","02200:036","False","","","春日

嗯……汗，完全没有味道。话说神田同学的味道很好呢。有香水吗？

我……一点汗味儿都没有。说起来，神田同学的味道很好闻。喷了香水吗？"
"01a_02200.bin.json:38","勿論してない。校則で禁止だし。","当然没有。校规禁止。","02200:038","False","","","

当然没有。校规禁止。

当然没有。这是校规禁止的。"
"01a_02200.bin.json:40","そう。なんかチョコレートみたいな甘い香りがしたから。","对。因为有巧克力一样的甜香。","02200:040","False","","","春日

对。因为有巧克力一样的甜香。

是的。因为有巧克力般的甜香。"
"01a_02200.bin.json:43","『朝、食べたっけ？』","“早上吃了吗？”","02200:043","False","","","爱丽丝

“早上吃了吗？”

“早上吃过了吗？”"
"01a_02200.bin.json:45","顔に出ていたのだろう、春日さんはころころと笑うと、神田さんの幼馴染みすごいね、と言った。","春日同学笑了一笑，说神田同学的童年好友真厉害。","02200:045","False","","","

春日同学笑了一笑，说神田同学的童年好友真厉害。

大概是脸上的缘故吧，春日咯咯地笑了起来，说神田同学小时候的朋友真厉害。"
"01a_02200.bin.json:47","え？","诶？","02200:047","False","","","爱丽丝

诶？

呃？"
"01a_02200.bin.json:50","ほら。","你看。","02200:050","False","","","春日

你看。

你看。"
"01a_02200.bin.json:52","指さした方向を見るとメイがフットサルの試合をしているところだった。","从指着的方向看，小明正在进行五人足球比赛。","02200:052","False","","","

从指着的方向看，小明正在进行五人足球比赛。

顺着手指的方向看去，小明正在进行室内足球比赛。"
"01a_02200.bin.json:53","相手の陣内へドリブルをするメイへ何人も立ちふさがるが、ボールはメイの足へ吸い付くように離れず難なくさばいてしまう。","虽然有好几个人挡住了运球到对方阵内的小明，但是球却像吸着小明的脚一样不难地处理了。","02200:053","False","","","

虽然有好几个人挡住了运球到对方阵内的小明，但是球却像吸着小明的脚一样不难地处理了。

向对方的阵内带球的小明有好几个人阻挡，不过，球像吸附在小明的脚上一样不分开轻松地分开了。"
"01a_02200.bin.json:54","穂高さんってサッカーやってたの？","穗高踢过足球吗？","02200:054","False","","","春日

穗高踢过足球吗？

穗高踢足球了吗？"
"01a_02200.bin.json:57","全然。あれはただ運動神経がいいだけ。","完全没有。那只是运动神经好而已。","02200:057","False","","","爱丽丝

完全没有。那只是运动神经好而已。

完全没有。那只是运动神经好而已。"
"01a_02200.bin.json:60","それであれだけ動けるってすごいね。サッカー部の人も敵わないし。","所以能动那么多真厉害啊。足球部的人也敌不过。","02200:060","False","","","春日

所以能动那么多真厉害啊。足球部的人也敌不过。

而且还能行动，真厉害啊。足球部的人也比不上。"
"01a_02200.bin.json:62","幼馴染みを褒められ嬉しくなってしまう。何でもこなせる彼女はわたしの自慢だ。","被夸奖童年好友会很开心。什么都能做的她是我的骄傲。","02200:062","False","","","

被夸奖童年好友会很开心。什么都能做的她是我的骄傲。

被表扬童年好友很开心。什么都能做的她是我的骄傲。"
"01a_02200.bin.json:64","あ。","啊。","02200:064","False","","","爱丽丝

啊。

啊。"
"01a_02200.bin.json:67","観戦している内にあざやかにゴールを決めてしまう。歓声が上がり、メイは駆け寄る仲間へハイタッチをする。","在观看比赛的时候漂亮地决定了终点。欢呼声高涨，小明对跑来的伙伴进行击掌。","02200:067","False","","","

在观看比赛的时候漂亮地决定了终点。欢呼声高涨，小明对跑来的伙伴进行击掌。

在观看比赛的过程中，果断地进球。一阵欢呼，小明向跑过来的同伴击掌。"
"01a_02200.bin.json:68","運動神経もいいし、恰好もいい。性格も竹を割ったような爽やかイケメン。非の打ち所がないよね。","运动神经好，长得也帅。性格也是如劈竹般爽朗的帅哥。真是无懈可击啊。","02200:068","False","","","春日

运动神经好，长得也帅。性格也是如劈竹般爽朗的帅哥。真是无懈可击啊。

运动神经好，身材也很好。性格也像是打破竹子一样清爽的帅哥。没有错的地方吧。"
"01a_02200.bin.json:71","まぁ確かに客観的にいえばそうだけど……案外面倒臭い性格はしてるよ。","嗯，客观地说确实是这样……我的性格出乎意料地麻烦。","02200:071","False","","","爱丽丝

嗯，客观地说确实是这样……我的性格出乎意料地麻烦。

嘛，确实客观地说就是这样……我的性格意外的很麻烦。"
"01a_02200.bin.json:73","そうなの？　でもぱっと見で分からないんだから欠点なんてあってないようなものだよ。後は……。","是吗？但是一看就不知道，所以没有什么缺点。之后……","02200:073","False","","","春日

是吗？但是一看就不知道，所以没有什么缺点。之后……

是吗？但是一眼就看不出来，所以根本不存在缺点。之后……"
"01a_02200.bin.json:75","ちらりとわたしの方を見て、","稍微看一下我，","02200:075","False","","","

稍微看一下我，

她瞥了我一眼。"
"01a_02200.bin.json:76","胸もあったら嫉妬で歯がみするところだね。","有胸的话会嫉妒得牙齿都快出来了。","02200:076","False","","","春日

有胸的话会嫉妒得牙齿都快出来了。

有了胸，嫉妒得咬牙切齿。"
"01a_02200.bin.json:79","と言った。冗談に口角が緩み、","说了。玩笑的时候嘴角松弛，","02200:079","False","","","

说了。玩笑的时候嘴角松弛，

她说。开玩笑的时候嘴角松弛了下来。"
"01a_02200.bin.json:81","ふふ！　おっぱい問題はメイも悩ましく思ってるしね。","呵呵！乳房问题小明也很烦恼呢。","02200:081","False","","","爱丽丝

呵呵！乳房问题小明也很烦恼呢。

呵呵！小明也觉得乳房问题很烦恼。"
"01a_02200.bin.json:83","そうなの？　それは親近感！","是吗？那是亲近感！","02200:083","False","","","春日

是吗？那是亲近感！

是吗？那就是亲近感！"
"01a_02200.bin.json:85","言い、再度わたしの胸を不躾ではないほどに見遣る。","说着，她又看了我一眼。","02200:085","False","","","

说着，她又看了我一眼。

说，我再次把我的心看做得不礼貌。"
"01a_02200.bin.json:86","でも、今の話で姉と話していた説が立証されたな……。","但是，现在的话证明了和姐姐说话的说法……","02200:086","False","","","春日

但是，现在的话证明了和姐姐说话的说法……

不过，刚才我和姐姐说过的话，也得到了证实……"
"01a_02200.bin.json:88","ん？　説って？","嗯？说是？","02200:088","False","","","爱丽丝

嗯？说是？

？什么说法？"
