"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_02400.bin.json:2","二章","第二章","02400:002","False","","","

第二章

第二章"
"01a_02400.bin.json:3","――木野ゆり香さんが学校に来なくなって３日が過ぎた。","——木野友理香同学不来学校已经３天了。","02400:003","False","","","

——木野友理香同学不来学校已经３天了。

——木野友理香不来学校已经过了３天了。"
"01a_02400.bin.json:6","講堂で“大嫌い”だと言われた次の日、彼女が欠席しているのを知って動揺した。","在讲堂被说“最讨厌”的第二天，得知她缺席，我动摇了。","02400:006","False","","","

在讲堂被说“最讨厌”的第二天，得知她缺席，我动摇了。

在礼堂被说“最讨厌”的第二天，知道她缺席后动摇了。"
"01a_02400.bin.json:7","わたしの所為なのではないのかと。","是不是因为我。","02400:007","False","","","

是不是因为我。

是不是为了我。"
"01a_02400.bin.json:8","１日目は、自分が木野さんへしたことを挙げ思い悩み、","第一天，举自己对木野同学做的事烦恼，","02400:008","False","","","

第一天，举自己对木野同学做的事烦恼，

第一天，列举自己对木野同学的事情而烦恼，"
"01a_02400.bin.json:9","２日目は、さらなる動揺と猜疑心が芽生えた。","第二天，萌生了更加动摇和猜疑心。","02400:009","False","","","

第二天，萌生了更加动摇和猜疑心。

第二天，又产生了更加动摇和猜疑。"
"01a_02400.bin.json:10","講堂で、","在礼堂，","02400:010","False","","","

在礼堂，

在礼堂里，"
"01a_02400.bin.json:11","“……私、貴女のことが大嫌い”","“……我最讨厌你了”","02400:011","False","","","

“……我最讨厌你了”

“……我最讨厌你了。”"
"01a_02400.bin.json:12","と言い放った彼女。","说出了这样的话的她。","02400:012","False","","","

的她。

她这样说着。"
"01a_02400.bin.json:13","その言葉にいたる前、","在那句话之前，","02400:013","False","","","

在那句话之前，

在说这句话之前，"
"01a_02400.bin.json:14","“……神田さんは……いいわよね”","“……神田同学……真好啊”","02400:014","False","","","

“……神田同学……真好啊”

“……神田さんは……好啊。”"
"01a_02400.bin.json:15","“……誰からも……愛されてきたんでしょう？”","“……谁都……是被爱着的吧？”","02400:015","False","","","

“……谁都……你不是一直被爱着吗？”

“……谁都……是被爱着的吧？”"
"01a_02400.bin.json:16","と言ったのだ。","她说。","02400:016","False","","","

她说。

她说。"
"01a_02400.bin.json:17","少ない言葉の意味を考えたとき、わたしが“彼女から何かを奪った”のでは？　と思った。","考虑到很少的语言的意思的时候，我想“难道我从她那里夺走了什么吗”？","02400:017","False","","","

考虑到很少的语言的意思的时候，我不是“从她那里夺走了什么”吗？我想。

思考这句话的意思时，是不是我“从她那里夺走了什么”？心想。"
"01a_02400.bin.json:18","でも、","但是，","02400:018","False","","","

但是，

但是"
"01a_02400.bin.json:20","アリス","爱丽丝","02400:020","False","","","

爱丽丝

爱丽丝"
"01a_02400.bin.json:21","『彼女から奪う？』","“从她那里夺走？”","02400:021","False","","","爱丽丝

“从她那里夺走？”

“从她那里抢？”"
"01a_02400.bin.json:23","何を？","做什么？","02400:023","False","","","

做什么？

什么？"
"01a_02400.bin.json:24","合唱祭の伴奏なら期せずして競うことになったけれど、わたしではなく木野さんが選ばれた。","如果是合唱节的伴奏，不期然要竞争，但选的不是我，而是木野。","02400:024","False","","","

如果是合唱节的伴奏，不期然要竞争，但选的不是我，而是木野。

如果是合唱节的伴奏的话，我会不期而同地进行比赛，但是木野同学不是我被选上了。"
"01a_02400.bin.json:25","他に奪うで連想したのはクラスでの認知だけれど、そもそも彼女の友人たちとは接点がない。嫉妬されるようなこと何てものもない。","另外联想到的是在班里的认知，但原本和她的朋友们就没有交集。没有任何值得嫉妒的东西。","02400:025","False","","","

另外联想到的是在班里的认知，但原本和她的朋友们就没有交集。没有任何值得嫉妒的东西。

虽然在班上认识到了其他人的夺走，但是和她的朋友们本来就没有接触点。没有什么可嫉妒的。"
"01a_02400.bin.json:26","懊悩し、考え抜いても答えが出なかったわたしは――","懊悔，想了也没能得出答案的我——","02400:026","False","","","

懊悔，想了也没能得出答案的我——

懊恼不已，绞尽脑汁也找不到答案的我——"
"01a_02400.bin.json:27","３日目を迎え、やはり学校へと来なかった事実に――心の底から不安になった。わたしの所為で登校拒否にでもなったら？　と。","迎来第三天，果然还是没来学校的事实——从心底感到不安。“如果是因为我而拒绝上学呢？”我这么想。","02400:027","False","","","

迎来第三天，果然还是没来学校的事实——从心底感到不安。如果因为我而拒绝上学的话？和。

迎来了第三天，还是没有来学校的事实——从心底感到不安。如果因为我而拒绝上学呢？和。"
"01a_02400.bin.json:28","だから――……","所以——……","02400:028","False","","","

所以——……

所以——……"
"01a_02400.bin.json:33","メイ","小明","02400:033","False","","","

小明

小明"
"01a_02400.bin.json:34","様子がおかしかったのは、そういう理由があったから……。","她的样子之所以奇怪，是因为有这样的理由……","02400:034","False","","","小明

她的样子之所以奇怪，是因为有这样的理由……

情况之所以奇怪，是因为有这样的理由……"
"01a_02400.bin.json:37","伝えまいと決めていた幼馴染みへ話し、","告诉决定不传达的童年好友，","02400:037","False","","","

告诉决定不传达的童年好友，

我对儿时的玩伴说，"
"01a_02400.bin.json:39","春日","春日","02400:039","False","","","

春日

春日"
"01a_02400.bin.json:40","まさか木野さんがそんなきついことを言うなんてね……。","没想到木野同学会说那么严厉的话……","02400:040","False","","","春日

没想到木野同学会说那么严厉的话……

没想到木野说了那么严厉的话……"
"01a_02400.bin.json:42","信頼している友人へと話してしまったのだ。","我和信赖的朋友说了。","02400:042","False","","","

我和信赖的朋友说了。

对信赖的朋友说了。"
"01a_02400.bin.json:44","わたしが何か怒らせるようなことをしたと思うの、だから――。","我想我做了什么让她生气的事，所以——","02400:044","False","","","爱丽丝

我想我做了什么让我生气的事，所以——

我觉得我做了什么惹怒她的事，所以——"
"01a_02400.bin.json:47","ん？　だからって？","嗯？所以呢？","02400:047","False","","","小明

嗯？所以呢？

？所以？"
"01a_02400.bin.json:49","こめかみを指で弄りながらメイが問う。怒りでなく当惑が顔に出ているのをみてほっとする。","小明一边用手指玩弄太阳穴一边问。看到脸上没有愤怒而困惑，松了一口气。","02400:049","False","","","

小明一边用手指玩弄太阳穴一边问。看到脸上没有愤怒而困惑，松了一口气。

小明用手指拨弄着太阳穴问道。看到她脸上露出的不是愤怒而是困惑，我松了一口气。"
