"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_01100.bin.json:3","一章","第一章","01100:003","False","","","

第一章

一章"
"01a_01100.bin.json:4","御幸森女学院高等学校の敷地はかなり広い。","御幸森女学院高中占地相当大。","01100:004","False","","","

御幸森女子高中的占地相当大。

御幸森女子高中占地相当大。"
"01a_01100.bin.json:5","校名が付いている駅から降りて、やはり同じく校名が付いているバス停から降りる。学校の敷地内に横付けにしてからも校舎までは大分遠いのだ。","从校名的电车站下车，又从校名的公交车站下车。虽然车停在校园旁边，距离校舍也很远。","01100:005","False","","","

从有校名的车站下车，还是从同一个有校名的公交车站下车。即使横着在学校的地基内，离校舍也很远。

从有校名的车站下车，又从同样有校名的公交车站下车。即使在学校附近，离校舍也很远。"
"01a_01100.bin.json:6","黄金色に染まる銀杏の並木を行き、以前使われていた旧校舎を横目にしながら校門へと急ぐ。","穿过两旁是金黄色银杏的道路，侧视着旁边的旧校舍，赶着走向校门。","01100:006","False","","","

穿过被染成金黄色的银杏林荫树，一边斜眼看着以前使用过的旧校舍，一边急匆匆地向校门走去。

走上被染成金黄色的银杏树，一边斜视以前使用的旧校舍，一边赶往校门。"
"01a_01100.bin.json:7","普通生徒はそうするけれど、仲の良い先輩から教わった生徒は、人が１人通れるほどに開いている垣根から校庭を目指し突っ切って校舎へと行く。その方が断然近いのだ。","一般学生是这样，但和学长关系好的学生会知道，可以从能容一个人通过的围栏穿过，穿过操场直接去校舍。这样更近。","01100:007","False","","","

普通学生是这样做的，但是从关系很好的前辈那里学到的学生，会从只容一个人通过的敞开的篱笆穿过校园去校舍。这样更接近。

一般学生都会这样做，但是从关系好的前辈那里学到的学生，从一个人能通过的篱笆开始，以校园为目标，突破校舍。那个绝对接近。"
"01a_01100.bin.json:9","校舎にたどり着くまで、幾つかの屋敷のようにポツポツと建っている部活棟や、洋館のような造りの図書館などを抜け校庭へと出る。","去校舍的路上，有几栋宅邸一样的社团活动楼，和洋房一样的图书馆。然后进入操场。","01100:009","False","","","

到到达校舍为止，穿过像几个宅邸一样孤零零地建着的社团活动楼、像洋房一样建造的图书馆等，去校园。

在到达校舍之前，要穿过几栋像宅邸一样稀稀落落的社团大楼和洋房一样的图书馆，来到校园。"
"01a_01100.bin.json:10","弓道の朝練があったわたしは、その屋敷のようにある部活棟のひとつである弓道場から出ると、校庭を横切りながら校舎へ向かった。","弓道的晨练之后，我从社团活动楼之一的弓道场出来，穿过操场走向校舍。","01100:010","False","","","

有弓道朝练的我，从像那个宅邸一样的社团活动楼之一的弓道场出来，穿过校园走向校舍。

参加弓道晨练的我，从像宅邸一样的社团大楼之一的弓道馆出来，穿过校园向校舍走去。"
"01a_01100.bin.json:11","芝生の感触を足下に受けながら遠くを望むと――校舎を囲むようにして季節を示すように木々が秋の色に染まっていた。","脚下踩着草坪，看向远方——环绕着校舍的树木染上了秋天的颜色，显示着季节的变化。","01100:011","False","","","

一边在脚下感受草坪的触感一边眺望远方——像围着校舍一样，树木染上了秋天的颜色。

脚下感受着草坪的触感，望向远方——环绕着校舍的树木仿佛被染上了秋天的色彩，显示着季节的变化。"
"01a_01100.bin.json:12","赤と黄色の精緻なグラデーション。時折、常緑樹の木々が緑色の顔を覗かせている。","红色和黄色的精致渐变。常绿树的树木偶尔会露出绿色的面容。","01100:012","False","","","

红色和黄色的精致渐变。偶尔，常绿树的树木露出绿色的脸。

红色和黄色的精致渐变。偶尔，常绿树露出绿色的脸庞。"
"01a_01100.bin.json:13","目を愉しませながら校庭を抜けると、ようやく校舎へ。","我一边欣赏着，一边穿过操场，终于来到了校舍。","01100:013","False","","","

我一边欣赏着，一边穿过校园，终于来到了校舍。

一边不愉快地从校园里走过去，终于到校舍去了。"
