"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_02600.bin.json:2","二章","第二章","02600:002","False","","","

第二章

第二章"
"01a_02600.bin.json:3","夢の中の続きのようだなと思った。","我觉得这是梦中的延续。","02600:003","False","","","

我觉得这是梦中的延续。

感觉就像梦中的延续。"
"01a_02600.bin.json:5","早朝の清廉な空気に包まれていると夢の延長のような気がした。","被清晨清廉的空气包围着，感觉就像是梦的延长一样。","02600:005","False","","","

被清晨清廉的空气包围着，感觉就像是梦的延长一样。

被清晨清新的空气包围着，感觉就像梦境的延续。"
"01a_02600.bin.json:6","いつか見た夢の中でも同じ事をしていたような――そう考えていると、穂高明の顔が浮かび、ああ、そうだと気がつく。","总有一天，在梦中也做了同样的事情——这样想着，穗高明的脸浮现出来，啊，我注意到了。","02600:006","False","","","

总有一天，在梦中也做了同样的事情——这样想着，穗高明的脸浮现出来，啊，我注意到了。

好像在以前做的梦中也做了同样的事情——这么一想，穗高明的脸浮现出来，啊，是啊。"
"01a_02600.bin.json:7","あの時と同じだ。弓道場に潜んでいたあの時と。","和那时一样。和潜藏在弓道场的那个时候。","02600:007","False","","","

和那时一样。和潜藏在弓道场的那个时候。

和那时一样。和潜伏在射箭场的那个时候。"
"01a_02600.bin.json:8","昨日、","昨天，","02600:008","False","","","

昨天，

昨天，"
"01a_02600.bin.json:10","佐和良義先輩から木野さんの電話番号を聞かれた後、","被佐和良义前辈问到木野同学的电话号码后，","02600:010","False","","","

被佐和良义前辈问到木野同学的电话号码后，

佐和良义前辈问了木野同学的电话号码后。"
"01a_02600.bin.json:12","“この件は思い込みと思い違いの二つが引き起こした”","“这件事是由深信不疑和误会两个引起的。”","02600:012","False","","","

“这件事是由深信不疑和误会两个引起的。”

“这件事是由两种原因引起的，一种是主观臆断，另一种是误会。”"
"01a_02600.bin.json:13","と言った。","说了。","02600:013","False","","","

说了。

她说。"
"01a_02600.bin.json:14","佐和良義先輩は、木野ゆり香が休む理由と怒りを向けた理由はその二つからだと言ったのだ。","佐和良义前辈说，木野友理香请假的理由和发火的理由有两个。","02600:014","False","","","

佐和良义前辈说，木野友理香请假的理由和发火的理由有两个。

佐和良义前辈说木野友理香休息的理由和愤怒的理由有这两个。"
"01a_02600.bin.json:15","そして、明日休みの日に此処、講堂で待っていてくれとも――……","然后，明天休息日在这里，在礼堂等着我——……","02600:015","False","","","

然后，明天休息日在这里，在礼堂等着我——……

然后，明天休息的时候，在这里，礼堂等我……"
"01a_02600.bin.json:17","講堂の中に身を潜ませながらわたしは、自分なりに佐和良義先輩が言ったその二点を考えてみた。","我一边躲在礼堂里，一边思考着佐和良义前辈说的这两点。","02600:017","False","","","

我一边躲在礼堂里，一边思考着佐和良义前辈说的这两点。

我一边躲在礼堂里，一边用自己的方式思考佐和良义前辈所说的两点。"
"01a_02600.bin.json:19","木野ゆり香さんがわたしへ怒りをむけた理由。","木野友理香同学对我发火的理由。","02600:019","False","","","

木野友理香同学对我发火的理由。

木野友理香对我发怒的理由。"
"01a_02600.bin.json:20","佐和良義先輩はわたしやメイ、恵理ちゃんが提供した話だけで理解していた。","佐和良义前辈只理解我、小明、惠理提供的话。","02600:020","False","","","

佐和良义前辈只理解我、小明、惠理提供的话。

佐和良义前辈只听我、小明和惠理提供的信息就明白了。"
"01a_02600.bin.json:21","なら情報を持っているわたしも解ける筈だ。","既然如此，掌握情报的我应该也能解开。","02600:021","False","","","

既然如此，掌握情报的我应该也能解开。

那么，有信息的我也应该能明白。"
"01a_02600.bin.json:22","推理１《木野ゆり香がわたしへ怒った理由は？》","推理１“木野友理香对我生气的理由是？”","02600:022","False","","","

推理１“木野友理香对我生气的理由是？”

推理１“木野友理香对我生气的理由是？”"
"01a_02600.bin.json:23","伴奏者として競った所為","为了成为伴奏者而竞争","02600:023","False","","","

为了作为伴奏者竞争的地方

作为伴奏者的竞争"
"01a_02600.bin.json:25","佐和良義先輩が来たことで話題をさらった為","佐和良义前辈的到来抢了话题","02600:025","False","","","

因为佐和良义前辈的到来抢了话题。

因为佐和良义前辈来了而引起了话题"
"01a_02600.bin.json:26","家族写真を見て批評した所為","看了全家福后的评论","02600:026","False","","","

看了全家福后批评的原因

为了看全家福批评的地方"
"01a_02600.bin.json:28","おそらくはこれが理由なのだと思う。","我想这应该就是原因。","02600:028","False","","","

我想这应该就是原因。

我想大概是因为这个。"
"01a_02600.bin.json:29","でも何故？","但是为什么？","02600:029","False","","","

但是为什么？

但是为什么呢？"
