"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_04400.bin.json:4","四章","第四章","04400:004","False","","","

第四章

第四章"
"01a_04400.bin.json:5","メイ","小明","04400:005","False","","","

小明

小明"
"01a_04400.bin.json:6","嘘だろ……？","骗人的吧……？","04400:006","False","","","小明

骗人的吧……？

是骗人的吧……？"
"01a_04400.bin.json:9","昨日起きた茶道部での筒森飛鳥執行役員が告げた言葉を話すと幼馴染みは絶句し、窓の縁に手を置き硬直した。","在昨天发生的茶道部，筒森飞鸟执行董事说出了这句话，儿时的玩伴哑口无言，双手放在窗沿上，僵硬起来。","04400:009","False","","","

在昨天发生的茶道部，筒森飞鸟执行董事说出了这句话，儿时的玩伴哑口无言，双手放在窗沿上，僵硬起来。

说起昨天在茶道部筒森飞鸟执行董事说的话，童年好友绝句，把手放在窗户边僵硬了。"
"01a_04400.bin.json:10","そう、","对，","04400:010","False","","","

对，

是的"
"01a_04400.bin.json:12","鮮烈に焼き付いているやり取り……部がなくなってしまうこともそうだけれど、佐和良義宝珠の告白を聞いて――……","鲜明地烙印着的对话……虽然部也会消失，但是听了佐和良义宝珠的告白——……","04400:012","False","","","

鲜明地烙印着的对话……虽然部也会消失，但是听了佐和良义宝珠的告白——……

历历在目的对话……虽然部会消失，但听了佐和良义宝珠的告白——……"
"01a_04400.bin.json:13","わたしはメイに今の今まで話して良いかを迷っていたのだ。","我一直在犹豫要不要和小明说。","04400:013","False","","","

我一直在犹豫要不要和小明说。

我犹豫着要不要告诉小明。"
"01a_04400.bin.json:14","家に帰ってからも携帯を持ちながら相談するかを。登校のときにも話すかを。でも、それは、","回家后也带着手机商量。上学的时候也要说。但是，那是，","04400:014","False","","","

回家后也带着手机商量。上学的时候也要说。但是，那是

回家后也要拿着手机商量。上学的时候也会说吗？但是，那是因为"
"01a_04400.bin.json:16","アリス","爱丽丝","04400:016","False","","","

爱丽丝

爱丽丝"
"01a_04400.bin.json:17","『……宝珠先輩が廃部を選択するなら従った方がいいのかもしれない』","“……如果宝珠前辈选择废部的话，也许还是跟着比较好”","04400:017","False","","","爱丽丝

“……如果宝珠前辈选择废部的话，也许还是跟着比较好”

“……宝珠前辈既然选择了废部，或许跟随她比较好。”"
"01a_04400.bin.json:19","佐和良義流の後継者の座を捨てようとしている彼女。それは、幼い頃に母から投げかけられた残酷な言葉が選択させたとわたしは受け取ったのだ。","想要放弃佐和良义流继承人的位置的她。我认为，这是小时候母亲对我说的残酷的话让我做出的选择。","04400:019","False","","","

想要放弃佐和良义流继承人的位置的她。我认为，这是小时候母亲对我说的残酷的话让我做出的选择。

打算抛弃佐和良义流的继承人的座位的她。我接受了，我选择了小时候母亲说的残酷的话。"
"01a_04400.bin.json:20","――なら、彼女はもう茶道自体に触れたくないのでは？　と。","——那么，她已经不想接触茶道了吧？和。","04400:020","False","","","

——那么，她已经不想接触茶道了吧？和。

——那么，她已经不想再接触茶道了吧？和。"
"01a_04400.bin.json:21","そう考えたわたしはメイへ相談できずにいた。でも、","这样想的我没能和小明商量。但是，","04400:021","False","","","

这样想的我没能和小明商量。但是

想到这里，我没能和小明商量。但是，"
"01a_04400.bin.json:23","だからあんなに休んでいたのか……。","所以才休息了那么久啊……","04400:023","False","","","小明

所以才休息了那么久啊……

所以才那样休息的吗……"
"01a_04400.bin.json:25","穂高明は歴とした茶道部員だ。廃部が決まりつつあることはいずれ分かること。","穗高明是历史悠久的茶道部员。迟早会知道废部正在决定。","04400:025","False","","","

穗高明是历史悠久的茶道部员。迟早会知道废部正在决定。

穗高明是不折不扣的茶道部员。废部已成定局。"
"01a_04400.bin.json:27","そして――","然后——","04400:027","False","","","

然后——

然后——"
"01a_04400.bin.json:28","わたしの目には自暴自棄ではあっても、佐和良義宝珠が迷っているように思えたから。","我觉得即使在我眼里是自暴自弃的，佐和良义宝珠也会迷茫。","04400:028","False","","","

我觉得即使在我眼里是自暴自弃的，佐和良义宝珠也会迷茫。

因为在我看来，佐和良义宝珠虽然自暴自弃，但也很迷茫。"
"01a_04400.bin.json:30","急な話過ぎる。確かにこっちに落ち度はあったかもしれないけどさ。","说得太突然了。确实这边可能有过错。","04400:030","False","","","小明

说得太突然了。确实这边可能有过错。

说得太突然了。我可能确实有过错。"
"01a_04400.bin.json:33","２年前から規定を満たしてないって話だものね……。","说是从２年前开始就没有满足规定吧……","04400:033","False","","","爱丽丝

说是从２年前开始就没有满足规定吧……

听说从两年前开始就不符合规定了……"
"01a_04400.bin.json:36","部の顧問が在籍していないことと部員が定数の５名に満たないこと。それに実績発表だっけ？","部的顾问不在籍和部员不足定额的５名。而且是实际发表吗？","04400:036","False","","","小明

部的顾问不在籍和部员不足定额的５名。而且是实际发表吗？

部的顾问不在籍和部员不足定额的５名。而且是发表业绩吗？"
"01a_04400.bin.json:38","後は、部の存続についての書面を無視した旨を告げると、苦い物を口にした表情をした。","之后，当她告诉她无视了关于部的存续的书面材料时，表情苦涩。","04400:038","False","","","

之后，当她告诉她无视了关于部的存续的书面材料时，表情苦涩。

之后，当我告诉她我无视了有关部门存续的书面文件时，她露出了苦口。"
