"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"01a_02300.bin.json:2","二章","第二章","02300:002","False","","","

第二章

第二章"
"01a_02300.bin.json:3","悩んでることありそうだね？　と、","“你好像有烦恼吧？”","02300:003","False","","","

你好像有烦恼的事情吧？和，

你好像有烦恼吧？单击功能区上"
"01a_02300.bin.json:7","湯気立つグラタンを穂高明はフォークですくい言った。","穗高明用叉子舀起热气腾腾的焗菜说。","02300:007","False","","","

穗高明用叉子舀起热气腾腾的焗菜说。

穗高明用叉子舀起热气腾腾的奶汁烤菜。"
"01a_02300.bin.json:9","昨日、茶道部の部室で思いついたこと。","昨天，在茶道部的部室里想到的事情。","02300:009","False","","","

昨天，在茶道部的部室里想到的事情。

昨日、茶道部の部室で思いついたこと。"
"01a_02300.bin.json:10","なぜ、木野さんに嫌われたのか？　その理由は部室でも幾つか考えついたのだけど――……","为什么被木野讨厌呢？那个理由在部室也考虑了好几个——……","02300:010","False","","","

为什么被木野讨厌呢？那个理由在部室也考虑了好几个——……

为什么会被木野同学讨厌？至于理由，我在活动室里也想了好几个——……"
"01a_02300.bin.json:12","アリス","爱丽丝","02300:012","False","","","

爱丽丝

爱丽丝"
"01a_02300.bin.json:13","ねぇ、わたしって何か嫌われちゃいそうなところってあるかな？","喂，我有什么被讨厌的地方吗？","02300:013","False","","","爱丽丝

喂，我有什么被讨厌的地方吗？

喂，我有什么让人讨厌的地方吗？"
"01a_02300.bin.json:15","訊ねるわたしへ、眉根をひそませ急ぎグラタンを口に運び食すと――ぐっと身を乗り出した。","我问她，我不皱眉，急忙把奶汁烤菜送到嘴里吃，然后——一下子探出身子来。","02300:015","False","","","

我问我，我不皱眉，急忙把奶汁烤菜送到嘴里吃，然后——一下子探出身子来。

面对我的提问，她皱起眉头，赶紧把焗菜送进嘴里，然后猛地探出身子。"
"01a_02300.bin.json:18","メイ","小明","02300:018","False","","","

小明

小明"
"01a_02300.bin.json:19","イヤガラセとかされたの？　誰にされた？　あたしがやっつけてやるから言ってごらん！","被骚扰了吗？被谁做的？我来干掉她，你说吧！","02300:019","False","","","小明

被骚扰了吗？被谁？我来干掉你，你说吧！

被人戴了耳塞吗？被谁做的？我来干掉你，你说吧！"
"01a_02300.bin.json:22","そ、そんなんじゃないって！","不，不是那样的！","02300:022","False","","","爱丽丝

那，不是那样的！

不是、不是这样的！"
"01a_02300.bin.json:25","本当に？　相手の子を気遣ってるんじゃないでしょうね？","真的吗？这不是在照顾对方的孩子吧？","02300:025","False","","","小明

真的吗？这不是在照顾对方的孩子吧？

真的吗？不是在担心对方的孩子吧？"
"01a_02300.bin.json:27","何度も本当だと言うと、不承不承乗り出していた身を椅子へ預けた。","说了好几次是真的，就把不承承的身体寄放在椅子上了。","02300:027","False","","","

说了好几次是真的，就把不承承的身体寄放在椅子上了。

我再三说这是真的，她才勉强把探出的身子靠在椅子上。"
"01a_02300.bin.json:29","本当に違うならいいけど……何で、そんなこと聞いたの？　アリスが嫌われそうなところなんてある筈ないでしょ。","如果真的不一样就好了……你为什么问这个？爱丽丝不可能有让人讨厌的地方吧。","02300:029","False","","","小明

如果真的不一样就好了……你为什么问这个？爱丽丝不可能有让人讨厌的地方吧。

如果真的不一样就好了……为什么你听了那样的话？爱丽丝不可能被讨厌吧。"
"01a_02300.bin.json:31","でも――。","但是——","02300:031","False","","","爱丽丝

但是——

但是——"
"01a_02300.bin.json:34","と、口ごもると察したのだろう。苦い物を口にしたように顔を歪ませ、あれは違うと言った。","大概是察觉到了口若悬河吧。她说，脸像是把苦的东西入口一样歪着，那是不对的。","02300:034","False","","","

大概是察觉到了口若悬河吧。她说，脸像是把苦的东西入口一样歪着，那是不对的。

她大概察觉到我支支吾吾。她的脸像吃了苦东西一样扭曲着，说那不是。"
"01a_02300.bin.json:36","あれはただの嫉妬だよ。","那只是嫉妒。","02300:036","False","","","小明

那只是嫉妒。

那只是嫉妒。"
"01a_02300.bin.json:39","嫉妬も理由のひとつだよ。","嫉妒也是理由之一。","02300:039","False","","","爱丽丝

嫉妒也是理由之一。

嫉妒也是理由之一。"
"01a_02300.bin.json:42","そうだけど……そうじゃないっていうか……。あたし的に嫌うようなところはないってこと。で、何でそんなこと聞いたの？","虽然是这样……不是那样吗……我没有讨厌的地方。那么，为什么听那样的事？","02300:042","False","","","小明

虽然是这样……不是那样吗……我没有讨厌的地方。那么，为什么听那样的事？

话是这么说……不是这样的……没有我讨厌的地方。那你为什么问这个？"
"01a_02300.bin.json:45","木野さんに――と正直に言う訳にはいかない。目の前の幼馴染みはすぐ行動に移すだろうから。","不能老实地对木野同学说。因为眼前的童年好友会马上付诸行动吧。","02300:045","False","","","

不能老实地对木野同学说。因为眼前的童年好友会马上付诸行动吧。

不能对木野同学——这么老实地说。因为眼前的童年好友应该会马上付诸行动吧。"
"01a_02300.bin.json:46","聞いた理由はね、昨日友達と話している時に家族の話になって――それで最近、妹からの当たりがきつくなったって話で。","听说的理由是，昨天和朋友说话的时候说了家人的话——所以最近妹妹的关系变严厉了。","02300:046","False","","","爱丽丝

听说的理由是，昨天和朋友说话的时候说了家人的话——所以最近妹妹的关系变严厉了。

我问她的理由是，昨天和朋友聊天时聊到家人的话题——她说最近妹妹对她的接触越来越少了。"
